100 500
3438 6072 345
4005 5022 213
3765 6420 567
4722 9087 649
4524 4300 359
5999 5840 708
4826 2919 803
1495 2913 446
386 6253 804
1032 4683 348
3188 5378 114
5663 302 538
2412 5434 665
950 7039 100
8428 5522 241
6652 8218 299
1594 7009 163
3240 5359 120
3429 7962 527
798 4305 318
8614 3149 437
145 9792 445
6069 7992 799
2705 6455 231
4246 90 717
7490 7434 190
1820 3154 134
4088 4233 469
4940 5038 340
7624 3368 494
6912 628 241
1586 8507 671
7637 4827 873
218 7418 372
9141 7369 602
1724 4108 428
518 1869 93
3900 2939 280
9862 2958 346
9394 460 580
3048 3237 624
7894 4868 193
2743 8334 828
9101 7683 637
9724 3077 282
1051 6636 708
3705 8989 571
1495 1342 438
168 1714 111
8761 5662 597
5435 485 813
6122 2305 160
8706 22 491
5245 4920 424
9332 991 651
5380 2380 716
4228 9626 625
7249 6971 523
7960 2702 1046
4654 7684 401
2132 2057 392
673 5837 68
1047 2168 670
7180 7567 533
234 2293 496
3229 5669 355
9130 9351 478
4327 7836 192
5726 9572 114
2757 5058 575
563 4489 579
3791 1144 480
4116 7392 168
8115 8428 263
94 9122 528
2465 2226 520
1179 3138 167
4416 8578 258
5306 1596 176
6146 5541 148
241 5727 452
7562 9371 291
5079 1889 204
7207 7157 216
7813 6316 535
2215 4729 258
806 6006 145
5873 1274 520
9750 3988 865
9702 9845 312
9462 2167 671
8423 642 564
5305 2839 393
9220 6964 549
787 1718 443
8857 7380 418
7446 2771 640
6751 8877 676
4661 311 666
2386 8826 672
2979 953 460
3555 137 619
3312 9428 375
1411 3062 692
9769 1114 240
9259 9231 405
9633 7683 736
6225 1291 659
6874 1798 749
8255 4014 160
3516 3464 691
1394 7314 231
6235 8146 327
2543 7248 433
4809 4929 637
6075 7788 808
5883 5982 316
7926 9195 405
5411 9337 435
2257 1532 371
6803 1517 741
7115 2789 428
5552 3341 293
4080 8778 372
5139 8687 462
2792 5007 328
2151 539 694
2322 8386 430
5037 4865 441
1987 9846 712
9795 8062 429
7634 5678 380
4044 1912 171
1225 5807 124
1250 3482 449
3691 4405 377
1351 807 390
7194 6903 626
4148 7626 613
5682 5639 209
6313 4826 743
646 4816 496
5365 2968 374
9555 402 302
4186 1542 808
248 333 475
5956 4235 434
6011 6352 55
6147 3588 282
2160 3749 456
7070 2203 616
8155 8422 346
3010 1701 312
1677 3510 256
5680 7359 281
9149 8345 902
2186 6148 189
3162 7551 414
9116 9069 484
4306 9654 233
611 4554 438
9987 2919 190
8789 2350 90
9271 4937 233
5938 7783 498
8686 9361 494
9987 3193 274
4135 9349 577
1247 5812 199
2860 6927 684
9524 2009 422
5272 8062 368
8157 4786 721
1965 3626 130
3855 6271 441
3280 818 757
826 9620 80
3737 5967 848
1970 9361 335
7256 7909 793
7144 2295 13
7270 3483 333
5488 1405 667
2833 3087 108
3569 5693 334
14 3093 308
4054 5287 506
7507 8564 647
6425 9473 245
8542 281 814
5744 1822 385
7451 2922 611
7794 1189 663
8890 9765 573
6902 6146 625
4026 4046 396
8441 1296 245
3882 282 637
9053 6715 604
3369 8974 791
2408 3384 752
8420 2814 782
5023 5927 972
1378 1448 400
5400 9920 648
8081 1145 893
8095 5533 380
4067 5889 242
3074 9309 511
2006 9976 721
5456 6032 426
374 249 376
7328 4256 69
531 2733 313
971 3901 181
8060 9731 686
3637 6480 414
2546 8660 47
2407 3924 736
6460 4160 341
197 894 282
5305 4644 234
6427 5724 511
533 5853 402
5034 2540 347
5829 6842 377
8572 6203 102
7091 2253 910
6812 3975 616
1338 7783 182
7876 9398 508
3867 7865 961
5878 6413 598
6525 4638 511
6689 9337 265
8798 3238 49
231 455 146
7882 3010 171
6179 8416 371
8863 7565 211
7308 1044 331
759 2232 316
3600 4203 429
837 412 735
8178 2176 491
4547 6054 352
7926 8414 468
3919 3805 179
1179 6796 481
8443 7869 125
2485 3593 482
7459 9069 561
4048 5342 519
8431 6579 470
110 3647 330
497 7418 239
4691 1256 234
6002 4643 501
5459 6840 317
1407 3637 312
9016 2307 192
6043 6942 753
7073 6314 64
7099 8253 569
9462 1894 403
2474 1948 277
5487 9933 526
7369 5887 169
5275 5800 800
2467 5385 676
9447 2964 432
9155 491 176
572 5158 500
1486 6032 183
1998 2894 1089
6021 7366 668
1553 2065 342
660 8626 1108
4731 4112 459
6879 4194 439
6006 5705 373
2494 7846 446
5639 9863 348
3733 7266 774
2015 2552 913
9004 7815 676
1868 8159 698
4658 2441 509
9669 6144 115
8473 8019 643
5390 4494 339
5385 6943 502
2911 2398 271
5570 7643 601
6510 8801 687
8189 8868 265
4507 683 483
6714 6498 547
6898 6800 470
3764 5265 183
9352 2768 328
3080 1221 293
7280 7738 877
3662 6949 345
235 8487 462
1321 5625 760
9333 3058 678
8921 8597 419
5456 4491 443
6240 8318 387
9644 781 93
7187 4151 149
7816 3901 829
7001 1066 171
7053 766 516
6331 2758 364
9886 5764 92
3979 7166 231
9854 3993 95
468 89 182
8832 1789 568
2067 8165 557
4847 988 378
6762 6656 473
1831 9354 358
4974 7827 768
6487 2161 537
8331 4303 700
2415 5332 778
5369 5820 15
6098 8053 628
8578 2337 663
3817 2557 275
9503 23 585
2902 6323 235
6465 1734 122
8112 8532 540
6252 9312 100
5872 3014 482
5968 4055 621
8721 7294 503
1882 5208 521
9456 213 449
5864 8223 592
5546 1233 287
4043 7996 866
5638 2622 668
333 5807 576
1531 6189 249
5831 4434 225
2512 2296 638
2520 6977 534
7180 8772 596
6289 3052 807
8139 8609 830
7107 6860 270
5903 5341 184
8420 1711 391
5555 4284 185
9934 7453 566
1870 330 746
1801 3860 284
9304 2135 799
9668 835 553
4676 5499 663
1621 7188 439
4147 494 217
517 1327 431
9266 6806 163
731 3757 578
1767 7838 36
6969 7671 769
3179 5390 572
5734 5086 497
6026 2021 290
8891 4248 580
2351 693 243
8109 1655 723
2828 4129 208
8842 3856 797
5980 464 189
1044 127 662
7310 1562 674
7806 6576 509
4720 8537 178
334 2840 328
2727 7303 480
6863 2258 409
9045 2597 173
7345 1424 724
4618 2588 275
5672 3321 209
3281 133 640
4976 2461 581
614 171 566
6317 6594 332
6987 3714 548
3073 4297 232
5276 879 819
873 6348 403
5768 7559 571
9188 8495 638
1215 6051 306
754 6612 288
5001 4451 364
8036 9619 353
7039 61 423
2941 321 618
6546 4269 538
2782 7161 373
4440 5452 644
107 1427 812
9166 3181 275
5724 4442 83
412 2950 263
7142 6181 406
509 2683 182
4676 1724 667
8734 5430 458
8337 3735 661
6233 2725 151
9707 3273 556
2786 2648 66
3594 9333 613
3269 2728 473
2846 7710 246
8180 2953 191
9137 7346 220
6134 4862 329
8140 6547 628
7812 1635 546
9080 4673 587
4318 3756 178
2750 9404 113
5539 7439 513
3140 1772 817
164 9199 160
5045 9303 473
8199 4991 286
8636 1468 739
7720 7834 700
9178 2252 463
787 4668 651
5951 3274 229
5882 4091 369
6173 46 822
2078 5253 624
4719 6396 197
5361 7469 681
5801 900 359
1260 5293 248
9025 1425 242
4492 422 356
728 2691 553
5414 5716 506
511 9486 891
9902 9690 816
8090 689 241
4358 4041 151
315 240 76
4485 2840 139
6638 6563 233
8093 1357 245
2960 9807 325
5179 5113 710
7059 6439 839
406 6084 630
4216 1250 179
2859 1296 216
293 8273 284
3364 804 185
4111 3266 249
6846 2201 267
308 7556 198
6243 623 308
4148 728 631
3464 786 736
3643 7909 721
2144 6603 672
7716 3675 507
8068 1128 583
6466 4826 443
3564 683 298
6076 6423 299
8331 2721 300
4696 1696 510
3526 8807 610
4962 6724 199
7361 5270 268
4281 3604 307
2246 8429 400
684 2062 941
9216 4327 369
9971 7712 471
7283 4040 422
1387 5351 391
1520 4205 243
178 5084 678
1240 2606 542
1508 9572 138
7667 9521 21
7667 8287 16
7667 8781 12
9738 9973 10
9738 9961 10
55 4943 13
55 9702 16
55 9784 9
55 6829 16
55 3191 16
55 5956 20
55 8915 9
55 9283 10
5736 5854 19
5736 5797 17
5736 8191 14
2028 6039 15
2028 3340 16
2028 4463 6
2028 4125 12
2028 5648 16
2028 8236 17
2028 7160 21
220 5507 12
220 8462 20
220 7068 8
220 7625 16
220 8324 18
220 8284 22
220 247 14
220 4701 17
2630 9372 16
2630 4353 14
2630 5305 6
2630 8735 14
2630 4726 11
2630 5741 16
5533 6744 11
5533 7608 19
5533 7491 20
4520 9575 6
4520 5149 12
4520 9180 8
4520 7140 16
