100 500
2975 7765 527
4655 120 219
695 9039 244
5036 4604 257
1086 1042 488
9153 3 232
1938 7154 122
557 6573 591
5458 4915 509
6779 1181 356
5315 1604 770
3767 1157 373
5624 2794 455
1863 9935 699
1114 1139 494
9037 441 507
5257 3692 267
561 2304 375
9084 1949 218
6909 170 394
9343 6062 516
6525 1281 207
9568 7083 671
4206 1378 139
8350 7337 846
8911 17 488
5293 2678 228
1175 7270 670
1824 3038 628
7205 9291 172
529 2594 451
9732 5786 849
6287 6646 658
8091 5371 220
4947 1352 325
1893 643 165
7414 8418 836
1924 3334 920
1853 2483 559
1064 6556 407
6172 9975 260
6573 1466 631
9006 7748 699
8736 830 479
7138 2293 300
121 7668 361
4888 6206 408
9806 7527 593
9204 4249 590
9250 503 629
5601 7495 330
1146 9367 669
5913 3071 524
2701 4119 602
1906 3765 290
675 8078 499
93 3600 625
5896 9099 595
7701 4632 576
9929 4839 360
3278 6403 305
8859 4518 314
8961 8666 62
8397 4517 291
9267 3999 232
5020 4869 311
1494 6167 424
4236 3759 136
5590 3290 335
7878 7496 376
3407 4905 360
1926 3500 111
8506 7823 279
8951 2559 729
8807 5233 741
7398 2085 885
1636 2610 665
2955 6949 540
7628 1352 175
1466 6895 523
1703 2838 239
1764 3197 167
9005 2353 411
6957 4595 338
1995 1187 701
8443 5402 670
2445 370 522
5255 7303 526
8193 4206 527
9862 7000 258
9439 3612 462
5438 7427 26
6222 8393 226
728 3850 133
6098 2194 486
746 7801 163
1385 8862 284
7351 390 139
7567 4308 570
1338 9562 622
1847 9781 94
1317 4292 279
6503 6572 97
1595 4696 154
778 1457 410
8049 6570 610
5070 9839 510
3997 7644 164
4584 4726 415
1495 7034 540
3272 8593 540
1188 4657 826
3807 8539 275
5048 1375 490
9199 2738 520
937 1046 257
8871 2254 396
5339 5375 432
8826 3286 70
6423 5957 527
1096 824 855
2527 6166 316
663 6524 617
3810 5248 322
7602 1657 231
2282 875 474
6602 3470 242
1884 410 281
2009 6932 336
1785 7560 222
6022 2722 659
8607 4894 454
1329 298 320
269 6507 357
3584 3044 221
2464 4680 79
3869 1343 274
7198 4532 432
4220 7361 335
6132 1822 869
5370 8415 208
9049 1973 258
8237 934 660
2383 6599 388
4218 4168 791
4159 241 522
3242 9118 453
1487 4571 467
9416 1756 543
