100 500
6317 5285 279
2907 7804 589
4647 9395 277
6230 6902 648
47 8362 127
2863 3842 699
1586 5171 309
5483 8819 559
1210 3602 673
1720 4378 430
8230 8061 461
5241 7302 876
9006 494 375
329 2707 160
9678 8852 527
9215 5996 882
4137 8475 477
152 5136 746
7870 2734 237
2038 4269 167
7448 1253 212
8112 9035 247
6425 9947 103
7854 3987 308
3549 5926 413
8365 8131 208
3988 9958 553
5433 2994 666
452 2114 715
2053 131 166
966 7621 274
2479 1455 502
6096 8983 112
6591 318 175
1717 4981 553
4588 9165 455
2587 9052 885
4552 9012 433
8999 8758 363
9351 2548 814
4685 7716 561
679 5025 401
4027 2464 800
4371 4479 774
4578 2776 617
962 1896 713
397 3441 314
3351 2845 553
2424 6294 942
3164 493 173
7627 7752 294
6011 6566 626
3156 6915 649
1930 2155 343
5674 1281 617
4703 6711 266
5350 1734 608
1736 9377 452
550 2459 452
3856 5128 510
5235 1171 594
3376 5633 722
4612 3079 425
8478 3389 640
9373 7994 415
234 3352 373
2098 6245 92
9919 5254 692
3161 1849 64
7409 5187 226
9483 8464 679
1898 4833 136
6550 9986 609
562 7100 251
2445 770 287
2228 7680 671
1941 1956 673
3313 6554 259
5035 8144 725
6295 760 224
6138 6529 239
4113 8237 30
9127 384 248
3491 8640 77
8585 7253 266
3827 8068 307
5717 2077 499
9253 8620 821
2063 9815 781
5720 4508 692
586 4301 499
8540 8879 508
6257 1854 459
5433 1293 833
6350 8080 813
2053 2488 255
962 2518 625
7077 89 730
2902 6921 75
5081 1488 448
526 5260 292
5908 6243 549
3689 5162 794
1215 5752 355
1329 6936 480
6612 1915 487
1237 5152 452
795 7494 793
3358 2580 291
8787 6060 904
7013 7193 490
8549 7975 218
9711 1978 420
4416 8966 303
5251 5849 651
6806 5777 224
1109 2714 722
8373 4798 502
4228 9588 805
6902 5558 343
6524 9866 214
3825 7761 625
1370 972 183
1608 4729 553
9905 6747 322
789 6918 418
3940 5690 184
1245 4 211
4021 2013 475
8970 9272 530
7862 5776 160
5050 5323 566
4842 3423 504
6473 9071 538
9363 9727 270
4629 5888 550
9593 4806 282
1 7315 344
2131 1609 505
8396 2036 793
8357 5538 599
5306 2297 394
7580 2903 480
2301 1601 301
4916 7623 298
7226 9130 847
3399 8628 663
4453 8242 144
8403 7278 183
3665 7766 665
7005 4646 451
3654 2950 179
9452 8 506
265 1583 543
1617 8662 393
9971 9974 265
4200 5277 696
8624 8132 280
8180 7277 135
9734 9448 312
1253 6960 340
8578 4652 44
5588 9383 354
9246 343 271
6661 9263 551
8109 18 204
3909 1764 268
2968 9714 945
8124 9586 761
7649 9741 281
4600 7621 89
6068 5152 315
9250 1044 906
3284 7431 702
4673 9370 611
3231 5926 453
2682 1810 644
6931 4622 536
1193 2529 812
4965 7855 386
1793 3075 436
7873 2054 588
1191 7194 570
1768 9315 299
3132 9418 364
9056 7732 608
3391 1476 543
9236 2641 160
2520 6424 414
3546 1891 98
9656 9472 886
4573 1466 188
2755 9196 336
9011 5285 786
4161 3218 349
3430 3588 355
7444 5484 236
4779 4638 476
7253 4094 311
4122 3023 883
9503 1854 20
6414 979 133
7442 9055 380
9852 9962 415
1832 3398 622
8205 1488 176
9222 9131 313
9306 1978 335
4679 4669 516
7263 5192 939
7888 7045 518
8781 5332 642
2529 3560 357
9970 6134 623
4007 444 656
9157 9862 171
8650 5571 322
841 6092 1036
979 7045 488
2406 9163 719
6795 612 512
651 6018 690
6095 6309 256
7996 774 407
978 1611 562
2318 8866 575
8656 1099 259
4198 7537 553
1012 520 111
3672 1371 426
7316 2829 627
1233 5966 293
4753 8426 681
2058 2084 536
5472 4465 338
1247 2267 216
1429 1898 419
4637 7524 404
4559 2633 148
4650 1889 746
596 6968 423
756 5604 180
4420 1306 699
3142 5432 191
8179 3166 459
6803 5495 278
5995 8036 131
1462 7100 652
6462 9872 809
9184 8286 584
4337 431 616
6906 2118 572
8681 1543 351
5994 3240 686
529 644 365
5130 1125 568
3965 2238 515
3082 8385 72
9896 2576 360
3817 4427 135
5742 6972 1077
6275 8089 452
1360 4089 547
5190 7822 467
3961 4374 718
2461 4651 151
1158 9367 200
6769 9839 256
910 2764 577
3080 7791 664
9760 4562 387
5269 3725 396
3152 8351 119
2110 3048 349
927 2279 233
3828 3021 364
9251 103 723
7462 6963 472
4192 2652 666
1138 8153 162
3379 3599 395
9156 4537 483
9318 5926 422
4376 6580 330
5042 3808 280
4372 4802 447
