100 500
1318 1678 627
1747 3986 488
7696 8862 667
7087 5125 91
5109 2799 13
41 7035 572
1590 5164 218
8525 7169 26
9950 8670 260
6325 1989 330
6385 6313 531
697 7671 830
9866 2327 434
998 1289 159
2523 1278 363
8423 3841 543
2956 6523 895
4179 652 758
1737 1267 441
5777 3199 338
4066 2171 248
6586 2008 568
3687 1463 683
9177 3638 164
134 5503 606
5627 6519 550
8168 6324 325
4190 8035 628
5003 1541 410
5676 7527 443
2819 452 388
1368 2128 419
3327 5548 270
2780 5064 352
3167 4910 316
8263 3585 228
3433 1201 407
5593 7120 456
2665 4771 146
758 2799 92
6626 2737 621
9318 1146 498
5414 9860 592
9181 417 281
7753 1210 367
7944 6925 113
8014 5665 495
9053 1341 242
7565 8185 164
6405 732 807
9447 1021 637
4317 9232 383
2222 9910 170
6353 1239 589
1033 3463 83
4038 4011 424
6201 9708 354
5158 1615 382
9569 691 688
8384 7322 812
8253 6329 710
599 6267 541
1994 9652 336
7608 9559 656
4190 366 771
6643 3637 542
7739 960 750
2870 6313 640
7222 5575 210
7553 4608 392
9038 1591 92
4971 1591 576
1300 129 426
9558 7221 236
7173 7943 701
895 5426 224
4272 1495 361
1694 2618 791
1147 9302 668
8529 1689 624
9668 5172 134
1679 7407 796
2484 4549 1008
3721 6058 240
6476 1274 836
7018 1866 769
9217 1990 519
3458 517 425
8471 9368 702
4090 5644 243
7311 4986 543
1071 7935 323
6481 2765 616
6905 3980 675
8419 1786 445
5670 8088 174
6958 7349 51
1847 5794 722
8250 1920 341
8205 4726 354
9546 1575 377
6592 8764 168
9917 6402 807
5633 8389 351
5771 9724 205
4033 9434 526
4710 1456 732
7370 7543 785
4221 627 682
1523 2641 206
2414 7193 393
7081 5724 546
894 5280 660
7871 9144 174
7201 2428 512
222 3099 767
4003 6815 481
8215 3921 781
9569 201 49
2310 5340 471
9925 2695 249
1127 987 349
504 4849 85
8530 4725 185
5476 6405 351
3718 7890 157
3599 7151 415
9967 845 475
8784 7838 270
9990 2337 705
266 212 457
5436 621 241
3379 3652 153
4542 2949 683
205 3204 431
4641 130 222
2252 5768 381
7469 2756 167
617 2351 570
3833 2446 503
8756 3904 687
6688 8707 170
1055 6655 367
9553 6191 188
845 9543 450
8528 1111 549
6107 3965 625
1733 5839 708
3969 2627 218
5140 4174 747
2184 6133 297
656 4436 572
1902 4477 501
7192 8871 206
6828 1025 906
7669 5584 652
1281 4358 699
4292 8689 400
7365 3845 236
4880 8211 326
9740 3409 746
5674 2199 520
3726 3759 174
4390 4047 526
6387 9530 584
4573 8571 167
2016 1581 400
9359 270 291
6058 6551 461
9141 2886 468
3928 3163 750
4822 1562 485
7521 5466 500
251 4886 94
5663 5131 555
9449 1755 300
4892 5124 543
3955 8618 510
5235 4697 563
9017 1622 444
4228 3590 31
6545 6244 784
1523 2256 95
6514 7581 790
8807 2007 385
6819 9088 215
1522 1642 428
650 9043 528
7108 7253 480
282 2772 867
2384 6083 232
4527 3629 812
1207 4834 365
8599 2795 642
9532 7617 181
4417 112 606
7559 7315 595
2708 9083 812
9571 5574 272
3016 4731 318
3933 9836 322
171 5456 731
7830 7173 563
851 4938 469
4426 7485 299
4062 3162 828
3569 4942 411
6791 1128 595
6128 5391 280
3923 2012 232
9360 4693 305
8476 6919 176
8360 7536 377
2354 4283 169
9462 5371 280
5366 9748 177
1559 5537 145
1556 9389 639
9062 2407 458
679 9840 706
6245 1094 36
3003 9814 497
2388 6146 404
7294 8516 376
1537 1218 118
6881 7249 634
2263 1709 272
4169 623 625
9246 2875 683
1258 5060 228
4598 6625 572
4808 6157 329
8514 6364 422
5546 7577 562
8772 6226 381
7417 5017 121
3672 420 187
1183 6060 420
2919 8477 784
928 4456 747
6047 7809 613
1706 4662 377
5871 2227 331
1637 5117 783
5102 2896 203
177 9701 611
9521 1338 577
2210 8035 661
7702 7757 470
1964 2826 389
335 9382 249
4195 359 830
6154 5378 236
6419 9073 958
208 7347 554
9882 2607 549
1509 7940 643
7270 3732 291
167 5259 238
8849 1621 658
8155 5378 138
7674 4028 387
3068 9885 445
8416 771 454
3994 380 470
9949 681 140
9762 4145 528
1040 2269 361
5875 7459 207
1342 2435 404
1158 1224 103
5043 9019 411
9164 8665 538
2751 5683 557
3924 7952 552
3657 8432 319
9683 1331 395
2460 2751 580
7568 7228 548
9874 7914 339
7609 9824 258
8595 3723 733
321 5987 244
5992 6196 289
9798 7335 630
8632 957 830
4911 27 258
6328 428 381
5044 5432 192
2463 5320 564
3384 6120 310
3752 9419 62
3804 2565 692
8523 7724 355
9793 8397 339
5639 3754 777
8221 586 381
7478 8542 229
6574 3470 404
1091 6372 384
7157 6075 135
3681 2069 489
2454 10 556
8849 7498 601
1794 1312 554
9170 1530 805
7433 9275 313
950 1237 548
1840 9473 696
8961 7985 673
7870 952 601
1740 2444 118
1539 9218 533
7338 8113 754
9040 8429 495
4485 6198 279
4504 4519 994
4619 3310 721
4529 3468 571
808 6323 635
4780 6331 287
4205 8565 535
5606 5155 293
9802 3798 11
980 5116 371
1783 5203 187
2420 9875 489
7647 3959 707
5445 1337 576
8424 4486 389
6119 9262 631
7036 6975 913
3781 1655 363
286 4662 781
5123 7446 555
985 9903 790
3777 1542 467
8469 9383 155
6698 4623 492
3181 4030 722
6091 1317 556
9233 8512 498
1192 3232 296
8823 6638 461
4570 7248 455
7476 689 681
6510 4512 514
7664 6643 695
6167 4302 266
1305 7642 230
1749 8642 416
3897 5526 45
184 2366 481
4910 3234 460
3342 8091 215
7265 5785 615
5760 6498 727
4297 6953 629
6083 9473 409
9943 7005 498
3073 3771 371
7694 9583 157
4635 1710 196
2578 7154 320
2365 3883 470
4796 4114 241
2525 8693 661
9640 2709 635
7412 4550 211
5944 754 394
8994 3209 566
6539 1106 63
6059 7189 491
8059 2142 264
6662 4354 500
9147 6087 334
8125 3193 195
2022 2760 365
1256 4600 338
9914 3621 242
8483 1062 322
7735 1008 223
9756 3727 448
3717 7168 751
4630 6013 325
4274 9976 522
9222 813 542
1082 1634 338
4354 9142 423
3776 7368 508
9848 9276 792
3455 7974 873
8821 5477 344
7086 77 47
77 3353 420
50 8560 307
4415 7785 675
5920 523 325
1513 5990 524
7691 6143 478
2003 8317 179
6119 7578 665
5483 7201 424
9212 9837 873
2695 9340 167
3558 2544 394
8616 7013 305
6870 7438 464
8843 3956 511
3867 5272 440
3661 3918 600
185 8077 685
8055 6105 484
8600 9568 656
2095 2644 226
2063 4099 682
961 4534 587
8029 6444 417
8088 7241 907
2634 783 411
2933 6192 603
9679 1550 549
9557 6549 63
5340 8400 329
6858 5559 370
3673 519 865
9477 3858 759
4948 7533 281
6315 9901 568
3453 8411 115
2545 1869 459
8862 9858 43
6403 6891 912
2655 4491 436
484 5289 224
1627 3417 337
7833 1306 138
1319 7390 224
7856 3011 479
2143 1066 359
8571 2168 484
1585 4400 598
6026 2886 544
1933 8693 793
2787 1739 765
7104 1684 706
3608 2318 194
1542 11 635
5561 4197 427
855 2397 940
5838 2482 304
5815 3671 338
3788 3486 430
7414 7996 707
2850 9557 272
5414 1421 114
1725 7000 288
5821 4103 147
6238 4107 113
2796 9025 299
2198 6253 820
709 5806 837
8571 8603 295
2169 485 351
9153 3024 223
2882 4991 414
1858 5049 804
5015 1999 336
4888 2429 503
6347 7738 540
1986 1762 739
9159 63 99
5114 1332 490
4166 1352 593
1791 6962 375
377 3989 781
3215 7438 665
6147 8139 404
6041 4669 648
4976 5194 705
4045 4210 193
6538 5904 171
9260 7905 629
7903 500 756
334 602 486
8238 8672 266
2364 3749 139
8735 7478 104
1433 2901 477
8830 3225 515
6215 5559 459
3566 5783 409
2997 6066 534
