100 500
2322 7501 426
2284 3784 746
6137 9615 359
707 8999 619
8905 8312 617
6304 1117 243
6088 9332 235
7219 6598 337
7529 1980 527
1070 5615 598
2143 3696 543
9933 7259 490
758 6214 568
1865 2009 189
9878 9641 794
2840 8552 614
3494 1477 295
2336 9631 416
1092 3043 507
4982 6349 468
7707 1286 260
7466 3796 258
618 1037 601
6746 8147 418
9369 7816 894
115 7864 594
1513 6400 436
5124 8623 73
2615 3341 398
6984 8845 444
9334 9825 627
7397 2828 247
1302 6086 832
8812 8746 274
5481 146 218
5095 3189 663
1433 8914 608
3337 8403 456
6303 83 247
2903 2025 177
7900 3018 487
9889 5765 731
9418 5013 421
4388 8385 724
4707 1372 159
7230 4041 169
7549 980 576
3222 5203 341
3418 2034 510
3949 8899 214
2180 5397 121
8440 9965 891
663 1777 405
8369 6966 627
8213 1272 673
8991 6113 107
642 5233 340
8230 60 605
246 2618 402
8446 1305 245
3990 2028 562
5347 7892 612
9360 8569 715
3095 2778 542
6955 3397 863
8030 5487 92
5146 2822 460
1805 5809 290
952 174 732
9127 9165 589
7798 8119 488
1630 8440 686
9704 9860 570
4852 9950 442
2478 9650 301
1256 2820 544
1679 2955 548
7064 1039 757
7876 160 387
170 1183 755
3557 4552 812
6670 8703 743
7374 8475 284
864 4678 291
5001 9991 575
3843 9151 426
4462 1825 416
3943 4166 119
1685 8796 482
469 515 692
8446 8077 212
9688 6477 170
1032 6752 640
3869 5260 51
3264 4039 135
6443 6821 670
4943 9465 296
1876 8669 235
4293 2740 626
3348 5646 415
9084 3543 386
4798 3546 228
5369 8741 412
7713 3406 193
3889 8182 196
274 2336 530
6259 9962 51
8813 3643 657
3066 2682 596
8903 6331 562
3073 5346 359
9504 8016 356
1163 7733 462
6686 5456 708
6825 6386 544
1103 5909 697
9929 5901 802
9456 1650 544
994 3521 436
5057 4884 202
8055 5331 263
3572 666 421
1645 2385 153
4309 4711 562
1420 9564 428
7394 845 201
1262 6899 751
8862 2425 574
984 1900 390
7882 7809 791
4638 5337 710
3719 4567 850
7590 9527 152
2570 8584 623
9400 7627 287
3468 7455 496
9310 3392 132
8121 955 465
5778 8782 566
2018 3550 457
4698 9413 312
4395 5960 606
2664 9609 380
8385 3648 39
7861 2619 117
1457 2499 55
7956 1528 285
3419 1898 605
1055 5989 954
483 455 421
9968 303 145
4262 9278 838
3696 2383 819
6585 5826 283
7517 8603 243
9376 2215 525
8016 123 430
8175 680 560
9733 2913 169
4328 7594 266
1884 2138 448
94 6193 383
3666 9865 406
8091 4722 592
5854 8574 694
1529 2174 395
5230 5792 667
1452 8926 812
4527 8037 270
1104 2045 658
6640 480 361
612 1009 378
6955 5140 705
8041 6688 110
8053 8722 458
635 6289 281
860 7081 196
2482 4526 471
6946 6926 862
5600 9152 1000
5500 7130 720
1326 7082 805
9274 9130 321
2360 3801 496
7167 3464 555
2198 159 139
296 2811 274
1168 7252 694
7951 5562 537
3940 2356 538
4284 4575 572
8645 5144 637
1656 7480 299
6022 4954 691
4406 1623 272
4106 6258 435
5105 1784 432
3341 731 325
914 5701 596
884 8081 197
5518 3083 426
4593 5814 520
2246 2113 160
3066 6549 538
7675 3359 652
8905 1959 485
4286 3902 486
3455 2295 174
7734 9478 713
7249 2140 142
7453 7708 254
4751 8910 516
9492 8092 452
9641 407 253
145 525 85
4840 2015 857
9960 5785 486
7830 2206 761
7899 7248 86
8755 5574 651
6959 4012 649
3886 1246 666
4267 7341 723
3541 2001 906
3171 7142 570
494 624 603
4850 5245 513
9534 695 334
3337 5527 316
7454 9834 370
6053 8646 265
1850 6013 915
4432 6032 763
8220 2331 230
3280 3327 252
4257 240 457
3692 8143 396
7838 4311 490
5485 7731 828
6312 5008 542
4873 6806 313
5633 6076 474
2051 1519 597
3123 1740 485
7047 577 656
7927 3100 489
9223 6129 219
5465 3655 549
2161 37 499
2338 1793 273
9717 6596 624
8385 3409 660
4739 2575 455
7720 6576 107
306 384 294
1585 5180 397
3543 3570 297
7608 1946 238
5089 731 623
3687 8488 423
7660 7966 659
7940 3235 549
4095 3406 511
3243 2608 357
9795 5581 810
753 9512 654
2177 9139 497
9273 3269 608
1714 6993 274
9845 2021 152
3730 7782 837
3553 7273 364
