100 500
4710 3315 481
8285 1521 567
5269 758 419
9839 3993 277
8110 4024 511
2867 9938 281
728 2269 739
8373 8979 312
7410 6775 111
2806 4350 394
9858 609 461
3829 5174 723
1422 1382 767
2109 2368 463
2645 2997 759
1911 7355 203
6312 6548 172
5229 7933 830
3658 5068 52
1926 8121 386
9092 1146 389
8059 6172 424
3415 2784 140
1504 7177 149
5912 662 398
1528 5770 438
1271 1709 263
7296 9046 277
9443 9405 313
1414 2088 279
2402 9678 313
5795 5066 336
2578 7376 272
3000 6237 346
8796 1278 651
710 7888 472
8776 8769 203
413 2192 259
7906 1917 219
5721 3818 499
2579 3601 243
5940 203 620
5310 3236 365
9249 4753 154
8993 7015 268
3193 1395 314
6693 5341 492
2813 9272 357
2717 5813 494
1861 1514 430
3444 2571 159
5754 2220 216
7692 6167 337
764 1950 107
8084 6486 618
5768 7016 423
87 8060 567
7219 1750 300
7648 2820 530
2855 6641 417
9835 6049 303
8036 2881 145
1390 7202 708
8505 459 269
3015 6718 448
1973 2811 238
5641 7728 134
5032 3333 380
247 2148 439
5284 8332 641
4986 7404 472
5348 5074 1022
5465 8919 712
3176 3113 198
8091 6031 338
6107 4278 291
2080 495 519
7159 9822 751
7697 2016 472
282 7065 398
8734 8607 200
9876 4375 299
2687 1260 455
4061 2935 311
3409 5697 750
1267 8395 346
3101 2967 422
9821 4918 564
8238 2997 98
4384 6329 251
5381 491 663
607 3813 572
986 4119 587
9988 8684 567
6135 270 486
5749 4870 462
5229 1977 518
5597 7917 538
3238 9658 371
852 2999 475
5355 8471 504
7746 4809 441
7790 7568 391
6079 2380 373
6917 463 655
8709 8650 366
7306 5668 385
2464 4645 594
6139 2452 603
9681 2275 375
9074 1782 498
3497 4303 554
3759 9094 599
8572 3349 625
5105 9424 507
6348 460 171
4247 4095 707
1621 2037 883
8015 7701 440
4417 1284 153
4516 9478 61
9935 8175 355
1499 8751 807
2820 7638 670
7555 2501 518
9913 6629 308
4283 9762 618
7284 8042 300
8857 5857 515
7744 3962 376
1633 4092 486
774 5881 347
4539 8748 591
4270 8906 822
2801 5040 276
191 7317 417
870 6478 171
5492 2369 184
5229 4664 438
6360 2784 908
7165 2625 130
5765 7800 553
2388 3049 602
2195 1245 303
5258 9939 888
1559 3244 196
383 8685 533
9125 4923 386
7433 9747 645
3829 234 472
4787 372 244
3904 2010 395
6850 5748 219
4379 8431 118
413 7091 415
7567 3930 838
9717 9684 551
8083 2105 729
9086 278 155
9702 4344 227
6569 1261 178
7588 6952 396
6298 3065 658
8227 3732 308
2813 2057 689
318 3952 818
8781 4222 174
5962 5632 249
9971 6694 409
415 6736 385
3785 7983 360
7018 3502 452
4019 5101 787
1959 3105 637
1731 1661 678
7450 8300 662
2922 1390 548
1605 9221 425
4456 9832 169
9305 3621 366
8241 9623 374
3925 7023 177
3846 6240 697
9007 169 643
9286 9422 360
3257 9423 611
3757 275 775
9278 7777 208
5377 1237 663
882 7108 336
2899 4684 473
1761 2173 547
6075 3366 660
7746 6883 816
3198 7051 248
6856 7792 547
3027 7133 551
4815 3225 399
3373 3822 840
9746 9011 502
9596 3003 297
8435 9706 303
3278 7713 264
7483 8655 597
8950 4717 218
2116 1849 803
9402 3877 494
375 1829 75
7243 8121 131
5064 6793 72
1525 8272 345
4585 4552 127
5405 5752 440
4129 5131 618
5926 3875 608
4142 5523 149
6878 2577 579
5229 156 126
290 9064 813
5164 5593 445
3781 7280 476
3794 9535 470
7509 4169 423
7716 1104 259
8643 9132 399
7897 168 313
7404 8835 551
1072 9162 15
939 5201 604
645 6866 294
5428 4787 411
2389 2306 651
3717 3970 552
8814 359 528
3034 330 290
5952 3167 228
7610 9747 699
9055 1471 270
3916 6771 85
2575 2559 759
2256 6825 825
9079 9660 540
2012 6503 217
5174 2951 722
1704 5819 613
9817 3484 193
607 8558 530
5790 676 683
2528 957 178
1035 1914 378
1287 6988 110
1434 5250 424
3087 489 198
6721 7003 108
3612 5649 104
5915 5868 337
2474 1346 370
1881 838 176
7850 3407 472
3789 5906 369
9227 9959 588
9391 6186 678
8517 1533 710
6862 7398 330
2490 4249 482
5664 130 764
1237 7098 479
5380 4324 771
3939 8453 522
7680 3904 315
454 9947 594
6124 2928 298
1293 4357 727
118 5495 707
7765 3908 264
7754 3344 619
3867 7145 733
5882 8736 212
5030 2744 518
6134 7521 688
3345 1799 557
4003 4583 362
5249 5735 459
5259 9189 303
4188 2939 752
9445 4643 310
9238 5569 241
3923 6884 373
9927 394 342
2379 4044 746
4302 133 759
7388 4521 587
3630 3270 273
3257 8661 566
2366 9392 532
2534 5711 216
7543 2889 441
6646 2792 1021
8624 1906 530
8333 9164 291
1197 7778 206
159 6788 227
9700 435 738
3672 9627 280
829 2403 539
23 5131 413
8889 7411 129
6004 8871 904
7033 9261 573
7532 5751 297
5005 6418 320
1462 2548 863
9307 4461 346
1693 7931 656
2719 26 810
3448 268 617
4157 3607 758
7056 3857 663
4042 7080 725
9836 4871 958
5836 9859 541
6354 4725 129
3622 2358 410
9948 655 749
1620 3833 199
2758 6625 354
