100 500
8795 8394 414
7984 7571 526
5434 2532 328
2224 5009 793
5367 4793 263
2301 5732 196
1946 7290 583
2030 3498 464
34 4536 586
4596 645 633
2853 3908 61
3774 7210 506
8071 2086 537
7455 1293 463
6391 9917 349
1032 5186 532
4663 9016 512
9110 97 910
7901 1334 391
5107 9620 784
2479 7408 680
5352 4426 479
1050 3734 306
7924 1084 544
4622 2520 601
1730 7475 262
2780 1856 159
1037 7203 725
3942 8492 252
4848 6686 392
4761 5881 203
8224 5776 604
1249 7334 451
5874 9150 597
5020 7333 763
8771 7500 328
1093 475 669
1926 2144 271
562 9850 337
9580 5184 720
8722 7662 314
2660 7854 123
9519 3697 177
5058 9813 463
8542 9906 216
6499 9655 757
2139 1076 380
5432 3389 252
8410 1306 487
8891 9783 867
4991 4014 175
7283 6084 347
842 5561 447
8228 1404 822
1763 7809 366
6588 485 435
1823 9248 413
8339 1342 518
9298 9749 624
1156 7840 113
6008 4007 364
3847 8147 454
5083 9279 795
7888 9846 597
6937 3132 804
9629 1928 524
7146 3264 233
8013 7988 638
8825 2593 747
9392 588 461
6754 2333 328
7425 8578 202
1581 2116 350
9920 7231 553
1866 7428 863
5071 4226 139
7788 8919 513
2373 9223 620
4550 6614 667
9069 1488 655
9746 5050 614
9768 3244 216
4666 7781 603
1233 9843 465
6727 6977 316
6783 3481 301
9310 4208 434
2059 7244 415
2677 8332 221
4475 895 832
2112 5899 431
5121 9900 392
1170 7494 298
9124 2072 587
460 4545 359
3560 206 728
5948 9681 547
3451 614 414
7462 1036 663
458 4189 428
4365 7241 378
4023 3676 450
7802 6082 138
7272 479 325
766 8099 301
1374 2879 588
3998 6495 208
2779 1520 280
341 8255 38
3593 7154 844
2801 3505 142
7360 5101 585
3186 7163 270
5715 7001 416
4551 2525 625
7542 8917 157
6119 1565 566
2593 3921 574
4000 6217 770
752 4766 194
4316 8478 288
7645 4667 827
1325 6777 748
6187 8018 506
5032 6132 245
5172 4185 863
5990 2533 503
9286 9176 286
6048 1354 151
2529 600 719
231 6424 423
9517 6350 647
4341 8462 680
6623 4693 121
4679 3727 394
9460 5347 557
2205 3457 917
14 9882 450
234 2554 40
