100 500
8704 8970 451
3862 5027 350
2988 7071 399
699 9677 377
9514 712 581
9608 52 536
7941 782 535
1244 9708 492
2467 4876 676
168 780 529
6770 835 462
8515 7255 293
8595 4263 406
7885 976 551
7139 3226 112
4352 2195 442
8549 4567 127
7223 1537 212
1638 4274 556
7566 7504 547
4986 3527 454
3908 2927 229
661 5152 107
8987 3128 665
6380 9155 420
260 3151 566
6342 8775 614
6758 4937 384
9390 995 352
2265 6530 154
4222 2970 683
8725 9123 818
7537 2300 341
7012 5527 122
6574 4579 522
3031 1560 630
8106 6940 824
840 5119 798
8444 6179 215
8247 4825 159
1687 8507 411
4328 8029 233
3634 7438 342
9319 3025 641
8434 7936 601
5907 9008 851
7258 984 613
4483 4795 639
3285 1495 435
6674 9859 486
6074 9706 213
7772 532 407
2998 4964 521
5651 7794 333
7495 250 264
2619 9182 363
5109 3299 414
3564 8744 376
7090 9235 327
8121 1876 291
3523 4028 563
7236 782 780
5012 1719 786
5577 8297 615
3214 8604 549
4509 5641 422
4662 8633 461
2525 7660 581
9949 4529 100
5454 7444 421
4779 4426 705
6627 6241 511
4077 6543 375
4985 1167 731
5778 3106 41
3043 9301 176
3486 279 639
6435 8498 695
8350 2013 376
3148 7917 812
6969 4009 427
3558 1631 774
8994 2435 378
9291 8943 341
6964 1097 338
6387 8096 632
1875 9366 224
4337 5953 425
5909 5674 378
7120 8039 247
5132 6516 494
3693 8618 350
3147 128 281
3468 7850 915
8493 2968 1001
5767 5462 25
6977 9325 397
7093 2323 202
1760 2736 60
1266 5077 814
3834 7654 399
3173 5709 898
7020 7510 639
8014 9282 116
3184 1487 473
7321 8316 263
4355 1014 786
3286 7502 664
1143 6754 339
1704 5988 744
6075 7471 107
1451 9404 28
6796 4896 421
1728 4909 420
7633 2994 488
9986 7819 318
7000 9511 334
9880 4021 304
3373 7895 358
9655 2909 343
5734 6976 173
7577 89 494
4343 863 82
3943 1838 623
3969 5648 416
7826 44 299
3119 5629 278
9449 6268 875
526 1177 334
1177 4511 203
523 7515 616
2330 7524 681
3378 8562 804
7897 6751 179
2809 7552 201
9660 8543 360
880 3589 419
8632 1575 475
4452 2576 569
3413 4773 518
8224 7592 501
4818 1343 286
3221 619 295
3963 99 436
1796 1492 424
4610 8671 55
5359 3292 689
6195 8737 1087
1855 444 502
5488 4664 743
7996 1500 408
3208 5229 493
5089 8192 156
6804 5893 299
7120 6570 427
667 5344 518
4162 5485 177
3040 3735 205
2456 7003 371
3835 4252 490
4848 4797 472
9275 207 633
8090 5471 634
8945 6297 516
5915 785 284
7313 264 815
2286 6873 581
5493 3727 301
5066 2297 215
9621 2186 180
8867 6640 291
3883 9381 138
8477 3275 368
3117 933 235
6630 3304 337
1537 1478 129
4453 812 222
1686 8895 605
6283 631 649
5192 8551 401
1416 2506 713
8815 54 571
9379 660 807
134 797 542
2957 6107 495
2984 8177 819
2747 3219 414
7558 1224 85
6494 7027 314
2157 3124 424
6683 3694 552
955 1137 327
4506 2641 66
32 7142 632
9624 1577 166
5693 7392 146
4083 860 297
7447 9814 358
1520 3933 268
612 829 674
40 9948 347
5358 2787 565
9519 9269 664
4011 6013 875
6296 6168 384
5489 9332 431
6214 6444 475
469 7072 175
5437 6853 318
4214 5061 288
8430 6259 420
2454 8865 159
3471 6253 376
8680 4991 583
186 5644 361
2173 6578 487
1944 7531 302
9365 1463 311
3152 9728 105
3828 5801 401
2248 5669 462
5133 8462 289
2114 1954 353
5534 3903 221
8807 6101 619
8965 3590 315
2360 7771 386
2455 5832 279
4024 7487 391
7175 562 45
9483 5700 325
7140 1427 487
9584 2857 372
9242 2736 343
2585 3070 848
8537 4833 216
8740 3670 177
3295 7206 423
1976 5181 468
1109 784 163
1282 6426 73
726 9995 396
4197 3181 336
5827 4573 315
7021 9354 401
1487 6504 441
5055 4979 605
4284 4639 235
7836 3526 447
3727 6773 816
2949 2265 749
1606 1689 488
2287 1253 629
5247 4264 793
2787 6356 240
1400 421 97
9135 2126 499
416 9684 629
1659 2595 267
4258 5032 433
1950 2097 846
7889 3357 390
7077 8525 230
4348 1265 556
2051 8075 366
8039 1352 846
6692 5997 561
3041 5332 253
3603 4640 796
5948 6390 511
7349 3700 527
6811 6484 531
2178 3580 255
6168 3837 853
6175 6778 357
5222 4477 502
8876 3111 885
7834 2305 743
1636 8534 605
9922 39 217
6610 4313 724
1392 9654 471
6663 785 759
1338 266 831
5426 7286 154
3008 9127 824
7338 6171 698
5611 9516 553
9751 8131 322
3354 5927 444
1262 4928 413
6756 138 659
8039 4591 427
8795 6027 740
3125 8717 842
2418 6087 330
9383 3810 233
2094 6046 277
948 3432 423
6312 2726 587
7071 5672 140
1853 4409 197
1843 3816 766
3926 7947 813
8299 3632 174
226 9561 114
8560 6982 449
6051 2951 196
1573 4846 482
5330 1051 300
9916 7748 295
3490 5651 119
7911 5584 528
1697 8859 861
5369 4361 220
7937 2440 154
33 6142 321
3201 8228 628
9958 3479 541
6175 8257 641
7111 2753 971
4171 2023 369
9736 222 709
1326 7661 498
1421 6656 335
8712 7689 578
757 8555 306
3340 8668 707
4139 5037 446
3879 5860 112
5750 1816 596
4652 2135 242
4310 7854 584
363 4268 85
1333 2891 203
8877 4797 477
5644 3048 710
