100 500
3395 292 703
9920 8717 441
5372 7437 134
1854 1062 567
8724 4844 526
8284 6458 392
7960 9558 147
5526 5186 459
4877 3403 205
8104 9358 129
2358 5869 408
6531 7819 468
1435 6937 341
2586 6148 608
8149 9970 487
3716 7896 708
262 3636 841
6614 5634 258
1074 4820 385
3048 6150 180
9665 1333 371
2608 3977 594
891 4486 403
9164 2120 726
4242 3620 639
1479 6600 294
5841 4362 641
771 3628 388
7651 3358 551
9777 2153 708
9680 3493 725
49 9942 808
7129 3015 664
5577 4555 288
7836 4977 414
706 7501 490
6310 9666 398
1478 7202 313
505 6994 679
9322 4747 634
614 7153 482
1347 2808 301
7867 8471 659
6436 1871 574
8181 6213 553
4024 7861 1075
6058 425 383
7803 9540 612
3441 9732 403
4095 7629 697
4710 1153 332
1482 1020 696
7172 2960 883
4574 7677 293
6307 249 36
2424 3273 655
3754 123 439
6081 7974 251
8594 2518 286
9845 6775 677
5083 3869 105
4636 1142 323
4294 2440 257
7034 4087 393
8524 7481 179
1716 3234 382
8635 3198 491
607 5807 664
2511 5181 595
3484 5170 180
1782 2260 139
8443 5537 284
2383 4525 360
3511 978 366
3395 9708 838
7753 8478 382
9929 2390 303
5972 4223 428
1182 9358 493
4663 6058 339
6840 2731 543
9293 5475 55
5930 6252 24
7634 4793 80
7785 7470 406
9963 9568 637
6082 4758 479
1457 8465 74
5635 1320 744
5795 9030 294
1028 3549 650
3861 957 40
2291 6185 654
1532 9825 494
5544 6195 809
5883 2384 437
8927 1528 751
4211 1209 282
4132 1845 378
2354 1918 613
5667 8669 766
7838 1749 158
3427 9295 624
214 9063 599
615 2362 342
8093 7995 459
5911 8306 224
8952 4554 119
4492 6836 97
731 36 455
3032 2966 602
2420 8311 288
4495 2983 426
5872 8627 218
4828 4578 344
6897 6847 658
3247 4735 409
8596 3026 224
4030 5162 493
2089 997 455
7524 6535 473
8992 9787 959
4841 4296 801
693 5685 400
1133 1424 561
5721 517 360
743 4493 433
5180 5238 398
7476 7404 210
217 8656 569
1982 7115 689
5503 5229 380
8202 451 824
8255 8585 624
1966 6697 256
5934 5842 222
9584 1279 320
1982 4425 867
5575 2675 618
6463 3060 150
452 2184 554
9929 1195 346
3030 1461 782
2785 506 715
8865 9354 105
5515 847 352
2821 7370 335
2428 1024 320
7822 7036 431
5961 6140 534
85 1895 430
1982 9669 668
3174 3964 703
446 5102 630
2992 6909 557
8162 3444 324
5446 4444 671
991 8476 757
5905 128 710
5334 4771 162
9482 849 491
1970 2304 243
4572 751 854
9680 8746 859
4139 5641 353
4886 4224 499
7536 3220 139
245 7063 585
7185 691 336
2165 177 558
3953 327 87
9973 9399 658
4771 964 308
7875 677 689
1092 9561 762
1800 6926 307
6763 122 470
9230 1335 260
873 5262 238
81 5012 878
903 1319 511
5588 4792 279
4539 2185 375
1855 1724 284
2877 4020 397
8253 3182 519
699 4578 791
2581 5471 564
1894 6808 457
2500 9338 346
6369 652 419
6265 3132 365
774 1847 428
4467 8000 559
7110 900 612
9364 8013 841
2219 4953 156
2805 6759 317
3490 4660 437
4835 6367 376
5032 3089 355
5901 5732 628
7667 8482 415
7555 5914 768
5290 6407 959
5252 1660 566
7059 1517 898
1144 4185 189
3365 5612 610
2185 475 973
2864 1550 163
4840 5084 299
2855 7646 338
1843 6345 613
8658 3030 778
9065 3691 268
6119 4966 302
5775 139 793
9801 3330 275
6053 5091 486
9737 1305 788
3103 3148 641
9175 600 655
3685 2540 704
2564 5871 476
3015 5428 752
