100 500
1434 2116 462
1526 4944 104
4904 8342 157
2161 3501 363
3476 2068 402
6107 7107 636
8174 9475 1081
7202 9938 250
2970 226 635
250 1510 673
2230 8758 170
4197 8461 393
6165 4869 518
541 7760 603
2235 5204 194
1621 21 669
7320 3147 326
4966 2224 141
1489 7127 385
2078 4965 66
5547 8185 400
8424 3721 70
7660 5626 370
12 630 364
5852 262 397
8492 4434 329
5372 9042 282
2895 1537 141
3911 9788 377
9297 2498 799
4993 919 663
2520 8665 148
4066 3838 547
890 1908 476
965 2968 464
3225 2864 144
7505 1650 221
6586 5165 477
3628 2950 106
2147 9481 182
3212 6991 379
267 8584 418
6033 3163 580
6473 9944 174
2951 5770 826
8795 4296 186
3041 7667 475
2962 3460 426
1505 3852 682
1720 8822 182
3172 1297 243
1686 677 224
2947 4624 230
2194 6576 624
7574 693 731
2409 7138 406
7684 2676 337
5722 3718 339
2191 8547 35
14 5143 240
670 8809 810
9439 3711 369
6476 2401 399
3523 4333 300
2605 5243 536
3155 2129 526
6541 1194 328
9158 5840 362
5818 1352 492
8768 3393 593
8397 7529 440
531 6082 307
6558 2606 69
6152 8749 110
1153 6166 952
3892 8175 398
1328 9684 159
1887 4156 501
8437 1762 851
4842 7395 101
3358 7997 667
5876 6251 402
5543 5035 529
2091 1362 367
2739 7212 289
1107 1137 424
4741 7990 435
3571 1299 662
6948 9723 226
49 8102 478
2241 293 445
2629 9921 723
6329 4516 679
4078 4767 278
2631 5272 262
8514 5989 858
3269 4390 362
2240 8813 715
9425 683 286
6527 8517 203
7895 7634 80
9654 8989 272
1976 9577 403
6640 8925 947
9300 6689 572
3379 7893 335
3335 6008 664
7815 6016 329
6877 8245 480
783 9508 214
3517 5649 636
1849 3138 270
40 4089 447
8303 5817 450
1124 4830 72
4334 5372 690
8816 340 298
4361 793 588
9917 1001 760
9718 5569 670
4043 3097 150
3463 3730 382
5457 1278 464
9746 2334 353
9523 6882 872
1842 3040 339
2531 3691 561
2530 8923 845
4132 834 363
4741 1609 644
5664 5427 315
6981 833 265
2120 7694 50
7978 8389 411
5047 7696 400
3959 5442 377
7145 3774 561
9172 2602 222
5052 8919 466
4937 927 377
2153 3131 493
319 4684 279
3175 2849 693
9960 7307 280
3683 1053 263
5268 5700 687
2832 2249 58
2885 4952 729
6295 863 112
3342 1343 254
8559 3653 563
6785 2056 564
7427 2310 594
1010 8831 203
7581 5947 659
9758 9734 229
5431 77 582
770 8606 590
9278 7082 641
2265 2962 713
8135 7534 610
5014 968 106
6135 7899 250
2272 2431 450
8762 5614 642
126 3673 384
5619 3263 469
2081 3046 305
1925 3091 269
8229 9506 62
5391 7987 374
5592 822 200
4416 6363 158
5780 3695 325
3445 4397 720
3009 7933 681
8283 8023 638
8901 4419 167
2274 1173 606
3202 7388 601
3140 9680 414
7413 5111 198
9295 9494 52
4510 1221 194
8937 2739 663
727 4328 298
727 6320 331
1502 1495 561
9035 3634 576
5190 8832 514
8032 8199 374
6765 2667 211
2574 2018 304
7086 1200 329
9544 6640 535
8588 9036 412
6320 2353 463
4147 5616 870
8199 8657 201
6837 7137 502
1397 3916 601
7817 8476 157
6588 5672 17
9971 5623 756
5658 1514 462
808 42 533
9713 3925 762
2710 8640 426
5944 6148 209
9840 1840 205
2789 4781 821
876 5461 620
3486 5023 725
7429 1686 574
33 618 707
5175 7782 397
4535 9344 190
2610 7475 811
5016 8933 691
9451 675 147
447 259 397
7069 6513 410
4184 9779 346
1505 6480 582
5928 1345 523
4672 8717 476
2478 5548 777
530 2317 792
6924 7960 527
4003 6957 817
8578 5530 781
1091 9465 293
4874 3701 713
6941 6243 577
2634 2744 99
3270 9434 537
3003 339 553
5947 3539 284
119 7452 595
6372 6047 698
5149 1044 85
1116 3980 477
2945 1646 529
6297 9869 799
5958 6652 406
3178 889 346
2182 4269 415
6706 3408 799
4322 9999 269
9651 6956 607
2743 2921 678
2742 2098 312
3261 8689 781
1990 3380 300
2493 8362 397
5779 7643 637
5758 3247 557
7975 8703 649
1245 4272 647
8572 7204 438
7276 8102 358
4445 5810 92
2371 1151 424
9218 6693 322
7503 8870 871
2 246 458
1791 2744 439
8697 1404 148
7786 687 550
4784 279 581
9049 6915 266
4274 1159 207
162 8601 320
9863 7760 729
9225 4787 612
4964 6501 260
2890 5761 447
2311 1613 91
3264 1530 435
8307 767 920
6752 4661 188
7366 8543 593
3757 6063 686
6300 1543 325
6750 1084 480
8175 5799 243
4352 8801 30
3310 866 455
7403 3173 384
8626 6628 106
7961 9942 155
3130 7203 415
5703 1793 339
8816 8968 785
3323 3475 411
9735 6427 764
8136 7101 171
1323 8246 241
3164 7623 928
9789 6266 289
5059 4316 553
8417 9411 827
3118 1728 565
278 521 346
4901 8904 555
7149 9214 173
5199 6631 576
2769 902 174
8425 1586 98
6222 8100 249
1413 5958 312
4528 5902 345
9411 5851 649
4148 8928 500
9826 289 573
5194 4885 377
4606 9964 249
4297 7724 359
1692 927 413
4597 6593 178
6183 8098 279
2160 1382 361
4730 4929 516
8637 9507 529
2867 4859 525
7607 4281 805
7169 8487 560
183 2933 299
690 683 639
1861 516 524
972 3407 606
5402 1930 162
3371 6051 636
6006 1415 477
3330 603 815
4361 5865 336
8702 6521 344
7248 9784 518
7802 2237 413
9291 7022 191
7096 3250 465
1303 4266 574
1738 7838 715
7199 8780 484
8521 5412 578
9297 5845 373
5171 1051 333
7776 4895 272
3454 3782 511
6310 3136 606
4386 671 668
9001 9440 704
3544 2601 764
9224 1347 225
4838 4867 310
8369 1935 313
4469 6024 451
2553 2559 246
3862 6104 835
1340 8735 92
7868 6989 276
4580 3039 226
8040 2356 811
7934 7846 677
6139 4245 835
982 6877 325
1268 9983 487
6317 4813 524
2585 1893 81
6160 3775 801
3112 881 462
2062 7581 239
6905 967 528
141 7119 81
7071 1481 543
5854 4939 687
4822 6786 357
7979 9214 55
5495 2265 433
7060 1634 483
2862 4394 317
4863 4131 637
4377 7532 837
5296 3314 237
9425 1456 274
3442 8889 538
8689 5504 802
2822 1946 651
6472 2963 410
9065 9895 300
796 1271 79
4835 5618 542
4409 9166 118
4832 9904 600
7783 8244 447
7890 646 416
2638 2753 509
1129 3368 396
285 6425 709
3034 6062 422
4233 6476 404
1303 9274 816
8333 4126 402
1220 4805 263
7089 6637 650
4700 4238 455
4260 5887 351
9856 8669 504
1405 1041 852
4926 9189 355
5637 2816 22
6187 8276 301
5570 7316 697
7996 2207 434
93 1030 623
4622 4326 621
3859 5925 808
3600 2192 239
51 4820 415
6997 7141 509
7809 8049 458
1379 2069 412
289 7587 720
7090 1694 662
4980 2016 554
883 618 602
1185 7070 720
8894 3107 465
738 3242 212
1666 831 267
4272 6288 931
5157 4483 444
2214 5109 613
6675 2265 447
6281 24 619
5758 4090 477
8074 7137 571
2511 8363 418
1077 9602 553
6409 6057 330
7970 7293 358
6675 5507 431
715 1921 584
8614 1454 225
5163 281 158
2285 5788 141
6569 7443 634
271 5135 432
2552 3299 538
7401 8834 432
3323 3159 832
9276 7749 335
6649 1788 530
2464 4078 522
7742 8874 842
6487 2064 165
6167 3163 716
7572 6882 866
1436 2538 88
8336 2952 722
9171 6974 847
5092 2093 705
4417 1715 60
7228 3321 115
5014 981 419
8507 8338 695
493 7784 269
2439 3494 183
5924 4904 149
7572 3666 539
3778 4059 456
2082 6297 547
3574 6006 383
9531 5011 711
8545 4220 679
4315 7716 273
1194 9407 285
