100 500
2116 8623 562
6279 532 147
7856 2107 151
1958 9203 214
3533 3486 189
7833 4741 719
3397 8923 788
2928 755 507
3755 6356 248
27 8146 295
3328 9135 284
4951 1792 499
475 867 366
9714 4676 377
1935 3099 369
4194 403 290
8074 473 156
935 2282 752
2580 2893 276
7837 6113 522
6379 5670 423
7207 6128 222
4594 135 687
3236 4701 264
6492 3263 205
9199 6172 725
8750 4151 576
4316 9226 500
5018 383 648
3902 3305 264
3482 8096 598
3709 1556 544
4921 4644 381
191 7501 100
3890 8028 73
9967 6621 539
3699 3526 1049
2750 4645 267
3661 5986 511
9346 6505 103
5601 4897 321
9029 4351 197
9048 9698 425
9929 419 383
81 184 787
3724 3563 189
4632 7433 480
1471 9554 399
8430 1662 131
3407 8672 532
6043 9726 669
5293 6094 337
3252 8043 367
739 3266 431
381 6437 568
6123 2334 478
1334 5153 415
3038 6735 395
1203 9319 455
7154 1284 161
9503 878 578
1199 4136 109
4664 2670 693
42 9446 653
685 3449 836
8118 3080 505
9528 3411 712
9174 2780 251
7807 6265 877
2398 4540 320
9054 8522 250
3227 6740 211
27 6265 492
3475 1230 157
5584 629 592
2514 1440 691
7860 3713 566
1928 8876 198
2735 1970 574
4674 9772 144
1771 2792 287
2852 1299 588
2555 2026 898
432 6714 366
8291 2830 186
7607 3697 580
7704 834 320
438 7731 537
3451 3913 113
5313 9035 219
895 7827 750
6827 8755 321
7892 8755 280
3983 6980 757
7077 8657 558
6752 8849 664
7801 9605 717
6500 356 357
1631 3284 714
3423 6275 213
2467 1030 336
9972 171 769
8216 6762 779
7903 1667 183
676 3216 345
7054 7923 550
7396 3882 319
6678 1640 424
2637 7013 262
8620 9715 183
5670 5373 329
4916 3471 521
4978 7768 175
179 2961 613
1053 3602 422
5588 3520 549
984 1913 640
43 9200 676
8675 4298 336
867 5703 289
3867 7922 292
3626 1263 660
1804 6656 322
9255 793 803
3669 7876 581
6860 5691 223
9601 8128 443
9162 931 587
5897 9342 348
3892 3302 291
2944 5833 740
3174 3929 490
7746 3217 251
9481 2773 494
7516 349 165
8477 7735 683
8271 8455 260
8998 6427 825
1464 4605 505
7220 1485 445
2481 4081 491
7177 8434 566
8561 6339 320
9365 4458 234
5681 3258 249
4112 4978 676
5443 7286 537
5259 3189 771
6856 4740 285
5962 724 281
5089 791 672
8459 9712 502
5599 3809 778
6139 7063 595
8414 9712 509
8548 7248 695
145 5725 556
5682 8706 410
2065 5048 541
9517 4098 838
4658 3629 464
5428 101 522
916 687 488
3290 4124 285
1780 5604 190
4848 6869 495
2748 3307 811
2934 8347 526
7116 5425 577
5410 1882 389
5137 310 262
9130 5282 253
6036 4813 534
341 4453 449
9861 9858 255
4903 4519 720
3487 332 170
4620 755 405
1019 4262 717
4879 9151 295
6218 6079 475
6021 8966 478
9386 5307 774
7313 2854 292
732 9075 156
4737 5870 114
9386 3867 443
7504 1774 136
5032 4197 457
2579 4893 515
4055 7482 552
5764 3895 211
7814 6736 381
4650 5186 312
7350 5882 528
4337 3569 705
8313 6710 740
2535 7700 446
8369 6201 186
6906 9102 282
1628 7995 330
1324 7366 152
8215 5180 304
9140 3247 498
9378 1719 145
4493 3433 252
5554 257 878
3680 9720 774
6994 4683 314
1258 4344 398
6917 1948 759
4265 5230 588
8658 3153 630
9282 7028 661
5706 6189 262
2482 7334 494
536 3806 78
4701 8751 861
5338 193 438
1999 4716 695
8265 6492 528
4502 3819 248
3101 8182 756
3539 95 156
2865 4798 405
792 9782 702
6746 1409 580
5013 1756 147
4562 4295 419
5136 268 165
6836 3970 316
3955 7373 114
7776 8656 482
6124 9467 786
5201 4475 633
4183 3466 216
967 8685 284
7285 4069 555
3220 7177 430
516 2437 302
8327 7660 607
8572 5073 690
5422 9937 377
3181 9984 107
584 8318 342
6605 7421 471
2288 560 748
1146 6417 385
5568 3622 718
5884 769 466
8098 6419 901
588 5417 117
1457 7873 516
5838 1029 832
1402 2707 371
3466 9729 632
6719 2038 292
1154 2141 327
8327 4336 441
8478 8912 471
9006 5083 748
6333 1294 391
1995 3831 697
4063 3915 691
7453 6299 487
1036 5551 220
9071 1624 716
7321 528 495
5850 3159 748
1557 7252 274
2218 1375 173
6982 8938 662
3414 8136 213
1079 1741 559
8824 9557 178
7005 7830 252
992 3338 312
5477 9339 139
3521 9540 628
3254 975 399
2192 4291 293
2878 1263 546
2267 199 551
8143 8117 780
9711 9700 193
5370 1929 622
7427 8704 775
7219 7193 309
3192 4651 124
5287 2017 387
4208 2292 280
9847 1553 160
1983 5324 283
892 5504 496
1217 499 33
6479 9761 557
1142 5710 56
7376 3409 243
5909 5519 358
1527 1972 113
1571 3249 516
254 8998 537
1953 7473 248
6192 1497 390
2124 1479 660
3514 2685 770
3771 3362 322
590 5754 639
5038 7834 392
1259 2607 495
8333 4090 256
2368 9475 489
9800 9744 759
2885 2062 472
5263 764 275
386 3186 388
4013 640 464
2185 2318 515
4466 8377 374
3815 2942 241
6208 7330 421
5627 9979 414
7044 2569 769
2086 8434 479
404 3345 331
1042 8737 395
3787 9762 455
4565 9940 160
9507 3802 347
2002 1122 523
4566 8740 281
4309 8579 918
9381 2846 321
7249 199 742
1223 1064 121
3141 7431 535
4746 5121 476
3762 1790 566
7690 5848 189
6577 8094 356
5545 7619 110
3184 9333 656
3733 7749 427
9273 3240 167
1551 7627 623
715 6117 239
6367 1376 559
1048 5748 609
4222 8297 241
2299 1797 414
5713 5441 445
9228 460 574
562 9342 737
8602 8252 783
5191 5179 716
6347 736 343
9150 5883 241
69 2884 320
3632 5694 333
2476 5183 432
3321 3191 552
7652 6041 309
919 5052 253
8141 5141 641
9701 441 522
6938 5414 269
5882 2518 256
5874 6444 970
1861 829 105
1048 3404 838
6008 3747 642
4140 1511 120
9630 562 724
4395 3262 877
2608 3223 389
4797 5930 222
6415 8801 841
1971 7334 352
3853 112 576
8828 3554 65
553 5766 329
5321 2787 427
4637 7547 318
5583 2850 296
8376 6632 309
6254 737 195
6731 394 56
2248 6362 991
7308 2995 505
5976 9917 288
6218 7126 357
2199 8985 281
5927 522 446
2672 6133 640
6986 1500 160
6039 3892 311
3618 1360 230
6679 4607 172
5260 2263 655
7457 3636 67
5247 3711 250
4373 1978 479
458 2973 624
4692 4118 645
5968 669 588
4035 8539 74
4147 2586 482
7524 6426 320
3108 196 236
2559 95 202
8048 4951 395
3987 1667 570
2663 666 334
2626 7923 360
9281 84 532
1560 880 188
147 2285 220
2859 605 409
1611 3903 155
4724 7579 664
924 5111 648
2470 5071 254
7698 9995 23
1498 806 674
6543 409 213
7253 4592 175
1712 1240 593
2611 4376 738
8259 5237 149
8651 3892 280
1673 6563 492
4773 1821 305
8849 3984 463
8778 6812 483
7887 9854 796
743 8812 355
4966 3214 331
235 9016 279
9561 8085 160
6174 6104 137
4847 3428 33
7048 6559 760
1020 6011 75
935 5631 767
7601 5939 381
9524 9274 582
2502 4297 746
7447 7703 603
8281 6226 292
4515 2520 161
6080 5259 516
7684 7398 135
8473 4272 451
2766 8034 76
2357 8941 486
490 7204 637
8721 7539 362
3764 6093 433
9902 1051 468
1725 7503 600
6990 1249 645
6778 5845 482
1898 577 810
3548 6531 636
6803 8064 492
9051 9236 767
3323 3088 557
2986 8148 96
7360 5753 363
2534 6069 573
1046 3024 615
9626 6119 648
6915 9742 403
2212 6818 430
793 289 456
673 4136 244
1538 3803 649
6333 9788 419
4381 9881 552
6319 7536 919
7945 1723 506
3124 7620 384
4811 6111 117
2120 8523 474
8216 4654 576
4592 9262 804
4031 570 262
1733 7298 419
312 3945 202
468 1106 382
4235 1142 233
1594 2125 528
4945 7927 544
1914 9326 657
4160 4585 578
3215 8458 572
6308 6339 150
6078 7471 702
2450 4551 354
2346 7018 192
2326 7649 17
2326 3768 8
2326 8797 15
2326 3964 14
2326 3558 5
4195 7098 13
4195 5732 16
4195 4223 13
4195 8158 19
4195 6514 11
4596 9134 20
4596 9128 17
4596 8471 18
2891 4182 9
2891 7404 15
2891 6933 15
2891 3946 11
4873 5954 19
4873 4894 15
4873 7128 15
4873 4935 17
4873 6740 23
8779 9230 17
5151 7461 6
5151 7398 12
5151 8102 5
5151 9622 13
5151 7033 14
4362 8834 16
4362 5340 18
4362 7829 4
4362 4382 11
4362 8211 10
4362 7071 13
956 8816 15
956 3109 18
956 3541 13
956 3233 22
956 8728 13
7130 9287 10
7130 9803 11
4404 6333 11
4404 7160 17
4404 7249 10
4404 9086 15
4404 7360 8
3508 7644 12
3508 9908 12
3508 5748 12
3508 7957 5
6753 7958 17
6753 8212 15
6753 7140 21
3451 6914 13
3451 3715 18
3451 7984 9
3451 7161 13
3451 4467 14
3451 8805 12
5598 5800 5
5598 9166 12
5598 7939 13
5598 8716 16
4059 4832 23
4059 8570 19
4059 9965 19
245 9699 18
245 5651 15
245 5476 5
245 4836 11
245 2069 5
245 1331 5
245 5173 16
245 8689 20
2154 9017 12
2154 7936 13
2154 4922 12
2154 7201 10
2154 5338 16
2154 9225 20
48 676 8
48 8707 12
48 3452 10
48 2292 11
48 6309 9
48 3166 16
48 2099 10
48 8796 13
8830 8932 11
8830 8973 8
1248 4051 9
1248 7127 5
1248 7988 14
1248 2314 12
1248 8273 14
1248 2652 18
4353 7172 17
4353 5112 21
4353 5664 6
4353 4988 11
4353 5244 17
3805 8341 14
3805 5088 5
3805 5271 13
3805 8725 16
324 2068 18
324 7247 22
324 6977 3
324 791 15
324 1917 15
324 3596 17
324 1292 10
324 3656 19
2166 2440 15
2166 2353 20
2166 4610 11
2166 6880 19
2166 9033 15
2166 8571 17
2166 6668 12
2166 8081 15
3905 6095 5
3905 4094 6
3905 5118 15
3905 6815 19
3905 4199 5
3905 6996 11
7913 8590 15
7913 8939 14
2698 6270 13
2698 3929 12
2698 9588 21
2698 4914 19
2698 9286 21
6042 9124 16
