100 500
140 7217 137
4843 7809 399
772 6672 649
8940 1497 333
2549 6662 318
4564 1288 279
8406 1171 913
7801 2357 571
1857 1865 402
8071 1437 419
4398 7513 447
5950 4438 122
9217 7290 644
1579 2377 385
6672 9436 688
8539 3164 240
6653 3382 57
974 3777 443
6406 6266 208
5274 8955 444
2929 6190 318
6595 7687 501
3714 4396 672
6396 5571 204
2614 820 419
3361 3364 462
8333 9311 610
7802 3902 365
2953 5733 449
6279 9625 338
5169 1170 266
9142 8174 482
904 116 662
8303 7310 117
2734 9930 665
2618 2015 455
6120 9213 245
9703 6186 1005
9962 2451 818
1758 8928 732
3271 1471 147
2292 1604 756
782 94 391
1858 87 804
2179 4490 655
6064 3700 479
5660 5206 586
1874 6565 231
5322 6529 503
227 4409 507
6459 9197 611
6424 8932 714
4763 2479 548
5118 1077 534
4931 3228 405
5 8202 519
4699 2297 385
6159 5481 111
8743 8017 985
1920 922 210
8859 7985 195
4622 4520 439
3191 2848 713
7437 4866 292
5729 7664 217
9275 2189 378
6862 2051 290
1121 7977 348
4531 2591 282
9054 9462 400
5820 9059 645
4016 519 648
7708 6527 218
2353 6451 180
897 4273 168
3725 9756 205
8610 4699 220
628 1802 483
3899 8065 321
6668 9628 880
2082 2295 795
8169 5296 422
4346 5642 630
3273 8877 531
8234 2327 426
4691 406 505
1386 5060 104
7277 5446 679
1587 9630 545
1897 8836 60
256 5622 812
8593 5218 447
6673 9221 236
7020 572 155
3639 40 306
6552 5721 261
8687 4722 296
1017 3034 198
364 4290 246
8263 8598 638
6617 2955 302
9004 4355 588
4367 2634 24
9801 5954 412
8616 8050 316
4791 8872 219
24 9736 317
443 6697 720
5309 7463 579
3621 8948 274
3856 173 331
4669 2543 452
4895 2038 239
5577 5260 745
6328 193 457
210 9297 387
3148 5567 577
4 7515 308
8201 9805 136
9821 6817 226
4207 964 621
2042 4231 315
700 2485 417
7280 2362 330
9948 901 41
1310 156 525
1075 2332 505
2700 2322 479
4370 8277 622
7582 699 290
8470 7793 392
6348 7970 358
3360 6353 516
1837 7913 264
2510 8011 725
4730 3070 143
8975 6772 487
