100 500
402 3382 312
3968 6065 728
7707 2112 496
4617 6720 188
1056 5100 461
6278 8906 387
7317 3419 284
3154 9763 206
6702 1869 86
714 635 378
1710 1762 275
2735 6811 346
7058 7045 425
6084 9505 226
4189 2279 328
5771 943 510
5662 9740 302
7009 9721 610
8204 7978 302
2794 9261 324
3078 9072 200
8167 395 266
2491 7673 302
158 5545 460
9542 7224 224
6180 7605 37
8986 5267 281
4416 2397 238
2312 6852 287
1902 2853 216
5484 7674 462
3797 1146 399
3766 7158 614
7219 1970 267
5136 13 550
1231 4566 484
5438 5751 367
4961 4281 331
9776 1471 701
9827 9319 453
8695 6007 654
6924 4033 380
7627 7692 230
6430 9939 478
4545 4685 740
9145 29 576
8711 9294 541
7527 2477 418
6452 4746 186
4447 7940 758
1112 2031 683
2506 6550 286
4134 3819 260
831 3910 137
1642 658 249
3229 6689 112
3018 6505 852
722 645 404
4198 3505 401
6936 5095 531
4542 2433 111
1476 3253 710
1727 9003 232
5730 4531 465
101 6529 782
2471 1213 505
8560 1329 156
7763 9046 551
1500 8595 358
9309 3142 363
5605 8890 670
9831 8623 528
5396 6906 315
5620 5946 248
411 8909 91
1041 4953 670
1342 2517 409
4558 3070 724
7872 288 813
7601 7973 346
3169 6425 428
9187 8082 316
7754 6950 521
7128 5607 952
1897 6437 111
5101 3855 166
5328 4933 56
2478 7076 525
8191 4451 688
3022 4954 405
3360 4063 663
6259 1054 276
2932 817 716
4124 804 330
1105 8078 286
8777 626 237
4503 4316 439
8708 8609 435
7619 5837 289
568 5868 723
8626 5670 286
9723 3954 557
6955 8554 616
7382 5146 367
3005 404 713
100 2717 201
819 6359 574
3771 103 333
7176 4248 397
907 4633 604
8678 6037 344
5259 9533 620
6705 3968 344
4494 4324 439
6157 5063 410
193 4783 507
733 6268 658
5090 7688 299
4822 2472 223
9186 4179 376
9229 9286 477
6896 48 764
5645 7020 386
152 9173 678
1268 7411 899
3806 6298 637
9800 5417 785
5831 6506 491
9385 325 326
830 5542 483
5388 7375 531
6678 2473 144
3644 1768 411
6513 4818 201
592 5699 87
8998 9821 547
1337 2246 325
6222 6982 445
9266 2726 435
2507 6886 422
137 6313 662
9536 9938 794
8083 5367 305
2796 7468 680
5693 3626 127
9363 7433 346
7354 2393 159
9907 7350 580
4161 2772 562
2168 1105 243
8472 7518 532
7279 9809 271
9765 9853 495
3144 5383 389
2579 5651 370
8622 9068 644
8317 8158 424
5358 6400 599
3526 8154 213
220 5571 207
8133 5935 999
3004 5487 794
8328 9263 569
2837 8841 409
2036 1357 593
9947 508 356
8876 3578 524
6669 4993 322
3431 9813 531
376 6010 569
1817 5350 480
1430 6486 584
3509 6789 423
9238 3387 379
1295 9458 456
5310 9428 497
1746 8314 710
4915 74 938
7578 4104 133
8916 9614 500
5462 5215 425
6474 4338 322
8793 3143 195
5683 8576 701
9309 6059 501
938 1126 598
7762 2368 392
7612 7623 724
5509 6850 560
1010 6805 347
2660 2672 727
6233 4406 775
986 7501 319
833 8564 35
1605 9749 467
4530 3419 259
1316 1004 711
4109 6461 333
4148 9792 169
5037 9809 747
2204 5975 431
935 9966 167
4695 4899 552
7589 205 382
8101 4951 237
3362 7113 242
