100 500
5499 1599 218
2941 5251 397
970 554 296
4379 9722 563
685 6476 503
2525 2294 599
9212 4540 80
3514 3371 418
2287 876 639
1389 7414 306
8067 550 383
8707 7392 126
7513 4762 411
337 5042 181
3089 9431 597
8994 4941 680
7382 1935 800
192 8353 206
2490 924 388
4427 3175 297
7400 6953 361
1821 6612 203
7845 5335 265
6336 132 783
2564 7725 328
3898 6983 500
4627 8958 238
4375 8493 464
3720 1064 799
3535 3161 293
6848 2529 657
8102 4230 178
817 8295 751
8935 3307 388
5571 3363 927
2834 2971 363
6668 4655 534
5935 4513 146
6343 2271 475
998 8907 304
6348 4896 385
5890 976 692
3854 265 204
5821 3926 333
7681 5708 416
7088 4529 496
8237 1542 461
5112 9054 706
9837 4047 439
8713 5408 496
3762 1547 775
4731 430 181
2555 667 178
1296 8898 456
9290 2294 256
7805 1991 381
7190 3695 542
9319 7397 225
312 5140 367
1323 7993 810
848 4763 442
8875 5437 170
6306 3987 486
844 2495 579
8034 9557 241
4256 8149 105
7457 5339 678
8579 12 46
6006 9875 289
8910 1649 550
8521 6715 417
3640 2064 663
6762 9311 534
9461 3426 510
4451 7136 669
1419 1651 261
8252 6646 392
7088 4558 601
633 4284 362
3405 5020 192
3842 7661 460
3169 7651 462
3001 8100 370
7663 5359 187
7976 6573 814
3360 2849 714
9640 3352 843
4913 2754 328
2663 4374 559
6180 7114 594
7863 7599 738
5117 6115 310
598 2206 384
673 1231 342
2842 4078 497
6251 6684 338
8092 5772 672
687 1093 193
3873 8350 740
2804 8201 377
1275 6165 198
1050 915 290
9517 2316 228
21 8533 370
6690 6201 490
5647 4553 150
153 765 106
7020 751 595
9323 7693 748
1982 2165 497
8124 4586 185
5202 2568 545
6710 5889 682
13 6935 279
592 2817 764
1488 1867 40
5334 8891 374
9135 1204 294
1207 9156 86
9737 7897 784
5358 1736 619
8803 5511 245
8853 5823 802
2614 8176 296
9869 4596 299
6694 4345 205
5534 8248 560
6913 2245 589
489 6926 639
5532 1081 345
6095 7021 355
2949 1430 764
5912 8436 304
8986 7119 678
7592 8723 451
1368 9302 612
459 6523 181
1165 9313 472
8699 3779 408
3841 4920 468
4728 6887 301
5617 262 148
5135 2530 216
8859 1977 527
5808 744 695
3058 8255 419
7765 2359 675
6037 29 574
795 5023 390
3500 4740 266
3746 1220 546
394 4206 691
4096 1560 485
9871 2795 645
1691 3712 606
4067 6419 305
6952 9684 340
3034 2087 277
8566 8245 256
4064 4374 559
8989 3475 117
2629 3106 343
2186 8667 313
3135 2982 537
42 6635 234
4074 3789 75
4208 4468 579
4347 8304 429
2380 4218 498
7451 4072 723
4282 1518 360
6843 1234 482
1202 9877 384
9674 6120 960
4475 90 273
494 3464 444
9917 9475 330
6571 2104 274
4494 6058 395
1438 4537 654
9046 5512 940
4678 3254 660
6332 9025 643
1558 5065 477
9595 5361 843
5489 229 789
6879 2332 382
7816 4433 498
8562 3842 209
553 3037 448
284 7399 467
2853 202 524
3226 9424 398
2306 7721 516
5483 3744 550
8610 4529 494
5608 3288 738
4135 8292 492
8665 2045 214
3357 4612 159
7406 5198 445
1193 637 526
3883 9009 286
1422 2445 407
2851 8327 69
1834 9488 231
5726 4687 361
9690 8952 135
4112 1996 112
3025 5947 423
2092 1635 304
6828 4052 555
1275 963 230
2344 6292 687
3008 2054 830
904 6766 341
3604 2098 354
7403 7487 371
7459 5177 169
9932 6663 430
3504 1766 487
6151 5582 510
6454 5841 433
886 6918 319
4189 3912 603
2865 2633 684
1899 6045 618
6685 9527 340
7008 5381 567
5819 6368 400
3787 3076 276
3134 7392 293
1526 6889 235
4879 8985 438
2066 1164 579
2000 5570 376
9282 8151 368
1152 5736 423
344 2038 279
9006 885 327
2302 8223 565
9870 554 416
4268 2907 467
81 1276 600
4641 5900 465
3996 8428 175
5328 7130 686
2172 6854 352
371 3404 305
2192 2437 392
4568 4192 243
4359 3850 291
8696 1863 298
5939 5392 426
254 4945 364
2630 8908 710
9521 2500 495
9462 3789 697
1760 5895 456
1418 6401 727
8148 5414 655
1181 3476 283
8897 3354 622
331 5620 294
6758 8875 456
4410 7678 299
3067 5121 903
7880 8115 889
3337 3819 618
3508 9943 659
5117 2490 352
8851 4638 430
4990 4666 538
4779 3102 840
561 2549 929
9503 8709 543
4316 685 755
2186 9565 464
4039 8869 648
5185 7149 522
7744 9595 721
1179 7163 80
1069 9059 267
1631 4406 396
9231 5139 437
4349 4348 96
3981 3200 130
5338 5323 471
7866 6469 485
8426 4780 405
9019 7929 387
3489 3335 434
8614 2027 463
2900 9005 271
896 8085 467
2506 4992 305
4033 3685 215
8508 5102 877
9097 139 446
9508 8328 244
1630 3857 161
9028 5611 366
3409 4366 278
934 7628 316
835 9360 535
2408 6206 346
3642 5897 275
9541 2256 767
4277 2441 431
7614 5173 409
6879 6472 191
6518 912 796
6510 5026 220
2366 5607 570
5165 1874 624
3935 3147 367
2083 2963 352
8758 1844 715
3681 9692 518
9472 868 159
5405 8232 351
7075 9047 373
482 6616 689
7655 4759 708
5410 1621 442
6284 2289 125
8094 2802 854
9553 956 389
4180 1919 132
6563 5697 379
145 6850 151
8844 2228 674
9813 7602 42
424 9846 287
3647 9897 121
714 5404 589
8129 7789 238
4451 8611 649
758 8458 877
3370 6168 274
6432 6007 650
8457 878 32
8809 8010 162
1834 2990 434
6281 8397 693
5039 6426 488
5247 3884 696
5006 1412 413
1486 5430 508
1258 1485 435
5327 8324 530
6889 9809 507
2466 7692 264
4772 3224 371
6151 4495 254
5744 2583 432
502 553 321
3461 5663 649
4915 1647 243
5005 1196 759
44 45 551
7622 1643 816
3929 2628 821
9407 1767 288
8058 7017 1061
3253 9738 520
5341 6494 579
5899 4159 506
4187 671 704
7383 6690 685
5166 9479 426
5625 2020 177
32 5438 657
7684 4947 623
7085 2689 373
6143 3481 466
2734 3765 536
5124 3015 376
2745 4531 634
4783 804 437
1548 4388 698
6894 3241 118
882 2793 312
7401 1421 441
3464 1136 761
8111 4983 450
616 3736 513
3355 648 368
5526 1039 396
5596 2611 580
81 1739 463
6092 9167 269
1857 1216 815
2183 4602 674
2099 3318 264
1758 9999 269
4058 8652 397
3241 1292 316
1445 642 841
2714 4910 663
1778 825 531
6245 8746 558
914 9600 576
9395 6440 578
6992 4991 575
5404 7073 155
3082 1496 588
2592 4939 357
9065 1127 644
9542 7516 564
4445 1300 204
7516 8503 471
6305 757 105
6148 7750 197
7751 8862 294
9012 5881 464
6039 5257 458
4628 6953 205
1210 375 674
9746 8202 150
5366 5150 605
1627 8448 729
2998 571 369
9740 2063 99
1699 5634 388
9580 6144 702
3286 3448 690
1000 9591 750
4205 7148 857
7342 8308 518
2362 6354 487
541 8401 575
7964 5169 408
1707 9174 553
1896 1453 910
3728 7262 348
2955 1707 483
2063 5953 196
2278 8155 139
4369 3977 508
3789 301 244
6474 7075 29
3749 3826 273
3019 4306 462
7326 361 633
8966 9688 569
3067 9507 476
8089 1031 537
1029 6148 123
6557 2925 247
7601 285 356
6540 6908 164
8344 8603 439
9214 623 402
3110 9935 378
952 6899 374
236 7426 634
326 337 318
7604 3345 550
995 4930 346
58 9961 304
4618 3126 786
5820 9060 270
509 3201 624
5208 7067 670
2479 9162 337
3704 9019 786
2422 2049 240
3974 1636 780
9024 7084 345
1571 9976 814
335 8159 523
3755 661 245
8496 1359 55
4007 5843 211
6290 4065 496
2156 7260 381
7191 7977 343
2672 4053 276
7530 4233 751
1120 9 295
9747 1176 603
5380 2169 608
3225 9354 261
158 8601 241
2790 8081 681
4930 3125 542
6241 8685 807
3787 1089 580
6396 4146 332
6933 2686 506
8211 5441 414
6299 1755 591
9770 5323 694
2160 7301 238
9556 3280 706
3662 5655 603
4456 9043 509
7825 4034 678
8397 4335 351
1555 3460 19
1555 4353 12
1555 5236 9
1555 7699 23
1555 3583 6
1555 2968 12
394 9113 15
394 9148 17
394 2811 5
394 2024 8
394 7128 13
394 2643 13
394 7743 14
394 9536 18
5446 7472 8
5446 7507 8
1425 7926 16
1425 6661 18
1425 4331 9
1425 2141 15
1425 3928 14
1425 7292 8
1425 5038 10
1425 9867 13
3540 8414 13
3540 3689 21
3540 5527 10
3540 9071 18
3540 7117 18
3540 7709 21
3540 5178 13
3540 6100 21
7383 8033 17
7383 9885 5
7383 9187 16
7383 9670 10
8405 9933 7
6952 8939 7
6952 7142 11
6952 8461 13
1554 2639 11
1554 7592 14
1554 7468 12
1554 5954 18
1554 7598 15
1554 7716 15
1554 9037 14
2966 5118 7
2966 4093 14
2966 5142 9
2966 6937 15
2966 6906 15
7923 8169 12
7923 9264 16
5838 6564 20
5838 6590 15
5838 8274 10
5838 8753 13
206 5241 13
206 4372 12
206 4447 11
206 3683 7
206 1129 7
206 1236 21
206 748 15
206 4885 20
5684 6241 15
5684 8901 17
5684 8146 17
7685 9909 14
7685 9506 10
7685 8740 18
5470 5964 13
5470 9489 8
5470 8941 16
5470 6167 11
5470 6639 18
4940 5732 9
4940 6633 12
4940 8962 7
8877 9628 9
8877 9420 19
9530 9748 11
9530 9545 14
8865 9796 12
1403 4827 18
1403 2136 4
1403 4205 14
1403 1622 20
1403 4023 7
1403 8968 16
6724 7524 19
6724 7452 5
6724 7897 6
8792 8913 13
8792 9964 7
3255 6232 18
3255 4530 26
3255 9674 14
3255 5641 12
3255 6108 12
4889 7848 9
4889 8512 6
3555 9214 9
3555 5429 17
3555 5753 14
3555 7960 21
3555 4550 19
3555 7835 17
3555 5033 9
190 3675 17
190 8431 21
190 6242 5
190 1897 11
190 1126 8
190 375 16
190 3231 15
190 1231 18
7885 8866 16
7885 9669 14
8343 9648 11
5576 8058 19
5576 8712 10
5576 7124 11
5576 5775 5
5576 5800 6
2850 8506 19
2850 4522 6
2850 3482 19
2850 5769 15
2850 4639 10
84 842 5
84 6828 10
84 7637 13
84 2222 20
84 7244 15
84 1852 15
84 8762 17
84 2003 10
4402 7861 6
4402 7762 9
4402 8115 16
4402 7182 11
4402 6810 13
2027 4163 5
2027 2315 18
2027 5973 18
2027 5990 14
2027 5331 15
3575 4267 18
3575 6664 15
3575 4273 11
3575 6800 3
3575 6814 16
2658 8574 14
2658 9246 16
2658 6774 7
3525 7789 19
3525 4972 21
3525 7873 13
3525 9602 16
3525 6465 20
1550 2482 12
1550 6698 10
1550 5415 14
1550 4766 8
1550 2142 5
1550 4641 10
