100 500
3841 1476 688
3373 8792 741
5841 6583 334
778 2168 328
7815 4888 834
3604 2299 241
8690 7044 238
6923 1268 463
3685 1566 268
5923 8710 449
3386 3234 249
4466 2181 508
7919 1475 593
2680 264 660
8051 8740 509
7628 1893 161
217 7353 519
7037 6058 175
3936 7815 182
4578 8104 535
2704 4534 225
403 7746 751
7930 7326 169
9014 1615 344
5244 4937 546
326 8630 695
4524 1144 469
811 8795 195
2620 9843 891
9059 671 606
8583 3039 491
8916 8800 701
392 5954 322
1210 681 667
3769 5789 697
8785 2825 596
6675 9188 407
571 4606 449
2866 9585 326
6221 8110 473
875 2899 113
3092 5399 652
4044 3903 376
4194 6664 365
3746 3254 708
3687 8681 356
2645 8956 192
7482 3038 503
4910 8692 240
3719 8679 558
833 2504 643
7857 7509 719
8044 8428 291
2115 910 181
4366 4688 647
5372 5241 800
7588 8464 67
6992 7984 173
8719 1186 272
1000 8817 396
792 1039 896
7498 3438 494
9995 4980 634
2828 4905 466
25 2899 717
9937 858 545
1755 7794 720
8367 9799 605
2574 6834 798
7061 6940 575
1523 2433 693
2181 5463 312
897 9173 469
9799 9616 450
6712 799 260
8433 3856 253
1838 5931 456
3646 1834 629
7264 6474 468
3091 7289 69
9373 3028 560
8147 1128 696
7174 2867 398
7279 9749 753
9701 4340 239
6689 7576 203
6773 8871 150
9391 4022 21
4396 9190 475
9990 7460 574
9989 4775 872
1317 1828 581
7059 4963 490
14 4323 803
1438 3105 292
1612 7163 782
6134 6111 200
8292 3308 235
5330 5571 590
9409 5032 409
6264 6099 631
8960 9389 613
1322 8352 510
3412 5718 43
7542 3402 504
3179 7532 556
8178 848 135
5712 5237 499
5811 2078 212
5912 3601 313
5183 3876 124
765 7669 647
9987 9057 287
7330 5318 436
980 6739 401
6702 3596 234
9190 2014 757
2986 512 350
366 6398 302
2583 4261 667
6152 2114 758
8145 4330 722
2962 209 266
5919 8773 309
2287 1831 405
2375 3822 813
5707 3140 276
1492 2047 309
8549 5174 478
3717 5881 456
8265 6771 758
9478 7456 531
8785 2464 372
7968 9152 273
5214 551 186
3413 1366 744
2665 7910 566
2049 1979 94
8119 7968 297
753 406 393
6152 9480 805
4228 1859 106
2620 2072 148
258 7521 605
7246 3975 405
3402 5512 57
746 9232 312
9320 9532 441
8048 7288 566
5036 9614 476
4192 4801 805
7333 3209 772
2711 9382 234
5189 830 272
3702 5942 217
1236 9854 510
1774 1816 532
8066 4394 780
3889 8324 466
8267 7487 640
2300 8021 379
9351 3046 341
7254 8671 273
8930 1654 675
2312 3966 483
1269 2856 468
8767 8602 566
6065 1478 311
4336 1254 187
8660 8038 734
3548 9896 410
4245 5322 644
8065 2311 238
6068 1954 443
635 4335 776
5793 9287 388
8709 5145 663
8686 5963 537
168 7616 492
3969 2480 491
1583 1590 498
5336 6702 78
6544 7754 484
8181 7232 660
5360 6841 287
5271 5261 137
3090 5868 743
6935 1155 838
8179 3004 165
9461 5166 130
3691 1606 279
806 2400 789
6751 9492 511
4715 3272 240
7108 5037 246
2104 5043 241
6627 3793 590
1746 9524 239
1547 6279 191
6756 6907 612
9472 8379 376
2168 2562 661
4247 9104 158
69 8778 584
8460 5882 417
297 8503 555
7489 1103 672
904 592 700
595 1971 295
3864 4055 596
7008 5969 488
9099 9988 614
9762 7197 929
5864 7661 260
3476 2620 536
4568 2948 329
1000 3089 618
1863 1599 715
8545 1932 647
378 3357 495
4167 675 293
1860 1656 815
1778 9116 206
2248 8725 481
1088 2465 135
2780 4448 198
8434 8231 248
788 4548 559
5428 6652 358
2209 8904 488
9273 3129 94
8205 6625 560
2570 68 881
8224 1115 241
8352 4954 504
4472 2519 791
5629 2685 637
527 3759 633
1801 9128 338
2484 9241 712
1593 1617 401
3690 6379 208
9848 4478 538
927 1629 627
1131 9488 584
533 6756 285
8969 8738 368
3381 1540 404
5158 7957 469
2655 3511 311
2912 3480 411
2382 4893 574
6165 9262 625
5005 4318 128
8390 3841 415
3560 9983 762
5458 7250 767
2714 1659 606
8080 9993 363
3288 5563 317
9481 173 40
2319 8450 631
5264 2052 553
6342 6774 307
10 8998 627
285 9274 894
8830 9020 117
519 1347 600
8282 1876 709
5665 3024 85
5718 5577 825
9359 7528 681
9179 2073 300
5539 7260 334
2066 8827 606
2823 7899 216
5353 1495 480
6349 6969 826
3547 9044 214
3743 9909 832
4394 381 327
5535 3224 164
5753 6055 618
923 4035 862
7931 2940 618
7059 1 663
8518 2770 278
7530 7697 500
4843 3069 441
4957 6909 514
8249 4133 392
4808 9954 177
5628 7509 526
6923 9175 382
6553 666 130
5437 947 404
7399 972 717
523 3152 471
3379 1446 505
3539 7663 166
739 6950 701
7664 9257 196
9720 5194 653
3306 4563 196
4616 7824 280
2865 8749 143
2632 9171 699
729 6494 602
6094 9904 499
9399 3112 387
1693 6699 572
512 2666 178
7222 3664 313
6045 5021 916
7204 3708 355
5760 4154 310
7725 1369 101
3875 9271 347
4675 4790 450
3887 9291 616
2615 3104 485
4392 1599 420
2275 5121 373
8093 4721 447
1378 3845 400
7834 3071 233
544 4698 348
5737 4118 466
4714 8135 348
9139 8270 604
8195 1251 239
2425 2272 189
8972 2652 417
1544 3648 453
3794 1783 709
9291 6409 211
4888 3684 763
8009 3515 670
8805 2454 362
4589 183 807
6299 2423 417
9607 6843 529
3473 1696 505
962 8187 593
9831 6453 437
6458 4379 483
4057 5235 302
6651 3029 561
4239 4547 379
3029 8033 176
6331 2321 184
4443 7571 439
6005 8804 110
1086 1162 110
1258 5675 598
7698 7558 48
4450 7305 386
753 7923 266
9001 8067 498
2463 5185 503
873 8921 325
5916 4930 317
508 8919 799
4311 4747 138
3467 7341 290
9132 9798 695
6014 9927 492
3721 8371 549
8731 1159 107
9533 6342 420
3187 7231 608
252 7637 444
888 1005 575
1913 9890 219
5425 728 516
1427 6298 480
6001 7343 268
7580 6509 179
6262 8243 62
7608 6081 586
1936 6740 322
2231 7950 575
6668 5952 276
6321 1751 247
7112 2207 636
8093 299 406
5790 8345 489
4288 6679 553
5703 2553 376
2921 1128 213
3281 700 402
3778 9282 635
4395 7710 626
2143 7009 283
5953 9751 355
3091 7890 354
2844 5322 124
2192 5864 524
7627 4866 214
7615 1091 641
