100 500
794 8582 568
804 9735 285
5592 6075 773
5425 2366 401
3515 2427 148
9182 9831 196
1512 4412 590
579 929 501
809 1835 496
2250 4086 382
5345 3852 572
6602 997 218
9327 5716 505
947 6281 198
5128 5336 520
925 5922 777
3918 8082 336
5657 9510 274
509 7435 491
8229 376 262
9862 3763 497
207 1374 447
8175 7138 722
8655 5336 407
8973 7258 239
9423 670 567
1110 6025 559
1667 437 314
8093 8966 354
3071 3221 401
4302 348 497
9143 8221 797
8430 1153 475
4083 5291 332
8588 8664 734
5667 4802 602
2427 2226 345
6176 6954 631
5716 1183 278
2291 1041 378
4793 8066 364
1711 5903 784
443 9731 792
2693 8536 369
8697 2116 242
1758 9352 451
2464 7253 705
3925 7247 289
8406 4360 927
8890 3346 812
3025 4558 449
8148 1804 257
3136 676 639
5111 8853 489
8212 3754 411
9894 3005 111
1820 1606 319
5261 2263 635
7689 7954 283
7151 6386 581
6422 8909 541
2090 8886 403
2515 2367 426
2485 7273 399
6728 1376 767
620 6105 231
2286 5120 630
4261 5422 578
2149 9372 51
627 361 390
9478 522 466
3366 1298 786
8480 8627 57
9913 6169 626
2933 7065 467
8907 9355 227
2326 7350 915
4594 4841 123
9717 3431 218
2115 2797 643
1159 9087 679
5254 3445 134
559 5868 219
5220 2708 210
1592 5847 97
3069 1071 534
2721 2788 630
2369 1201 533
7767 8635 609
3722 701 578
5700 2630 401
56 4378 438
6332 1002 619
5572 2401 132
4434 4039 365
5199 5593 462
3126 6805 629
5391 37 521
2673 611 715
2746 4266 57
6458 2167 247
5337 9180 658
1307 7706 554
6733 9075 582
6341 456 735
9776 8393 586
9438 6184 546
2772 5770 851
7187 4696 189
8171 7973 345
8735 9722 63
3566 8213 234
6528 8957 366
8250 9201 306
9568 7348 419
3467 2379 542
9516 8804 291
7911 823 991
2863 4644 460
9898 5556 623
5100 6026 888
302 890 808
2211 9426 351
3012 5750 749
4122 7536 681
3723 2857 562
7258 3641 355
7422 138 323
2599 5672 564
9340 8519 146
3021 9159 450
898 2537 417
4316 8809 455
9712 3531 863
9806 5963 804
5439 1258 393
1989 2093 366
2149 552 363
1519 1513 535
6302 1993 654
9049 6377 702
1202 6308 944
19 8624 355
2798 8970 317
4297 8490 863
7489 7318 533
7650 4740 605
6207 8318 302
3549 2271 242
8201 9707 583
8234 3640 612
966 6576 80
5734 3115 547
7128 3605 593
4628 9783 550
5599 30 598
2512 6801 533
2690 8883 456
5426 5488 354
7853 6075 762
3979 5343 464
9745 7981 424
83 2304 633
6299 9984 186
4575 4500 420
9692 9162 380
4492 7010 643
5738 226 102
6477 9218 531
3832 7457 373
5353 9431 185
7487 4218 912
2584 177 151
3101 4362 261
5666 955 817
437 5997 111
2650 182 497
3978 2733 636
2486 277 655
9069 7062 846
1129 5113 119
2576 5621 547
2123 4666 585
2200 8600 388
3884 2384 426
6058 5590 197
8167 3545 566
9808 751 223
75 2909 683
5114 2093 160
216 5551 311
8090 2866 589
5734 2068 604
1951 4572 139
8697 1021 80
7986 6178 803
2486 562 347
1799 4610 313
5228 351 233
9562 5465 188
2735 1972 869
1055 902 557
1870 863 488
1654 1945 798
124 3120 436
4038 341 250
8671 2128 498
3207 757 197
548 5159 573
1682 9245 803
2532 9668 528
5423 5018 192
231 3574 755
5980 1811 487
3926 5543 532
7276 6661 654
3867 8331 779
7564 5737 668
5546 5570 586
7682 2023 197
8690 8072 407
8716 3713 328
200 1923 754
823 748 323
3434 2505 378
6345 2318 158
2173 1768 380
7337 8756 852
1695 9669 186
568 5621 429
1564 7844 391
8634 5432 285
2528 2550 572
1169 4426 599
4472 5204 823
6449 9514 865
3276 5165 242
3228 9829 513
3441 403 166
6929 3227 655
2908 3275 253
5546 1433 731
1395 9235 429
190 3090 659
8904 7110 639
5063 469 286
1306 50 38
5901 3834 758
2600 3422 700
4613 7073 332
8626 7414 430
6587 1903 500
8932 6167 198
1732 8725 295
6570 8661 211
1952 5830 373
8288 3850 476
3616 9684 753
3085 158 423
9126 8342 170
7268 542 712
8811 8574 180
592 1064 278
8761 3192 515
4486 9726 723
6617 3113 184
7140 9557 94
5016 6072 300
2076 3100 428
4797 4999 331
1761 3102 740
829 50 450
6952 4445 318
6086 6390 464
4603 5212 88
4732 8223 226
2106 9895 167
3150 2698 652
959 8263 381
2243 1797 217
7989 5212 419
4910 1481 328
4769 6278 737
7554 6846 661
5730 8703 401
1845 3844 903
8157 9026 586
246 5110 440
9824 6332 66
1500 4427 373
7896 6232 169
9003 3 369
2479 2153 647
9053 3438 721
416 1296 852
1587 8405 231
6509 2850 554
9886 7630 518
5480 3792 474
828 1211 858
8848 2673 639
5055 7005 296
8052 5301 792
8467 7876 269
7985 6319 747
8655 2233 330
8903 7658 472
8588 1382 497
9811 7642 540
1172 227 548
8938 2760 863
4984 1799 624
5610 1223 404
9430 1090 593
1367 258 154
2301 215 857
9284 3708 299
3573 7336 243
5361 8392 483
1564 9698 823
4712 219 598
1932 9967 101
