100 500
5811 4252 195
2221 3559 510
6523 5318 460
2881 950 557
260 4537 323
2079 507 284
3242 8763 163
7795 1915 258
82 3246 820
3599 4107 701
4887 6412 195
9749 7929 725
3929 6793 706
8298 8032 359
5813 6571 576
5720 1625 192
823 7942 149
1536 3698 507
3260 769 488
4648 9872 475
1659 6728 628
379 4901 555
1843 8174 274
3169 1925 501
1420 6768 523
2385 2659 128
9532 2134 142
589 3461 390
5279 5239 866
7846 1092 519
1810 3566 554
9069 2633 693
7860 6957 106
6332 7472 232
7727 7332 529
7345 5738 490
412 4076 316
639 2256 443
2251 3808 506
533 23 537
576 2918 398
2683 6460 235
1404 3272 390
9922 3035 571
8511 4120 494
4128 6673 467
7686 9549 313
9306 5547 286
6507 1990 617
3019 586 647
9323 6716 140
6324 6087 348
793 3315 377
8343 9396 599
7124 8877 442
9419 4052 333
8147 8454 421
513 5904 435
8078 6787 63
8939 2941 649
907 9419 431
9614 4945 420
8969 8921 311
6844 1828 624
911 6216 642
2414 6586 514
2932 5090 632
9026 3725 545
8405 7369 339
3121 1881 406
2598 8893 688
2286 7098 392
7347 9151 400
3002 1778 263
2290 8293 601
4719 3197 726
7713 4334 158
4494 6682 269
3255 1339 379
4862 518 425
7555 7276 227
3457 6839 657
8718 2483 753
565 3475 224
6204 38 292
5357 5155 75
5283 3995 308
8605 8983 646
3146 1607 295
761 5436 252
9900 5480 719
4985 3965 496
9814 9479 420
647 9421 396
818 5509 250
6292 4725 298
9137 6101 123
1565 4207 548
8584 8482 179
7683 1140 640
4872 9392 249
2647 156 262
3387 1252 438
5491 6533 422
9211 6252 409
1969 5464 598
8084 3306 354
9429 7899 343
2785 6429 584
3672 9956 867
8290 9964 160
4681 7428 389
6065 2598 232
7987 1001 418
1080 2022 674
8494 2305 757
1414 1141 430
8813 4801 419
8746 4304 404
7686 7957 632
6908 6007 631
3421 4992 81
9313 2851 343
9243 2099 462
9280 9268 588
8407 7570 312
9232 9440 726
1350 1650 159
2039 5690 408
9003 9471 315
7712 7497 301
1776 9127 266
4991 589 228
280 3737 1003
1245 7967 796
1694 8153 161
326 1468 201
9498 9640 954
671 5093 383
8091 9951 269
4361 6498 292
3873 9946 271
5938 1576 75
1596 4329 911
7266 6951 104
3801 4978 164
4449 1929 180
457 5792 229
8871 738 524
9529 116 701
5057 7575 642
4622 1735 801
5395 4120 549
1375 6066 466
9213 9466 425
2369 3575 362
2316 6243 780
3521 4607 528
4171 1469 593
8936 1437 523
8420 2737 743
2767 9221 806
1019 3225 690
1365 9890 164
315 894 567
6 1724 377
4822 980 91
3459 217 607
5100 1187 277
2636 666 664
653 5005 553
593 9322 696
7600 466 483
3929 1771 574
1935 2865 382
3208 6707 674
1955 2328 493
2281 2974 419
5553 3646 582
2864 2220 392
893 9222 630
3944 5715 114
203 3755 656
2284 1655 504
4942 1272 343
8673 1948 152
6278 9266 282
1270 3878 661
9732 1551 445
2002 8019 390
4416 5210 286
4727 6371 435
7538 3360 566
5697 9443 270
7006 4913 131
8015 4251 646
488 8311 248
6318 7043 451
2067 8603 341
8698 3361 883
6227 7372 586
5309 2505 343
2990 2931 245
2736 9075 396
4482 4738 283
7094 8899 218
6300 8173 777
1622 191 418
1533 3672 729
5986 4892 430
8585 4002 309
9143 9073 578
2313 5462 309
6116 4380 605
417 1167 587
7742 6644 588
4891 9403 588
5502 7881 361
2335 8238 637
3308 6817 431
9328 403 203
2068 1980 480
8576 43 712
2171 6462 686
3715 8158 206
7706 8652 113
2160 6849 101
7726 4473 570
8663 194 689
5206 5432 204
1361 9300 779
8429 2604 187
8703 3931 294
6838 1038 484
8521 146 556
4208 4201 175
549 2628 578
6181 5478 230
2671 8353 574
8292 2738 737
2863 5998 738
1391 5023 136
9199 5469 950
5848 4215 104
5663 1054 722
9647 3377 450
354 8076 594
5981 5410 443
2007 9171 500
2800 6880 633
9318 7008 698
1081 6219 197
5989 7263 335
1697 8660 495
5616 6341 615
1399 8479 722
2339 9142 260
9854 7891 276
4611 2054 663
2106 274 298
3109 1753 203
3 9815 727
9830 5985 528
1577 8189 287
1508 4378 307
5070 826 170
7738 2503 243
7046 3727 604
9766 5095 443
8740 1734 469
1437 6491 540
6565 128 235
5633 6419 599
4371 244 608
4826 6477 64
6870 7935 424
4583 6874 614
4102 765 318
9211 2032 738
8954 719 567
6410 376 336
7898 4148 641
2880 4944 488
4228 8998 489
6391 2968 305
733 7828 640
9459 3650 368
4309 5092 519
70 8680 404
1688 1248 675
1510 8558 427
5535 6093 308
1784 9637 536
6858 7347 327
8021 2164 345
8067 4431 297
8893 5965 611
4932 8125 291
7261 9160 833
7123 3652 243
2128 4208 395
7833 7939 323
7859 2142 537
3031 4281 458
7174 1071 708
5529 8684 405
9629 1064 55
4777 7766 459
7053 7987 472
5113 5075 493
152 9532 226
5858 5397 643
1849 790 283
3522 9110 249
6302 6997 287
9115 8430 374
7558 6948 418
2721 5417 372
5442 5752 647
6050 8968 485
6823 1579 529
7653 2805 845
8995 8782 249
571 6048 719
3122 2036 84
7475 9626 513
1569 3334 717
5023 3418 254
4124 4897 605
8881 6779 430
1894 4348 856
1561 9452 146
7648 4283 260
1221 9442 320
35 7271 481
8410 3211 653
5202 2415 354
2368 4197 748
7550 9291 724
6598 672 105
1327 4073 334
6650 9248 919
3759 1673 421
9019 7884 484
2922 7900 147
1015 1168 539
8600 2576 504
621 6248 548
6859 8194 593
5690 6895 377
1818 452 538
6458 7020 371
9220 8826 234
7570 6770 194
8117 4168 169
3794 5796 472
4593 444 185
5045 8353 419
8469 4064 115
2589 1391 245
8316 3604 635
2559 6916 506
6180 9532 210
9516 3040 256
7727 1558 651
6287 9545 708
2010 2745 362
2917 1230 66
7923 487 242
4352 2392 133
4655 8146 817
8188 5601 343
4942 3233 520
3954 3411 735
3649 6543 525
4802 1965 393
147 7362 856
8881 6327 398
3246 8397 245
9367 973 328
9955 5654 655
6870 8318 403
4751 6140 278
5900 2674 133
6627 253 543
1418 7635 251
4751 9607 532
3236 9694 243
9192 7190 549
3105 2842 274
3733 4260 809
4807 232 506
1622 41 390
6559 1220 320
4790 2279 65
2194 1098 473
4285 5416 85
9416 9037 245
1556 1668 1052
8063 4536 699
8273 9482 560
8523 3025 776
5441 1759 545
2719 985 350
5301 2176 295
3827 5386 175
6436 4987 485
5618 4410 293
5028 8529 200
5631 6170 116
808 4177 249
7268 5094 746
5945 3036 306
483 3854 174
4705 8546 657
8390 2978 672
4380 6913 520
2355 9821 541
5024 5074 667
807 325 630
3603 986 208
2063 39 450
5973 7681 419
4450 7353 604
2562 6433 667
3524 3371 36
610 7144 532
4817 6555 665
181 5300 156
6761 1238 584
198 5151 163
4216 4579 224
8416 6572 882
752 3440 563
7998 7911 511
117 7953 404
5250 2180 469
7993 7575 490
6213 8795 72
1281 8776 828
1580 1157 117
8499 2190 435
8301 9668 407
5097 8482 493
1320 1859 283
9720 1518 381
3362 289 671
2449 1779 680
3213 9554 552
5219 7563 715
3817 5337 767
5517 9067 399
3869 9862 299
2995 83 695
8657 4276 406
5211 6589 606
5433 62 411
5131 3734 738
9730 6580 438
8569 1050 185
4791 8289 244
2568 8154 492
4930 1370 454
6285 8143 309
924 1504 251
5707 1093 695
3193 7576 458
6513 3415 331
7438 9508 540
9850 2447 704
136 5061 421
9036 5569 130
5123 4167 777
5655 4853 445
747 4224 510
2255 5539 728
8866 1175 473
45 148 640
2545 6330 558
4644 9821 523
4186 351 233
915 7380 331
4279 3780 191
7147 1717 687
3288 6997 354
4164 9776 511
2058 9552 245
1697 3533 566
3719 7352 739
8386 818 603
7929 6993 189
6357 3147 207
8168 6402 470
3295 714 489
9084 4291 493
6887 3271 531
994 4154 384
7003 5273 203
7934 4150 660
6990 7574 220
4852 5758 8
4852 5233 3
4852 5507 15
4852 7158 3
979 3853 15
979 2070 21
979 8189 13
979 7527 19
979 2615 16
979 2076 14
979 3618 4
979 7274 14
8585 9284 19
8567 9286 14
8567 9466 12
657 4709 13
657 6723 17
657 8873 13
657 7904 16
657 4182 9
657 6679 10
657 6761 15
657 2585 15
5374 7005 22
5374 5812 15
5374 6525 6
7157 8195 11
178 1443 14
178 6635 16
178 241 13
178 7989 10
178 4035 6
178 9115 9
178 8789 16
178 1612 20
1625 1662 14
1625 6077 22
1625 5380 14
1625 4482 20
1625 4659 14
1625 4949 11
1625 7291 3
1625 5229 14
6558 7263 21
378 8082 18
378 8233 17
378 9537 16
378 6778 19
378 9615 10
378 5127 13
378 7113 12
378 1870 18
7353 8487 6
7353 9303 14
7353 9403 14
898 6464 14
898 2534 16
898 4648 3
898 7008 16
898 8623 16
