100 500
1183 6000 441
2688 36 75
4828 6411 547
7445 1460 303
452 671 524
2455 2552 671
5527 6271 750
3947 3276 166
1826 8645 506
4689 619 731
13 9777 754
7949 6796 707
6337 4343 214
4963 2635 99
1943 7063 360
3539 9478 490
3063 6227 548
5866 4243 796
8990 3311 132
2056 5794 489
334 863 223
4699 2213 433
7134 8646 486
1841 5312 569
7292 6530 439
2283 7305 95
6307 232 442
4101 8997 530
4575 5416 368
7984 2870 471
2479 1524 73
2348 1894 623
4103 8215 600
6138 3094 325
7878 8194 817
8888 4565 422
9057 3587 507
6778 2543 436
2234 8620 466
7856 9526 733
1502 139 636
3183 7810 377
372 3637 281
3159 1299 628
5405 1143 450
4170 4237 569
2667 2870 544
6131 6771 224
7437 2269 471
6217 5316 742
6815 5105 676
9881 2224 519
5045 3011 426
4768 3631 668
1631 8976 213
9509 3134 341
9115 9044 442
7296 5839 479
2681 455 256
3491 4439 285
7950 7661 338
8676 6970 680
531 4807 235
93 4321 348
3429 6310 316
5989 6596 792
7767 2222 206
5173 9164 475
5233 9941 545
2795 3217 444
8917 2304 563
6351 4384 568
1349 9999 366
6576 382 681
6806 67 770
1173 4756 689
4080 9849 111
1726 963 424
1009 8171 314
5284 790 577
4481 1273 528
3738 2249 559
3495 8911 617
1413 5081 102
5204 561 204
8298 473 759
2865 1001 210
1210 566 525
1000 7786 420
7301 7806 505
4205 8474 212
8914 8285 787
8324 6993 89
9248 5685 127
5164 4533 545
2827 5998 231
2158 6565 268
8247 5654 893
5477 6012 575
735 681 309
2925 5385 730
7507 2143 167
6386 8717 274
2709 7386 543
6503 10 861
1544 7060 638
8485 6810 426
5345 3161 493
3803 4593 707
5198 5320 553
5478 8025 417
1318 7637 363
4590 5917 616
9643 6419 578
8281 6730 762
3453 1207 106
2115 960 164
3350 8501 591
9677 2411 847
2239 2532 534
8774 135 581
9592 7259 781
6945 4937 422
6772 7101 618
5882 1970 493
8773 1361 843
9995 91 813
8998 937 43
2360 4993 753
7357 641 381
1723 810 587
8200 3838 644
1770 7902 253
8691 7799 475
314 930 445
331 9088 182
7417 6275 106
2699 4362 487
7564 5823 499
7815 3446 622
7793 6588 789
1159 4140 263
3031 6509 484
1429 5391 143
1502 8786 353
2385 3225 259
5948 585 797
7063 7718 486
8488 5754 444
5517 5154 358
3036 2200 98
4242 453 256
8475 3293 798
1168 2391 183
9116 5335 529
5838 3261 443
1924 3349 187
3753 1307 453
9859 5182 168
6699 1361 717
321 5436 400
939 6269 561
2373 4354 279
3988 861 655
6461 5857 345
2367 9497 688
4410 2961 196
6303 9237 322
6254 3823 543
1629 1722 277
9158 3819 592
4983 7434 411
7168 8736 392
8742 7027 247
271 1793 511
4741 592 61
7229 5680 442
6861 9602 349
34 7201 501
6816 6495 418
9411 9183 358
2345 3821 285
8497 8648 712
3058 4751 389
2471 1039 326
2826 7981 336
4858 7809 733
5416 2027 245
2898 4158 567
5406 3169 396
5951 147 44
3761 9532 389
2179 6974 285
9134 8566 520
4176 2302 771
5061 3587 623
7838 3758 697
7408 6335 370
2406 6818 491
7438 1229 394
7858 264 346
9211 9068 570
8074 4627 582
1095 7324 731
5137 2854 724
493 7440 616
3001 606 581
6972 1533 241
7580 2458 350
99 8108 642
4761 5160 530
1695 2599 563
8919 5455 305
5286 7677 287
2274 2724 365
5259 6484 479
2989 822 165
1904 7415 864
1801 9352 424
