100 500
3238 1498 480
1993 6867 394
922 4100 304
1487 8805 262
8659 1072 213
1474 2597 749
5736 3907 318
4962 8834 256
7941 1864 297
763 2807 640
7524 4496 579
7675 2005 357
7180 9684 130
552 8982 357
4393 2792 577
5446 3983 1010
642 7440 357
851 7916 930
7892 8690 654
6722 6552 523
6114 4548 587
5501 8202 384
8455 463 559
7036 2748 698
2327 4151 523
5555 9851 277
8647 9582 428
8209 5828 619
9267 5113 529
1162 12 659
4257 6608 375
3995 4899 597
400 1198 722
9167 8293 146
9889 5889 695
4845 2355 477
437 346 66
558 5244 231
7161 3946 398
7992 5841 189
8098 9900 478
2044 6745 203
9482 6605 727
8925 8749 499
1718 87 163
5113 5975 101
3048 9109 733
7226 3448 577
6659 6394 559
8093 6548 182
2283 2938 503
5256 9073 200
9636 5814 493
4317 3150 397
9760 8662 375
8991 7858 469
8562 1035 209
956 8044 611
7641 6233 561
3146 5711 571
6321 8259 69
1687 5721 669
3720 5265 360
5521 380 932
1659 3615 832
3280 295 572
2905 8536 307
5720 8894 287
4350 37 307
2044 4111 95
5051 7387 767
8321 3613 555
4774 5629 293
1658 2415 476
1863 4804 301
4479 4536 700
9415 6166 338
6609 3136 533
7783 2130 294
3516 9443 632
2097 3148 206
6090 5003 396
1685 1810 519
249 2387 517
8199 2293 590
2850 3251 264
6032 7524 668
6864 806 568
3153 8522 370
3222 5016 524
9678 4053 502
5904 9094 553
6571 2513 403
2230 4354 739
996 2098 316
149 3093 631
1598 6239 140
8096 3283 276
8049 8345 147
5671 2601 486
6990 4873 160
5852 3022 818
2397 9068 430
3829 5551 402
3943 3403 650
6919 3621 495
3808 9176 638
9067 379 261
1689 7649 381
4733 9037 78
6099 4883 447
2131 7698 222
1122 6579 302
981 5524 520
1277 3004 755
8125 4619 618
4230 329 310
7642 6627 191
5749 7823 291
8530 9692 488
7578 5450 421
9666 1386 355
978 8733 295
1765 9019 398
2735 2850 442
8057 8834 654
7733 188 550
6532 5208 479
6767 3866 555
732 4396 166
3222 5209 476
9016 7452 404
1890 3010 386
432 7639 466
833 8962 430
3684 4763 476
764 3350 357
2501 1742 745
8435 618 982
762 1170 481
3468 8819 147
5 7554 698
5359 2889 351
2762 8478 453
3107 9846 674
2875 6330 98
1407 1891 307
134 3297 350
1253 566 572
7288 8438 449
9529 972 574
3201 6645 391
674 2054 662
8388 9110 333
2672 5502 200
6632 2492 442
673 2989 287
46 2384 713
5879 2808 627
862 8986 376
9006 89 498
1668 413 658
8332 1803 215
62 9585 308
8721 7351 290
8023 4602 213
4675 7576 448
1248 1702 268
9630 5988 540
812 8654 633
7842 7444 346
1147 8515 593
434 7545 582
7251 2665 176
6706 8113 316
8003 5712 223
4555 9672 157
6126 2887 659
7827 6188 251
8825 6548 219
9891 6848 749
1151 919 619
777 2399 483
2621 6759 375
4739 9785 623
5414 2581 137
3581 2913 485
7448 367 911
458 4699 461
3032 7164 517
2812 1036 518
2877 3719 122
7060 5355 596
2959 4887 776
7895 1784 525
7787 4139 644
4984 8938 160
5058 5761 641
7689 4031 335
2521 2428 473
3816 4287 240
5009 7397 537
7200 2457 596
7765 7658 862
7156 7149 561
1175 6321 458
4537 404 370
6392 1597 377
5759 9351 714
2836 6 304
1135 624 267
4145 2472 765
9562 9203 379
8233 3604 153
9586 7106 196
6032 3402 525
1393 7394 534
800 8593 705
6203 4917 172
2604 9712 279
2066 131 343
2385 6604 741
535 8777 390
4553 2646 730
8129 7390 710
2652 5616 470
4366 6798 476
8088 280 420
2353 2674 202
3884 1940 806
9780 6269 332
1694 1174 1045
3663 2494 251
6119 6218 617
3763 8723 429
5930 5830 801
5206 8315 759
8786 5741 619
3445 3339 227
8387 7926 145
7081 1040 670
3542 1447 138
4190 7983 470
1728 2895 335
657 5612 680
1187 6789 381
1881 2882 597
7963 1896 364
1728 435 623
8115 5492 235
5510 397 493
7674 717 171
5065 6460 58
6458 8510 602
6151 1198 527
2788 3233 806
8590 6330 166
1032 9132 651
665 9112 364
2027 7674 72
4725 3215 356
4464 2958 342
2449 8779 238
1207 4177 424
9214 5674 662
9669 1077 739
6071 3695 481
1794 1136 323
155 4604 550
5998 2659 133
5802 8786 216
2244 4392 551
1469 3276 189
3524 8486 588
2389 1904 513
6161 3466 83
5119 625 587
2776 7568 278
5756 335 688
8097 1323 529
6009 7767 632
2400 8433 633
1462 4194 319
5921 7970 575
8798 8272 264
6981 4601 895
7058 9225 283
5345 4879 330
8853 5222 167
3366 7594 374
7126 9527 428
1060 8597 199
6504 189 423
2517 8612 670
524 614 653
9935 2886 858
4733 2335 898
1319 2548 472
6529 3592 529
