100 500
9687 3399 467
3495 740 435
5596 1101 412
6573 1275 355
6092 3033 295
5223 7379 340
6970 7464 480
5408 7759 132
9708 434 590
1701 7488 310
4520 1593 471
9858 2834 370
816 8428 589
3476 1733 785
2374 4781 659
2225 8413 452
8180 5720 274
5505 128 612
6821 2078 576
1404 9265 757
5112 2979 244
2997 8434 404
443 8405 501
6194 6504 466
8839 4247 326
3992 3360 674
5841 202 495
2546 3009 463
8631 2374 693
4742 7357 517
7155 6967 727
5771 5336 253
2688 1276 370
5464 5861 438
3355 3220 715
5127 4819 530
6200 4476 123
3253 2995 631
2881 5799 345
9499 8073 463
47 3491 180
7785 5888 391
46 6683 517
8897 8677 664
9057 9992 710
2386 2565 322
6959 8157 249
7901 9647 514
5786 9717 185
1861 9141 331
2938 3340 183
312 5490 231
7816 9917 851
8485 697 170
5717 7985 511
5122 2116 580
7828 2907 146
4356 7874 596
9590 9605 264
2903 5000 469
9597 5290 436
7565 2909 757
3447 1818 430
2556 5585 683
1535 769 693
1078 4473 667
4109 1390 151
9963 1925 402
7660 4801 231
8975 9729 263
2786 4097 201
1845 614 296
3357 2553 449
8489 9299 188
2158 1392 583
651 8108 713
3034 8216 142
1017 6482 237
34 9925 320
2067 7922 567
695 3146 492
8747 1156 540
888 5063 454
3082 8548 281
9864 8409 803
8277 2650 494
8858 6474 427
3264 2215 585
9027 8105 487
1515 7538 330
5850 2166 599
5646 8884 111
6735 3015 334
5366 3121 260
9292 3786 173
1043 6339 325
3284 9791 625
7496 524 119
4854 6930 757
9073 4718 65
5339 3702 422
7368 4197 275
177 6984 408
2765 5556 437
5090 632 550
3094 940 587
9150 5092 92
9824 5885 529
4459 1543 494
5359 3752 328
1681 6402 793
6443 1317 237
2545 3939 449
1841 7399 610
7221 914 578
8469 2560 586
969 2189 269
3110 7498 374
9174 2227 464
3054 616 245
2859 2501 310
7908 2009 464
7593 7732 659
4247 8405 162
5627 9606 531
2157 7308 450
2360 8600 504
8625 4906 369
8892 6819 359
8657 6113 428
4085 7127 617
5026 5054 275
9316 4488 620
2552 4842 351
6715 5607 267
5458 9574 42
8108 3366 534
7935 2053 341
7451 8534 139
458 3078 803
8140 8967 340
6739 6853 560
3920 1716 776
1759 9164 411
8535 416 472
1629 2621 883
7543 6655 563
4027 3212 675
7495 6580 551
8054 4210 453
8539 3513 314
136 2999 354
3231 8072 829
1404 682 602
2958 1863 641
113 1099 806
7182 6852 677
4304 7454 384
4920 6063 577
6618 9808 451
2831 8248 255
2429 6727 273
1255 2808 194
9939 8751 428
9388 7993 549
9313 4279 492
7858 9450 340
7278 1090 203
3874 8683 305
1772 6832 397
6898 1885 200
4283 432 520
5089 8587 109
4239 10 668
1002 857 280
9818 3834 60
5457 8599 561
561 3065 228
7759 500 330
1816 7148 289
4845 1129 459
7779 9056 105
6931 1410 259
146 805 372
93 8270 227
7638 3343 544
6508 8273 381
127 1597 384
6861 4366 401
7959 7863 393
1576 4129 361
8049 7033 267
9080 8610 851
6450 6840 585
5462 8266 368
340 6660 196
5748 8119 434
5716 2679 385
9529 2214 458
9837 5974 1077
6836 3827 673
5669 3344 642
2100 2149 56
1294 5313 312
6515 5605 385
9529 8091 789
6087 7578 783
1477 1519 421
2541 7927 456
4711 8003 473
2546 5051 621
1015 4646 215
9523 3083 622
7325 5404 600
1649 3514 375
7731 8486 628
7341 9752 198
8182 9442 466
1901 9476 268
1107 4769 309
1434 636 412
9212 7521 538
8215 7041 449
5392 756 607
4969 104 627
5111 3867 444
5155 2479 532
8513 1030 56
5562 2190 583
2787 7212 471
5705 518 392
2050 9398 302
6622 232 336
5192 8524 528
6061 6300 378
3293 7495 976
6936 8857 181
1368 1503 527
5899 6760 306
8611 7220 588
6864 3723 244
1087 8372 250
2554 5952 291
5754 8116 294
4494 8541 397
1680 6551 293
9059 3730 482
5950 2034 618
3963 7494 325
558 24 597
3794 203 353
3871 731 422
9060 5239 120
8586 1311 191
8351 7198 389
8531 5216 476
7273 5970 443
9940 9827 357
8274 5694 671
4295 2769 587
4236 5976 175
5672 9647 102
6058 7974 426
1681 21 422
5469 8591 35
6397 9263 509
5146 6620 217
6346 559 236
1859 4933 407
1870 6563 224
8483 6754 183
1779 5756 456
2724 8071 475
5583 999 394
117 9878 417
120 4353 754
2206 5792 432
353 8265 228
3767 8386 227
4638 5588 433
3330 7388 640
4851 8476 274
4008 7550 254
5387 2220 430
8835 7258 1008
8783 7318 700
4012 6914 422
3074 3088 337
4985 5009 168
4087 1454 359
1239 4207 499
2160 9798 633
6352 2513 837
4415 6471 321
7251 9053 497
2059 6933 148
2793 3262 236
1762 3154 258
812 7149 788
5374 5999 262
759 4157 385
3317 4771 601
7423 2743 717
4212 8760 519
4104 8299 406
214 1696 768
8859 2374 95
1494 1563 690
1239 5909 799
8034 8491 574
1314 6445 133
1776 460 251
9707 3538 736
3614 6872 389
688 8988 306
2871 1447 194
9497 2541 727
2571 3272 560
1636 6783 659
2032 5741 862
1434 2246 195
7437 6645 354
973 5283 458
8208 2212 511
1192 6242 537
7055 8858 361
9039 8832 811
9318 8747 236
2370 9284 390
1971 9410 363
8272 4842 325
858 4121 718
3735 9781 25
7393 5372 620
2916 5777 150
7465 4350 408
8024 1254 676
996 8997 215
6537 5556 690
7561 4081 772
8151 4617 202
9291 7190 652
3449 4962 800
5937 5819 182
4246 4260 495
1582 2519 271
5455 2440 387
2992 9190 573
8573 6738 474
914 1489 242
2515 4731 148
2191 6891 140
5985 3187 124
2240 8874 720
5096 9802 432
9307 3247 680
4419 8599 498
437 4220 822
3561 2727 746
6391 7807 525
6987 7973 227
6678 2442 370
6765 6023 361
7985 5338 457
2761 8899 694
3179 1628 638
3631 5371 225
8520 5968 443
4910 760 695
4843 6 591
6914 4150 460
3253 1333 601
9101 3691 557
1905 2662 608
6418 8297 724
6822 9757 334
6270 3500 705
2200 3036 696
9523 6537 382
8374 8636 320
5436 1554 362
265 5419 241
6925 8785 352
7740 8187 286
5897 2583 809
8194 9164 283
3085 1447 169
6849 2187 420
1490 8755 402
1201 7908 321
7052 8023 232
4018 3322 178
7876 2570 154
6358 3751 278
9107 1085 382
2388 4543 261
8991 9005 448
6315 2268 693
4142 4055 502
455 6391 343
2990 8649 225
5555 2427 721
97 2405 296
966 1587 475
1160 2168 596
5848 4564 446
6543 6218 717
7886 4419 251
8788 597 307
4523 7895 346
8034 6911 30
8790 7025 489
2268 5105 284
9293 6410 889
5512 6100 59
2801 8502 724
4750 8357 506
7282 1199 512
7114 8248 616
9138 8274 612
6768 1338 22
2838 3312 493
7556 7076 290
4083 6344 183
4025 8606 353
4239 2059 454
1869 3030 208
9084 489 545
4487 4729 385
6899 0 526
830 6053 445
4854 1932 219
4410 8488 434
3131 1524 233
6737 2269 342
6150 3505 762
9960 5340 236
3169 7516 810
2416 3605 519
3861 2794 730
2211 4452 684
4853 433 678
3834 290 780
922 8322 921
5019 4174 486
4674 2201 445
227 5880 480
4133 989 565
4369 3616 505
8865 1106 435
2238 5015 552
963 2198 595
6707 4133 113
9714 5475 77
7738 9927 945
8269 6301 431
4380 3123 220
3086 4566 543
3413 361 357
2888 4784 255
4535 3914 110
3338 4762 350
9795 3823 236
5751 4164 486
7440 4616 59
1622 9678 647
5983 8937 777
1876 9042 465
9422 1590 262
4517 3512 398
7870 9139 100
9814 2250 330
2262 9252 548
3168 2027 272
9613 6057 821
3163 4148 697
6323 6501 611
5262 6118 964
325 7365 458
6634 4117 536
8333 4608 508
3795 668 568
3546 5671 378
9710 2968 255
3613 4228 164
6481 1483 572
3367 2647 298
85 1981 372
1899 3254 297
360 7865 808
5663 9875 291
2013 1986 470
6377 3628 363
4457 3054 453
993 7443 301
3523 9327 640
2052 7318 231
9995 1950 524
9341 6058 828
1270 2954 475
3653 6806 14
3653 9389 17
3653 7125 19
3653 8055 5
1553 4656 19
1553 9141 11
1553 4808 11
1553 1988 13
1553 4159 13
1553 9726 17
6331 6983 17
6331 8986 3
6331 8643 7
6331 9247 14
5595 6972 13
5595 8239 15
5595 7962 3
5595 6243 11
4238 4877 6
4238 6515 9
4238 7349 10
4238 9389 15
4238 6676 15
4238 8687 12
1816 3626 19
1816 2263 16
1816 2481 17
1816 3024 10
1816 7315 6
1816 5088 18
8326 8456 11
8819 9741 16
6329 8819 11
6329 9010 18
6329 9741 12
6822 7147 12
6822 9986 3
6822 8116 5
6822 9709 4
1051 9194 11
1051 9398 15
1051 5411 3
1051 1275 15
1051 1732 16
1051 3450 16
1051 2999 16
1051 8599 18
6895 8883 16
6895 8679 8
6895 7707 10
9060 9307 16
7257 7917 9
7257 9214 17
7257 8298 13
6142 7613 15
6142 8795 13
6142 7384 15
488 7446 13
488 3535 18
488 5352 10
488 916 18
488 2172 17
488 5927 15
488 2241 3
488 9382 11
140 8842 11
140 2393 17
140 871 16
140 5206 17
140 8555 15
140 8112 24
140 6086 5
140 4811 12
4648 8762 17
4648 6985 20
4648 5360 11
4648 7682 14
4648 7716 11
4648 4701 14
1474 7615 11
1474 7688 8
1474 4775 16
1474 7565 12
1474 2362 16
1474 8224 11
1474 6392 16
3009 8435 19
3009 4819 7
3009 7013 14
3009 7768 6
3009 5235 6
3009 7918 17
9609 9883 19
6305 9462 13
6305 7819 7
6217 7340 9
6217 7305 13
6217 7047 21
6217 8460 10
6778 9468 7
6778 8040 10
6778 9838 11
4796 6592 15
4796 6987 17
4796 6216 8
4796 9924 13
909 3074 15
909 1104 20
909 1227 13
909 5938 15
909 3329 9
909 1012 16
909 4823 8
2416 8988 11
2416 9941 18
2416 8226 7
2416 9204 15
2416 3750 18
2416 9858 12
2416 3011 15
2416 2665 14
5988 9798 19
5988 8377 22
5988 8428 15
5988 9959 15
5988 8695 15
5988 8907 15
4426 7051 14
4426 9600 13
4426 7187 16
4426 5255 9
7335 9879 11
4429 5220 7
4429 5106 13
4429 6015 9
2845 3279 7
2845 3519 12
2845 2857 11
2845 4363 20
2845 4947 18
2845 7499 3
2845 9196 13
4115 8510 17
4115 6222 17
4115 5745 14
4115 9678 18
4115 5068 10
4115 4550 16
3384 6761 15
3384 6679 18
3384 4367 13
3384 6313 17
3384 8278 24
3384 6225 13
3384 8587 13
3268 8259 10
3268 6923 4
3268 4094 10
3268 7840 7
3268 4926 11
3268 7291 16
2472 8182 6
2472 5962 6
2472 7202 5
2472 4335 16
2472 7510 5
2472 4984 9
5010 5637 9
5010 7161 12
5010 5225 16
6701 7889 13
6701 9653 21
7674 8804 6
7674 7997 8
3971 5472 19
3971 6633 11
3971 7923 12
3971 4201 10
3971 6827 14
2542 7307 12
2542 6056 20
2542 6354 4
2542 7882 17
2542 3861 15
2542 7319 20
7351 7442 14
4000 4057 11
4000 6289 13
4000 8005 19
4000 7555 15
4000 9388 3
8511 9655 17
8765 9813 12
8765 9916 7
2672 4329 9
2672 6799 16
2672 7838 15
2672 6893 16
2672 9644 19
2672 7226 11
2404 2554 13
2404 7424 18
2404 2874 12
2404 2558 11
3875 9760 23
3875 5935 19
3875 8348 12
3875 5041 18
3875 8503 8
6493 7866 19
6493 8573 10
6493 9703 19
9619 9918 11
1653 3477 10
1653 7239 12
1653 7719 16
1653 6620 16
1653 8568 3
4247 4309 14
4247 6964 16
4247 7426 14
4247 4903 16
4247 9255 8
3378 6553 14
3378 4036 10
3378 8232 12
3378 3642 7
3378 6187 13
3378 6235 15
5856 8403 13
5856 7809 16
5856 8063 19
5856 8156 6
5856 6618 11
5647 6699 8
5647 6094 11
5647 6658 15
5647 8571 12
5716 8504 8
5716 7912 16
5716 7237 5
6413 7223 10
6413 9373 5
6413 8516 5
6413 7044 13
4260 4940 8
4260 7738 4
4260 9328 12
4260 8124 15
211 7186 15
211 5419 16
211 7624 3
211 8996 11
211 2888 6
211 240 10
211 7235 8
211 9577 11
3460 8646 12
3460 4034 15
3460 9068 10
3460 3712 16
9367 9442 17
7030 8104 11
9074 9818 7
3829 7784 22
3829 4018 16
3829 9525 17
3077 4501 8
3077 3194 10
3077 8511 9
3077 9655 16
3077 5456 11
3077 4225 21
3077 6511 17
5588 9880 18
5588 8806 21
5588 9761 16
5588 9997 17
104 9804 16
104 4443 22
104 869 14
104 8328 19
104 5835 18
104 3544 13
104 7028 15
104 805 22
5648 8472 8
5648 6407 16
5648 5743 15
5648 9978 14
5648 6723 16
2827 2943 8
2827 2931 15
2827 4771 6
2827 8223 18
2827 9235 12
2827 3641 17
2827 3937 14
4236 6019 11
4236 4476 16
4236 8633 18
4236 6303 10
4236 9406 12
256 1550 10
256 4098 19
256 6519 14
256 434 12
256 3646 16
256 4468 17
256 9377 8
256 8500 11
3755 5283 15
3755 6646 6
3755 7930 11
3755 3780 7
3755 8589 9
3755 8014 10
7523 8165 7
8857 9946 18
3433 5754 14
3433 7204 13
3433 9325 16
3433 4573 5
3433 4933 16
7195 7933 5
7195 9325 18
7195 7204 5
7454 7792 11
9324 9979 13
4865 6652 11
4865 5507 8
7497 9658 9
