100 500
3109 6044 133
1911 6365 699
3113 9862 250
7427 1355 727
6548 211 567
7415 2416 292
2315 8718 670
4975 3443 231
6580 6197 361
9600 2752 422
3674 1374 302
2439 4654 125
886 5517 464
1563 9498 232
2492 8840 163
2543 1953 326
1236 806 203
4671 4350 805
669 2098 929
5705 7217 512
8661 9472 357
5985 976 773
8190 960 577
771 4770 338
3509 371 633
3875 7184 485
8098 2666 423
1838 5336 179
8183 9753 592
4834 7028 367
8594 7377 595
8981 9830 271
4536 3652 453
532 5205 625
2102 2590 138
8774 763 223
2062 4759 694
8092 253 210
2071 8863 231
1375 5581 503
5587 5250 460
9117 3685 384
7916 7307 96
5373 2452 612
7061 208 707
5832 5655 488
3937 4813 477
1837 8473 527
8466 8722 260
30 6920 207
1312 8804 290
7684 3374 107
3563 2128 139
3627 5635 889
7343 1355 484
1216 2930 480
2957 6685 582
2967 874 254
3992 4693 112
9678 1053 568
4901 5510 461
3060 5190 316
323 4898 500
3664 5141 79
3620 3694 290
2062 1284 793
8851 6098 95
4658 2414 296
4578 4638 889
8049 1921 734
5993 5617 402
1204 8950 422
2302 523 694
6176 6295 301
5216 2206 708
3700 6469 381
7716 6761 830
1660 4392 293
1659 1676 471
5885 1631 753
1722 4299 802
2915 573 365
6749 3925 289
9340 1327 31
8563 3741 73
9601 908 230
9359 805 442
9859 8013 532
7680 2387 434
660 9249 554
4594 713 436
5718 8662 419
7474 3730 339
9406 5485 169
5406 5292 615
7116 3481 459
9591 6383 777
4054 6341 300
308 3394 486
4020 5224 461
7136 3621 471
6132 2847 338
778 2343 408
7212 8459 524
4731 4225 358
4060 5677 662
4938 9778 300
4339 2412 460
3509 3746 390
4249 5267 127
5390 7717 269
8748 4981 759
4100 9155 420
7674 760 186
8901 1695 374
5984 2389 729
1668 8469 20
1588 2447 210
812 5153 211
7258 5543 826
9378 1318 247
7572 668 533
7448 1912 615
9432 957 427
2010 3681 781
2577 7400 523
1398 1325 765
8733 1850 112
6832 6408 680
8962 5734 119
4455 1299 360
8123 2475 386
9768 9712 349
4922 580 344
1217 8532 510
2476 6947 272
9850 48 557
7615 3651 486
8312 3399 364
4608 322 292
3432 7185 242
4074 1182 627
4863 2808 420
3032 1695 400
5568 1994 535
7429 6375 458
9645 1905 257
8850 9413 193
7969 125 557
6346 9186 760
8657 5174 457
6133 4860 26
5222 100 576
8511 9887 139
3499 9471 719
6561 6931 520
6657 636 518
8113 7872 491
9796 7497 647
9567 5364 317
5843 3349 669
1739 5489 420
1606 6941 104
4902 9575 454
7066 7600 236
8761 5724 126
2774 1246 852
6936 4349 700
1346 5447 223
4236 4845 418
4918 7149 263
8128 7927 643
7785 2593 145
5799 3933 508
90 1719 171
9297 2285 779
1420 7388 570
7774 3026 116
682 9029 257
2601 7748 439
2981 7714 929
9824 5756 320
8960 6760 254
105 306 666
2207 693 583
1503 3478 882
7842 9631 705
1405 1980 738
2224 7205 130
5913 8666 543
5276 1563 476
7303 6696 490
5303 1430 377
9722 5985 372
459 2323 645
3734 3440 522
6389 3558 350
5548 5349 687
6671 5653 622
5655 8878 659
6346 7158 794
2356 4189 428
3141 3762 661
6169 1717 551
7319 8434 265
6735 8947 610
9997 4038 235
5643 5301 731
5468 1717 490
1286 2279 279
392 1372 436
2072 6781 200
4931 7620 150
2130 1602 473
3274 4137 579
6832 5972 336
7647 5541 421
6513 788 403
5655 9034 90
8857 2974 473
7469 5592 162
8273 7466 347
9630 3916 452
2767 5099 402
1985 4054 438
3730 2377 717
5426 5802 153
9158 6709 449
3423 7640 422
4663 3049 615
1777 7848 729
5373 9424 299
3389 1887 773
6564 9044 391
921 5421 193
8370 8390 835
1013 6643 496
2209 6995 112
6911 4976 507
8446 8896 660
5382 2177 315
1273 7161 679
7979 6783 626
222 7754 367
4423 1238 96
7155 6200 844
9086 8881 517
5624 2475 494
768 8540 752
7871 8041 748
3961 6241 89
2784 1326 548
9236 4993 749
8321 6147 274
6321 6768 354
1395 8056 178
8945 2668 521
5217 3276 330
9451 1791 817
7383 226 627
3029 890 450
6426 2115 273
9771 8402 497
942 6891 259
6942 8813 200
4933 7255 337
1406 4069 418
8581 6994 342
5414 6902 301
3141 1735 278
22 888 346
9791 5319 869
9908 1360 752
8596 5711 793
3152 2331 474
5937 2533 461
3221 2363 88
1001 2993 464
765 1943 783
9884 4059 747
7109 1169 494
1314 4867 375
5238 6247 345
1862 652 786
9502 1355 469
8740 9524 693
2244 4883 434
1196 2152 228
6244 6144 258
7864 5748 667
8475 3801 514
8281 1696 681
6165 9282 665
1041 3282 474
7578 7278 214
3694 1039 282
8447 1360 313
5906 38 97
7608 7768 503
7042 7110 221
9124 2134 439
2986 7720 132
7018 4182 336
9872 9614 487
6678 4088 380
1714 5153 611
7890 9995 183
3202 407 484
5630 595 681
41 9560 370
7873 3735 543
599 2673 221
5096 6505 462
9063 9056 715
626 2457 320
2518 6102 409
4592 5504 641
3822 1610 542
6039 46 236
7576 2717 345
4135 9290 742
4223 2025 859
5637 3777 114
8784 7619 192
4372 8825 602
7179 8598 645
2561 7778 53
1271 4009 116
636 6686 238
3065 7614 832
9143 5583 773
3716 3735 257
7439 3890 649
1697 9830 332
3936 5625 169
8900 8071 749
4915 3123 137
6448 6905 805
3252 5232 664
4524 7624 573
4058 1704 657
6222 2971 471
5834 3845 340
6980 2822 199
6883 6397 747
436 6027 257
1980 4152 293
6114 5771 226
8042 7812 770
5602 1979 724
9789 4502 121
6402 4705 238
3977 2851 753
1610 7229 600
4435 2486 465
1205 8493 485
4190 7428 495
7816 6377 940
7625 1148 260
9199 4509 839
7545 9636 212
6888 5877 165
140 3002 543
1649 8183 105
7166 3603 744
6514 6956 312
8105 9268 492
8013 8434 482
8471 5975 325
5663 2907 354
8461 6868 389
7752 9004 706
648 5569 152
5381 4626 422
3069 932 1082
5487 615 454
568 2375 494
2844 7061 352
5377 4493 474
5244 8896 397
4448 8110 864
5852 2553 398
7378 3865 523
7339 2202 560
9840 3002 694
5109 4653 173
6223 2861 629
3657 3223 721
4782 5390 337
4201 7852 957
6323 9688 325
8467 3243 381
8415 1311 393
304 3793 180
2157 1900 160
9041 6605 774
10 4893 124
5511 3741 45
5110 2850 734
5943 1302 242
2205 7404 579
5955 4780 690
265 5965 227
4355 5048 138
1355 8557 585
2900 7678 127
8245 7719 300
7274 6661 699
5382 7578 521
6806 3891 600
9479 5847 76
6849 5841 444
7092 2360 459
5934 2202 226
1562 1877 283
9856 119 479
9281 5811 366
1251 5899 491
8128 5607 478
947 9484 657
4164 199 607
3514 2409 455
7918 788 425
5422 9652 280
4719 8580 705
3544 4198 619
4427 393 287
6391 7871 403
9105 2326 357
6425 7019 393
555 6281 543
7139 6189 560
8445 4742 428
2088 6573 797
349 9387 167
6057 4513 354
5938 5924 722
3275 208 400
3064 8697 197
9860 7783 515
3630 3404 340
8333 4409 714
149 1077 309
2281 9254 629
3403 8706 429
2626 3958 152
4988 6117 134
6499 3433 401
859 4939 655
6 1209 458
4326 2416 650
5722 6616 169
