100 500
7670 9661 752
8446 4418 457
3781 8578 274
6733 9180 737
9673 1001 555
6943 1430 270
1035 7616 197
4979 9418 279
4506 7037 230
3416 2653 450
764 5046 319
5751 9689 840
3323 5093 642
8607 6874 389
7485 4985 354
5259 1507 233
4647 57 152
2277 4780 143
8635 9010 554
312 4660 237
6364 7255 230
2442 3751 568
4871 7422 781
3169 5729 592
4459 2937 413
8383 1575 79
4335 4134 402
1264 4011 746
5580 9871 546
885 9417 413
1208 2496 453
925 2207 474
8905 9554 801
3340 7540 184
8565 3652 281
8553 1281 143
7260 7347 184
5032 8483 764
4769 4553 447
4213 5580 234
3843 2596 333
3507 8178 618
3082 4771 409
2189 8662 118
994 9426 359
8080 8555 103
8274 5357 259
762 7179 551
4911 4102 558
1072 9828 545
4107 5977 421
7461 1367 984
3324 8845 81
9850 8094 553
3399 4063 469
26 7242 833
3011 3534 342
1772 2446 641
4657 3962 174
7460 5652 238
9740 1892 489
559 8015 701
7249 1321 954
5194 8513 476
1776 2618 213
4693 5883 531
8595 8507 507
3602 1920 178
7352 3452 923
6366 751 507
3868 2744 228
4345 3231 399
2630 6118 276
5677 7288 334
80 3138 190
9292 9820 508
5030 9851 784
4187 8632 218
7524 5734 524
3497 9300 801
8352 8190 446
1535 6948 567
6697 5137 737
5220 4050 428
4942 7938 569
1153 8810 100
682 5499 271
2041 3313 360
1617 4071 304
601 8049 773
7209 6245 794
4221 8591 385
6096 8409 451
7223 3620 444
495 720 219
9273 8847 523
5263 808 318
2147 8312 411
5946 3719 578
8714 888 620
1657 9868 727
6050 2340 315
1719 4443 223
2005 9688 568
8514 2606 455
4089 2075 71
5203 8310 352
667 1299 491
3071 4242 574
1271 3566 577
1315 544 478
8766 6578 576
1353 7265 561
1242 3651 432
985 9957 345
891 2642 608
9825 3293 537
1334 7896 420
7736 3339 178
7584 2603 591
2297 1673 465
1030 7500 247
6335 8049 704
8799 5759 148
2292 6423 886
9325 9959 500
6967 4443 368
2889 4672 420
1709 4131 370
4675 2694 573
4088 5566 380
1688 265 885
8859 3023 426
8161 2948 53
6362 5745 410
1903 8660 823
3770 9285 531
6160 106 201
7335 1312 92
5865 5979 548
7735 1542 328
5938 1054 267
2338 8827 265
5727 4047 658
2958 402 468
3093 3399 247
2321 4781 80
3664 7532 257
7804 8178 398
6832 519 550
275 5087 508
9179 4046 379
4373 1691 67
504 1708 620
9355 2721 341
7687 3442 546
4263 9977 67
4497 6601 615
5156 6576 205
7000 4466 814
3330 93 424
7865 5651 555
1227 7882 67
9536 9031 468
6060 6368 402
5902 6335 239
7808 1433 262
6733 2181 556
3125 7237 734
3889 2480 503
9958 7928 740
2275 574 736
4257 6772 740
7175 9413 799
9700 528 336
3879 3030 703
621 1745 338
5034 8200 23
5979 4570 391
7232 2039 691
7290 9486 173
4726 5098 252
920 1460 498
