100 500
9666 210 329
7935 809 557
4518 2350 991
5420 5523 773
5748 9446 375
3362 1331 133
4053 9354 274
8093 3063 626
6632 6751 440
4630 623 687
9894 7238 601
478 6333 406
7716 1261 380
2599 6938 582
5768 8340 261
8215 1786 732
8550 6150 396
2595 9421 262
4852 4367 564
4944 601 141
165 4658 922
8284 4219 178
4013 2729 279
3634 6997 302
5832 8265 505
3973 2078 656
1855 4451 363
8411 9572 44
2064 7362 504
2862 7832 708
5702 1077 684
5971 605 556
3579 8566 757
26 8432 495
9286 1322 433
5385 9451 317
5981 21 366
22 6346 638
2750 3657 433
3343 4934 319
1922 3668 505
7012 3777 541
4471 1775 265
9701 6536 366
9137 2564 602
4368 1192 733
9993 6691 891
1797 9925 731
1610 8175 571
4709 896 157
9497 94 270
6699 5478 276
115 6722 174
8176 9217 278
379 1520 489
4151 8653 494
1540 1163 258
8782 6012 497
2938 8484 227
2548 8427 530
7400 3268 531
9619 3745 348
9960 7768 415
3670 1570 146
5943 8379 253
8818 5441 47
4825 5517 202
7271 1292 619
2239 5448 586
509 8970 358
3320 1012 638
7623 4860 707
8527 2758 385
872 7817 372
1242 9772 325
6245 4994 190
3041 2216 550
8739 3001 447
9985 2410 35
923 5928 747
7141 9741 514
1369 1967 610
5258 4993 596
3259 3850 341
6793 121 465
2820 113 179
1133 6796 748
1325 9661 234
9554 8550 144
7478 7148 502
8322 3723 728
2142 1363 371
5940 7233 230
4364 5925 635
9643 5287 658
8205 6785 214
1380 5927 806
5104 6639 420
920 8363 451
489 7713 214
8484 9661 34
4178 9618 384
6457 5503 399
5631 2363 384
4053 3109 614
9511 2376 785
3185 8005 228
3739 5477 223
5239 4456 460
7754 4882 282
6095 5959 383
8019 7476 250
1886 9475 240
467 2806 499
7839 7308 428
6871 2675 718
6969 1049 50
2293 3427 212
6553 7924 784
5790 6958 517
7386 1654 726
9334 571 576
9659 9426 506
6048 4898 370
234 154 582
6133 2681 324
6113 504 659
6509 4352 385
9980 3328 422
3510 7819 740
636 382 293
494 7606 236
7783 9140 578
7385 4336 520
3416 3175 165
7647 802 248
1181 3333 672
7725 841 558
9111 125 593
5739 9345 608
279 8224 249
8379 2745 706
8729 1240 455
7097 8709 985
4569 607 604
2880 5205 652
7341 9726 392
9163 5125 533
5218 6548 214
5813 8635 233
6076 3460 220
5789 7257 922
6794 9867 310
8098 5905 567
9992 190 821
1603 6624 696
8414 6334 128
9369 3495 366
7574 2818 260
8556 2143 862
9777 7788 387
3701 7119 24
7515 2864 879
2244 9085 267
5765 8057 609
4072 1841 190
7870 9862 385
5450 4664 83
6081 3549 477
6921 6073 598
91 4876 93
9049 4857 266
1210 4770 379
8353 8785 412
7588 6909 883
7280 3718 341
4698 7333 358
837 8565 403
6550 9433 112
7650 2315 426
7490 1723 589
508 5360 352
7937 5958 576
6376 4018 753
5859 9650 728
6443 5950 712
4526 1845 439
808 5737 675
6615 9161 553
874 556 227
2422 4506 388
4274 7120 512
1840 5111 302
2037 8390 756
4544 6040 126
7057 8386 390
7763 7565 650
99 2052 412
3523 2827 461
2422 9383 626
2477 5217 516
5333 7004 418
7062 2493 350
9093 30 337
8006 6319 287
586 429 604
825 1212 434
3901 2665 313
2675 5939 104
7407 3571 655
1979 4464 573
1957 6094 169
2029 8408 731
4498 5553 202
7588 6920 860
1288 65 505
8489 2973 378
3421 5552 480
5467 2514 235
5582 3473 190
8833 2520 773
3902 6011 737
3732 7804 200
8676 2759 475
95 2436 839
6330 8426 257
6900 4639 609
4520 8930 610
3048 5370 545
835 6988 84
2290 2123 622
7053 7131 342
5096 6827 565
2683 6915 346
9341 4617 331
389 4527 361
3489 643 868
6890 3573 341
4799 5566 807
6332 4894 461
4354 2662 555
3320 1255 334
3654 4192 289
6537 3054 664
9562 3724 278
42 8204 534
2199 7095 542
5336 3647 295
3922 4371 684
563 9616 395
5341 7304 214
495 8830 330
7947 7385 470
8756 2747 500
9303 5088 524
7641 3658 567
4103 7314 248
1265 7757 705
1506 7802 126
811 7421 178
7878 853 327
5625 77 757
4300 7313 294
3724 4575 411
1685 639 298
543 3378 719
7943 1038 205
2208 5891 209
4775 7316 131
8638 4078 474
8757 2631 676
4088 2860 317
6297 5353 504
6969 4156 442
9507 4132 620
1577 3737 761
1337 3554 191
3814 1989 228
868 3891 483
6564 8905 447
4530 7107 487
2283 2474 629
4497 843 335
8365 9272 112
8160 3355 690
9703 3269 736
2338 3791 372
6129 8636 545
5497 9450 218
9144 1356 353
9934 721 412
5094 1271 607
627 8908 386
3260 7847 411
2799 6177 422
3104 7330 769
9636 5387 259
9804 4134 396
2583 4521 797
3406 7095 265
4228 3109 734
364 6566 620
