100 500
2557 2649 563
6105 8854 68
8269 361 264
9734 3950 255
9289 3281 526
4311 9447 572
3350 1629 548
6447 9355 683
9055 1879 350
9407 7646 666
9788 3643 626
6521 2856 322
9723 3941 415
7339 2589 442
7585 2234 1054
7287 6494 700
1235 3392 861
5349 5857 855
106 1435 77
6159 9395 195
4716 6823 571
5194 4418 929
4804 7994 586
126 3859 583
9873 9533 98
1506 6013 299
9528 4379 333
8869 9252 479
8320 2560 726
8193 2257 200
4795 5480 212
8752 2382 745
5224 4101 502
8239 5330 704
1888 4399 272
4725 2957 569
7574 9920 545
3727 2378 492
7914 3853 402
6238 4139 618
9738 4096 469
152 5619 455
8475 9022 601
1223 6796 441
1582 9416 831
5405 2729 184
1248 4157 251
5112 6472 726
4610 9703 180
1803 6499 618
454 2880 501
9456 8028 475
9152 3183 422
407 3418 480
3389 6645 317
7557 9479 537
7093 7710 150
5098 5568 283
6732 6321 343
8716 4666 634
2089 4122 990
7396 3337 634
4631 8860 372
9810 9242 303
4915 7965 494
5741 5370 125
845 1549 386
9750 9998 322
4732 157 211
9768 8121 544
3154 7326 391
3953 247 552
5036 9051 515
2168 8120 536
1725 7236 690
9138 3814 507
7710 2886 203
7152 2342 292
1746 3314 362
1584 3014 528
1279 3677 714
8384 2124 678
5226 8134 747
8474 6310 649
4644 4595 284
784 7798 162
1921 4737 513
4398 3309 630
140 2918 243
7781 1865 72
154 6919 480
2032 7865 206
9806 9184 429
6559 7904 252
2498 4495 121
918 129 251
4524 5654 333
8605 9750 507
3789 7080 727
2412 4785 480
1675 3196 736
8935 9948 437
7933 3333 185
3257 8074 230
2603 7390 128
6291 2758 193
4309 8323 644
6975 467 203
3859 9886 598
8372 2709 338
4381 9290 382
2838 8905 137
1297 1444 629
5007 1438 351
4876 7419 446
6223 2903 800
616 5158 172
2851 4901 352
4844 2460 1060
9327 3799 602
9850 5619 469
6557 511 436
294 9884 194
979 506 721
6122 9351 425
3215 6855 168
4993 2406 189
5760 6290 454
