100 500
1248 573 227
1433 5269 423
5717 7294 250
1764 9417 120
3263 2752 184
8074 2147 536
9093 8048 532
4282 8301 315
4083 626 487
6989 4279 464
1301 3519 367
5453 7898 673
24 5362 560
1101 2220 287
9097 1709 151
9677 345 637
8635 7463 337
1966 704 149
4757 82 267
121 8020 417
2834 4547 530
6520 1928 877
2595 7154 102
6581 3030 317
7781 3571 545
7309 5434 476
7090 2762 302
3332 7114 408
8124 785 240
5687 3573 399
8846 1716 204
3919 3833 675
9179 2237 566
4537 3937 757
2320 4658 154
8309 1506 708
5557 1181 808
3434 4505 221
8336 6368 487
7535 2469 410
9939 4845 256
7903 3381 357
3959 7587 92
6848 8436 448
4724 2535 456
2009 3570 738
4251 2280 152
7404 3431 131
4518 1941 633
3720 3190 551
2952 8381 487
4696 8509 744
9563 4483 320
3014 7899 50
851 6902 70
368 7142 883
1747 8271 384
523 2058 453
2210 3723 378
494 6934 147
6258 2504 293
6856 6862 353
1136 612 222
6645 2006 393
8906 365 805
5196 8210 476
8746 9893 736
3071 4661 684
4376 2438 306
2560 1579 742
9340 2928 739
8721 7439 375
7551 5596 314
9497 9761 454
5672 9992 761
3047 1930 710
8848 6256 481
5144 6336 584
3220 1789 447
8343 2126 231
8506 3539 644
6688 3605 448
9784 9760 101
8266 512 276
2198 827 689
2091 1538 651
107 7164 230
8977 7659 733
9113 4826 691
3772 4785 414
4818 3172 683
3067 18 453
5780 8212 553
6355 9000 148
6353 4698 475
7479 4860 514
4589 4167 361
4817 4374 159
3927 9435 268
4886 2477 225
262 3330 115
367 370 279
494 9344 612
4381 9607 492
4171 8153 541
744 5341 27
1325 3812 199
1712 7105 330
8376 8067 182
2458 4729 766
9117 9937 270
5941 58 195
456 758 448
4432 736 680
194 9319 218
3213 6808 716
9001 3581 868
3530 9495 605
9277 7911 316
5455 9800 532
6065 6199 402
1494 3742 155
6363 3206 494
7200 4739 348
7625 9658 99
9469 3094 123
5947 5410 409
3152 2755 641
2521 7585 592
3491 2715 810
3256 6705 556
9523 2257 80
6638 3054 529
8104 2267 922
7317 3559 590
2068 3382 350
6111 3562 846
3477 2474 625
3120 677 289
3566 745 325
6687 3035 628
3839 8986 615
4797 3343 235
1741 7318 660
928 5233 374
6385 536 627
8290 2261 488
9145 1280 407
5315 7250 787
3547 2632 487
7161 1967 166
2367 3272 666
5529 5844 622
2099 5001 460
2873 5665 392
5746 5912 227
5052 5937 319
1250 6201 976
9281 2991 901
3520 6561 169
4576 6257 661
3450 9218 691
8518 2595 165
6850 185 403
6197 398 215
2818 3359 513
2365 1537 859
2983 4247 234
3733 5082 615
9248 2958 272
7099 1347 341
8870 8503 383
3636 120 300
4705 9269 320
9463 4577 657
5831 392 465
834 9281 752
9610 9353 270
8228 2813 134
9538 4426 293
3211 8708 453
4137 1928 515
6597 7120 481
2527 330 536
8555 8128 435
9640 2006 655
9475 4862 655
510 3111 459
4982 1567 350
2381 798 1042
2496 4564 838
1190 3330 549
197 7152 87
9035 4777 699
9965 4926 687
9203 9528 319
3634 9692 440
7809 6584 194
6813 336 782
3266 1720 594
4816 2907 638
3726 4291 171
7769 588 604
3755 9104 488
2155 2488 552
9902 4651 721
3404 7444 518
4334 9953 300
948 9721 897
4730 7266 846
4647 286 246
3146 4634 608
9978 955 470
1218 3143 406
7644 4484 334
4863 2460 122
7391 4942 315
3104 1513 568
5530 3211 506
617 4038 264
2051 6871 780
5041 5455 281
667 5727 364
1760 1615 578
5449 6490 413
5233 96 610
6776 8380 234
4730 3107 689
9335 2300 140
6250 3331 245
6785 7466 404
5792 528 765
2408 5248 715
2041 4290 227
8459 9010 154
8328 6862 611
5881 9722 681
8669 6548 283
