100 500
1306 4416 698
9374 7932 576
3667 2346 557
6156 1286 243
6789 8937 325
1201 1980 507
1868 3036 464
8336 6168 376
9195 4636 216
4637 5891 342
7139 4712 657
3354 4545 539
5605 195 259
8025 928 370
8279 4139 215
9986 9585 115
4907 9360 199
3869 8575 469
8058 25 136
9861 4847 594
5314 7414 549
6828 7182 571
450 1516 730
9702 5997 143
6152 4340 559
8240 9643 753
5404 1594 519
541 1009 100
8141 8566 184
8289 6420 345
9058 4627 817
2357 3965 275
3987 6226 246
8892 2045 487
2603 8753 416
3245 7918 556
2520 73 586
1452 9322 547
1589 7507 612
5320 4093 249
1847 3560 404
3736 7251 393
1507 629 610
4613 6000 215
5548 9254 238
2421 4606 157
3882 1130 77
8571 4221 286
3709 3816 400
2619 6312 109
2569 5864 382
582 1441 303
5937 8387 442
764 3878 598
5894 6084 524
7971 7741 209
5996 8059 625
1344 3855 450
8689 2309 518
9856 4237 383
1564 8629 193
5195 1798 327
9759 118 818
6019 9820 526
3934 8638 72
6133 2856 379
4502 3067 454
4297 6791 102
1454 5061 44
669 3700 226
7497 4992 247
7793 3494 677
3052 5490 112
7349 8093 291
7799 3557 186
8682 5715 231
2186 3877 784
7513 1946 316
347 3533 383
1766 4282 361
8523 4251 518
7138 9378 488
3671 7787 211
6169 1477 527
2849 3191 168
5178 6698 804
8183 2971 817
6544 7587 471
8461 246 348
2032 2613 333
3803 714 627
8328 5990 729
943 5842 668
4288 1291 636
5727 2406 698
1925 4250 720
3010 5415 586
9980 6681 419
3202 6150 708
8158 2403 620
5693 9688 743
9102 228 92
9012 1998 613
7816 3825 525
2244 6200 216
6438 2400 132
3267 4767 903
4742 562 664
6961 5382 113
8205 9040 348
7788 130 790
9642 7150 592
5545 9623 776
183 5100 534
2125 4694 165
7503 7818 374
4382 2957 477
8046 3394 309
4956 2214 786
7220 3552 811
4767 10 267
2304 8034 292
1129 7046 89
8596 8090 268
2428 6802 299
3482 6569 593
3284 3125 766
3719 5182 313
9100 255 441
282 1225 184
4949 4137 400
5395 9331 46
7095 3441 580
9078 8403 398
2008 2650 439
8307 6775 474
2660 612 445
1161 3790 309
4010 6109 372
8232 6439 147
9263 1715 733
9360 2548 440
4840 3079 408
7730 292 446
3334 4364 164
1517 4635 447
8501 6912 647
3967 5596 550
6705 9397 348
351 5065 296
2047 8659 499
8192 4707 418
5623 9353 276
8497 9633 340
5463 3082 555
2424 4726 408
4797 1784 872
3626 5989 260
1216 1356 651
6281 902 625
2072 4150 310
5538 574 442
