100 500
8689 9827 634
7024 5928 275
7970 1926 271
3762 875 926
4121 6737 100
4011 6873 357
6862 8260 477
3594 4903 193
2647 506 614
6180 109 589
3368 7988 554
5698 4388 690
2392 9780 679
8315 6501 233
870 6829 214
7183 5911 456
6656 4208 571
8191 4627 58
2486 1953 35
5502 6608 345
8690 5865 262
9833 5553 244
477 9779 252
6808 3124 93
285 9341 301
9586 3653 634
3681 5284 398
8041 6073 256
1416 2709 494
8926 8639 343
9538 2461 70
4550 2547 482
6669 2742 280
3526 9156 653
1047 5380 684
2116 9738 745
1245 8301 499
1643 1722 556
8080 8451 330
4847 8365 723
4144 785 349
8370 7825 631
6069 2763 631
250 7486 483
5472 9176 118
6125 1363 759
7990 7027 519
3910 1011 395
6121 3788 678
167 7169 355
9168 8635 963
6907 413 205
6936 8550 266
8487 5016 151
3353 9686 332
9733 7498 447
471 4455 504
5323 6541 425
7219 5574 224
379 9043 275
1102 2856 466
6758 5444 87
9883 7020 663
6456 6005 566
808 2975 757
9526 9976 511
7963 2785 335
6741 4899 225
1335 1581 451
6268 1040 113
1267 2353 58
4890 8091 667
3161 6566 611
984 380 484
8492 1363 182
5775 5946 286
571 8886 188
1391 454 578
5906 7847 285
2811 6715 508
822 8689 646
3043 8785 118
1474 6137 452
37 9161 699
7718 2657 778
202 8985 380
1362 5092 401
7076 4523 730
8010 8060 273
1255 6502 158
5775 3383 633
2449 6346 544
2269 3840 522
3153 8175 701
8039 2316 822
1242 5213 232
1006 638 262
351 2480 127
6775 6740 191
1642 4493 675
9397 8196 684
9830 7111 484
9640 3259 385
7987 7651 172
7671 9242 55
4153 3447 382
8977 6602 439
6145 1246 189
6794 5650 882
5774 4833 492
7967 3368 8
47 8973 102
4006 398 429
7805 781 717
7138 9447 741
1626 2887 543
3995 1457 474
6350 3636 498
1068 4337 442
1287 8739 681
9932 1792 266
8538 8909 229
4747 1036 417
6508 1541 466
6686 2282 300
2727 4653 317
2002 9126 259
9978 6009 504
9524 7784 652
3142 3014 300
3583 4769 774
2253 7579 539
2578 4955 665
1215 3646 176
9293 8854 509
8737 5577 441
646 3628 17
838 5393 698
4664 7346 422
3287 7702 802
5980 6014 395
8708 7983 325
5140 8686 459
344 1016 487
6470 3486 718
382 54 713
8255 8987 525
7633 7185 183
3942 5200 160
7183 9587 128
4054 5921 397
5164 1052 364
5901 6003 875
6446 6917 553
9701 6085 100
4619 2034 87
2099 3327 471
6369 3591 223
2014 6713 469
959 4836 372
199 1341 186
1242 8455 754
328 5227 386
1992 622 589
427 9176 170
210 4481 73
5097 1726 646
1886 7350 574
4081 8332 457
4267 135 737
769 8886 91
2169 2868 636
8566 8538 445
2811 6932 350
5251 3770 552
1768 1802 517
1463 9363 269
6609 8143 488
4590 8602 148
8765 5018 346
7778 5327 338
5851 9227 512
7054 7737 573
6577 1135 678
2421 844 591
1270 3190 140
6082 9791 547
2410 1000 741
8329 1573 317
7932 9932 369
5343 6053 480
1735 3158 550
5416 8344 315
1301 6 365
3298 67 741
5024 1076 199
1746 7228 593
303 8800 491
4965 3232 314
6288 3739 306
4076 3910 492
6929 6511 805
3702 5692 409
7511 8383 319
7265 5444 133
4668 8961 339
7849 6403 301
2119 3265 320
1099 3421 320
3271 4398 498
9840 4648 478
1826 7938 652
1876 8482 523
6739 3193 504
1714 9379 513
6932 2143 447
3289 214 718
8654 3343 243
2258 2517 476
1727 9523 271
4313 6395 224
4836 2162 496
9150 6956 716
5427 6601 664
6729 5051 525
7351 2921 421
9699 9178 397
859 1575 356
7660 3950 438
1120 9374 294
3329 8053 621
7869 2971 225
4619 2875 837
6314 6877 808
5393 8041 506
6400 9706 215
788 7589 246
8221 6290 619
4545 3648 350
2892 7626 638
8699 243 91
6899 4750 323
9421 7758 756
2677 3433 383
1709 3798 191
9160 1390 604
8203 7029 655
4361 2822 308
9905 676 636
9699 1650 165
5069 2451 532
1356 2210 779
40 9577 355
8500 937 474
9578 1392 436
4915 4629 417
7988 1814 503
5732 3761 483
9573 8409 86
7195 7634 503
2207 2707 545
5376 6762 332
9736 9738 561
9584 5993 530
6766 5635 299
7643 8187 832
8087 5352 493
397 4479 689
1281 8898 343
5417 7211 768
6642 6684 732
1841 4630 359
8499 3925 897
8392 8072 752
2334 1939 250
2058 894 192
4646 7434 718
7656 734 600
3524 7241 489
3080 6642 175
2876 7075 524
4830 7315 320
2427 1579 367
1795 61 416
6829 3564 364
7272 3472 496
248 5465 705
4454 8747 306
9390 9198 509
3171 1725 143
7489 1581 306
8971 2135 700
9016 6627 352
9222 8892 809
220 8654 606
5535 9449 632
5729 365 337
6764 8157 704
1944 4911 332
8218 8774 216
8475 1842 206
8598 5076 775
7308 3052 666
175 6698 398
8603 9699 323
4775 6092 426
1280 3746 597
4580 6648 614
6726 154 197
5541 6946 546
8808 1076 312
6395 4537 619
7793 3160 610
9046 6089 570
4423 3616 638
4863 2899 360
5459 9813 846
4327 2767 551
9218 4502 807
5817 7821 613
4201 6945 721
3913 1834 654
7043 4845 852
8482 3769 741
4999 4023 291
7068 3807 196
1451 3463 249
8345 9244 416
2975 3743 394
5334 7399 151
7360 6549 43
6650 2819 185
