100 500
1726 5165 184
6659 8226 481
1367 9232 246
8579 310 390
6128 2243 629
8974 4514 615
1255 5257 898
750 5454 780
3774 2379 554
1455 7868 429
6349 3761 569
1682 7255 362
9174 5722 213
7252 1862 368
1930 3710 101
8218 8 537
5227 1229 332
8235 2947 684
461 3166 755
3257 2941 473
5409 2231 379
7455 3017 265
7488 4558 670
8471 1263 248
6937 9926 605
9131 9638 46
3687 7165 465
6894 2862 707
2888 498 835
1076 1170 424
560 9294 175
7531 5787 209
6875 5766 689
8734 7337 268
8932 8343 486
6630 693 562
575 4086 473
3710 4415 354
4996 2181 270
2030 1933 621
2108 7514 665
1572 2147 395
1031 4818 404
1361 3919 720
1668 2437 744
1442 2228 89
8083 5325 423
4367 4959 343
1091 3102 745
8648 6375 899
7797 5278 450
7068 8372 100
5716 7131 405
9140 712 292
9312 7522 424
8998 7772 539
5036 6922 775
6272 6068 396
8092 3985 215
6339 9760 660
6423 4133 290
8340 858 226
9458 2707 485
2169 549 200
2161 7169 255
3276 6311 472
2448 6697 229
4683 4516 776
3828 175 542
1581 9492 443
7698 579 615
3617 9086 305
7501 9889 566
5154 1945 756
3874 1494 750
1705 6649 566
5627 6397 505
3860 1438 403
5456 6029 434
8339 3970 475
3199 1616 553
281 1999 164
4665 1316 172
6515 4845 658
1492 8096 575
4337 5542 642
5027 4306 379
4628 8880 195
4195 9783 294
825 4422 632
7629 2530 229
7423 9608 848
5279 1283 332
1046 736 599
7313 5738 340
1058 6864 765
7354 1339 454
8863 8371 754
2655 1730 425
3216 499 89
9827 3905 177
2393 1206 414
8212 7022 456
87 8759 575
3157 912 222
3181 7138 462
9795 6957 319
6746 5074 624
8240 4145 203
2162 1905 707
9883 3220 282
8769 3589 241
4559 7632 867
1960 3567 682
5715 1528 294
4066 5542 190
5433 2812 275
6748 3645 995
9834 3187 755
2405 9343 461
4100 1938 384
6481 3895 291
5247 9579 524
8969 3488 542
76 1132 476
1745 9959 734
4352 515 554
9900 5264 80
4499 8212 388
8831 214 358
9740 9249 101
2108 5174 472
2061 5209 897
5171 8247 325
8396 3928 385
7590 2496 612
2219 4071 505
6391 7466 494
3651 1713 526
7306 3727 532
9197 9052 447
39 3549 270
9567 6291 459
5165 418 976
4504 3996 202
633 596 398
9598 9093 105
5770 1659 591
4302 7294 372
6259 9051 451
1222 3849 493
1547 3441 290
4273 4291 594
7260 7924 620
2356 4566 362
8003 1553 212
3618 4394 362
1454 9537 451
686 6620 595
9956 1542 429
6968 589 492
2138 6566 651
6034 4261 408
4578 337 616
1555 837 620
5740 9129 100
1038 3639 386
8923 5311 366
7930 6183 441
9587 6638 461
749 7591 292
8191 720 302
8337 5998 784
257 9023 523
2618 213 89
6917 5938 66
7154 9056 168
8857 3189 423
3317 3435 756
9878 1224 384
624 5618 235
6705 8014 432
9257 5628 65
3326 3540 271
8163 2913 313
178 5265 712
6856 4722 495
5985 5194 112
720 2594 440
569 9690 233
2808 7487 721
1980 6314 532
2895 837 626
9503 2564 285
624 5733 708
3788 7600 104
1351 6845 560
5615 6961 672
8826 8941 920
501 6989 398
8206 7031 110
8606 1415 494
8105 943 586
2961 5177 686
3538 3530 665
4867 2698 789
7369 3200 246
9012 264 666
4037 4868 675
9180 4662 250
601 9320 810
2262 8305 234
6166 7877 323
5266 4992 489
3170 2119 668
8333 7729 151
9150 6940 728
9144 3608 502
7883 8457 359
8785 7773 796
8339 5 342
471 5709 473
3205 9484 734
2325 7242 93
704 1506 676
8256 1305 483
826 519 306
9610 3344 139
4748 1228 192
8336 4271 730
3347 3022 352
8352 8850 156
9962 3848 246
2458 4197 333
2305 1243 718
1971 644 596
1248 8794 630
6353 4453 351
4630 5031 764
8048 5334 581
6537 6304 829
6640 3715 342
3175 2602 539
7060 4276 140
3831 1748 184
4899 3530 183
4770 3251 569
2380 1084 401
7099 4838 472
1634 9404 633
2434 9957 660
6400 3682 236
8751 9106 500
4488 9734 696
4137 2536 775
5068 7026 420
5192 8060 497
7093 4720 305
7015 4153 669
8996 846 146
2254 247 67
728 3376 484
3498 3109 591
813 6949 482
4299 2447 356
2705 6733 199
8756 9105 234
416 3859 99
8211 4904 88
3593 2348 426
3792 5014 604
5726 8984 270
3074 2820 351
3704 89 641
3325 9052 445
7287 5579 144
9299 8016 470
5308 9149 92
7477 6121 591
6098 1776 377
4920 8803 365
4862 3676 133
7909 1630 586
7535 2472 532
6534 1129 608
4821 6678 678
6143 547 226
2014 5569 620
9719 2071 135
2011 3045 856
1123 9298 74
4976 6775 148
3666 284 413
5924 7495 745
6405 2023 280
5624 1325 415
826 486 360
5001 5087 264
2116 8889 255
7560 5002 446
18 8733 426
8032 2513 409
5632 46 988
4434 5352 450
2117 6445 586
4749 9593 381
5744 9725 507
6368 5762 598
10 2292 363
9610 6415 854
667 5234 526
4093 1494 692
2072 9094 448
2933 4188 235
7983 6845 498
5542 4353 801
1930 3574 207
3218 7563 697
9972 7653 146
9267 8442 333
4098 4016 397
8035 6194 475
