100 500
3430 411 813
1134 9492 451
6522 318 644
3151 6557 685
7397 6322 525
323 9502 468
4159 3159 794
8415 6581 387
6561 5715 426
8731 6529 479
7103 8579 488
6213 4704 592
6218 1503 325
1475 8429 259
7223 4168 364
5695 653 392
4579 3181 25
6498 7453 701
9852 6001 746
4010 7249 606
2323 4333 287
6751 6482 426
3844 1519 156
9416 406 505
3586 4499 572
3287 7042 515
3078 9500 356
1746 9297 463
7355 9574 345
7726 4578 423
94 3422 663
1584 1025 166
2955 8082 360
8478 2807 588
4083 2488 793
57 6406 751
3173 3160 450
9241 3369 437
1031 8657 269
127 970 556
3156 3415 669
8012 2587 364
2915 6110 193
1884 6623 468
2036 9610 388
1201 2130 145
9384 2785 68
3155 2340 421
7219 1633 171
1499 1302 676
473 1556 467
4061 9998 414
1069 3302 635
3368 8452 332
8311 3495 937
9422 7819 773
6910 7434 429
406 6178 347
9897 2290 317
2801 1933 428
8253 354 616
4064 3989 321
3140 3571 574
2681 359 645
1557 4181 659
8014 8382 429
2089 2075 386
8381 9510 251
1729 1749 815
7963 40 548
1596 7385 852
4211 4859 615
1172 4618 596
1037 1069 566
3260 190 174
3002 1513 78
544 3418 204
1855 36 489
3342 888 193
6748 1251 583
5069 4762 550
9633 3511 338
3189 8014 268
3021 1270 343
6115 984 441
7662 7712 765
4722 1873 565
2571 5894 857
6491 9960 601
3315 9752 434
150 6317 111
7617 7046 519
6088 5824 198
3435 5782 413
6713 183 168
7033 8134 450
1297 6666 456
7997 4486 723
4681 1019 296
2108 7148 190
8355 9770 257
4860 9429 171
1643 3783 38
1675 4487 666
95 4990 502
591 245 378
7660 4560 354
3644 3748 730
385 7079 101
9530 3450 586
7262 6563 322
7936 4911 734
9581 5934 520
9397 4262 462
3305 1505 501
7763 8012 118
7627 2623 329
3794 9270 686
2759 5469 620
109 2854 216
460 700 208
9452 8120 313
5261 3096 363
1868 1998 355
6527 7750 484
1800 141 205
665 9736 557
5052 246 325
2022 801 511
861 1679 94
8658 8624 165
6044 6285 608
7599 9838 1070
1907 358 519
5307 2017 333
9565 5767 825
2717 9017 231
3887 4330 390
8465 2107 66
6328 1344 478
6209 8128 430
1485 6874 472
4217 2889 272
3473 6239 744
3690 4334 658
4271 2348 675
9310 315 312
4985 6909 305
153 6892 660
3620 5460 384
8909 3185 672
7580 1627 371
8554 7819 420
5957 3371 267
9927 8638 645
4715 2488 303
6766 2552 200
5715 7335 144
5441 9188 812
3575 5483 503
9874 4198 679
4183 9184 454
4513 9168 467
2445 1018 451
6060 6065 220
2830 4970 574
5602 410 338
2949 4156 76
8230 5258 517
3879 4509 385
3896 4946 754
6997 7015 768
7498 2712 335
4350 9291 268
8252 4277 707
4774 8126 248
8475 5309 650
3662 9340 419
4477 6108 549
358 538 481
2173 3189 411
1860 7776 202
3599 1161 739
8284 8181 603
6419 2164 740
9042 6668 522
3462 2392 240
35 7313 154
5104 737 276
6604 9709 41
5015 7731 363
4187 9842 513
3040 7850 217
9183 7518 657
3958 9541 70
4408 2483 598
9082 2620 334
259 2682 164
3781 4896 173
7215 6552 332
3412 6258 673
3220 6874 474
8650 9607 862
4187 106 255
345 7144 41
6167 1712 649
1227 355 565
1554 4267 796
8205 737 779
8137 8515 401
6631 2545 372
998 5713 327
5165 7610 742
4747 5298 500
8858 8315 532
1851 2270 196
4573 5071 497
5496 9575 280
1031 6036 106
6033 1376 357
3180 2201 893
3088 4407 116
2556 4642 125
5026 7113 498
1732 9516 294
5628 4715 360
2061 2978 490
428 3579 213
588 1528 259
5229 9446 417
9843 7080 425
8068 768 805
8504 3565 443
343 9535 587
5953 2728 272
911 9133 583
4929 351 304
9892 3837 111
4993 1270 529
7302 3077 236
786 9282 414
7792 9200 218
2261 4573 413
9131 9201 536
6101 4360 563
5000 5944 326
1441 3068 220
6712 6297 514
2985 3407 322
5832 5290 502
6135 3095 88
4423 7417 463
3446 667 364
1254 4791 845
8290 4909 335
7869 9076 387
4191 2013 691
8276 2804 783
6586 7407 675
2006 2687 373
8120 7006 287
4983 9561 273
