100 500
9881 8494 196
7606 6520 220
5619 5304 274
1033 9939 347
7298 8207 575
7249 1757 324
7398 9325 144
5376 3908 862
6203 6798 340
3017 4898 758
7474 8081 355
6640 3338 655
9137 9315 258
2761 2362 148
1002 2500 56
4039 7235 329
994 7998 445
3755 2965 638
3302 1140 394
2904 6953 531
9348 6506 204
5062 3098 607
2183 438 92
7006 8386 431
3588 6376 99
9636 7414 663
809 6277 532
752 9946 348
1944 3513 632
8660 2946 466
2365 2700 674
181 9712 522
698 288 572
2677 352 636
7780 1934 386
3657 7128 478
4792 8719 491
6578 6975 269
5509 3585 493
1714 9097 625
6313 1350 242
2863 7122 550
3979 3616 396
3420 5923 495
3481 2080 82
5221 2199 171
1132 1754 718
1911 8182 482
8394 4588 435
8535 6175 207
2874 8544 677
9655 7666 147
3616 6234 615
994 9125 813
6171 2708 899
4575 2484 298
410 7438 591
9606 4390 402
7406 9378 162
6665 7240 873
1458 8239 314
9439 2591 604
9993 1350 257
773 4740 627
2290 5660 755
915 1517 39
4205 570 656
9183 7821 374
3156 177 310
6946 9327 199
9237 7873 420
8163 9648 234
5312 4121 303
390 9070 647
3499 7055 833
6310 4958 587
1646 5749 406
3901 1640 361
3451 4674 584
6380 2094 211
335 3647 501
3611 892 636
569 9146 541
8713 3726 269
5676 2011 414
9405 4913 312
9885 3921 634
4561 1549 140
8042 1303 601
619 7894 527
4711 6930 511
9204 6357 479
9031 3105 154
4349 8835 936
4131 7081 651
7281 4466 50
728 7244 507
1710 1298 458
6390 423 754
1376 2066 91
8787 7133 319
3332 5024 411
1054 4245 346
6573 9097 646
5549 7192 300
3343 260 707
474 2547 473
6617 5858 687
5652 967 204
4693 9783 209
4400 1974 412
602 5129 461
9218 8664 404
2779 1960 690
9088 507 341
379 4227 181
7640 3711 443
9251 8695 718
7956 5824 334
4144 3505 164
9368 7487 499
117 9843 745
6386 6735 670
5701 2038 273
4054 6746 62
8173 8454 494
5072 5127 810
9935 642 564
3792 9066 584
2602 9232 705
9573 2981 330
3459 7214 851
3044 9062 720
2261 1001 201
4886 6405 639
858 4254 153
244 976 410
449 6630 760
4063 2502 334
5020 4469 142
9248 3193 929
2923 672 756
4673 9211 350
1314 4817 740
8277 269 664
4049 4203 630
9602 3860 321
1417 2647 402
