100 500
6706 3460 703
1795 6518 104
3801 1986 288
409 3415 271
6031 2440 216
9248 9771 324
1129 9475 603
3461 8621 573
3376 8101 134
249 8822 407
4282 5370 79
9516 28 439
2123 9054 461
1256 921 45
1610 3463 184
438 4668 263
3275 2233 608
1187 3428 545
572 7948 692
6843 2955 314
6740 2443 636
2727 7870 432
1919 2540 969
2843 1647 442
641 9444 878
469 1276 90
4815 6337 147
1304 6938 842
5391 8912 454
4211 3353 848
8727 4649 438
8022 8354 550
3234 5561 237
1782 3806 464
9861 8625 660
6762 6601 303
7421 5841 253
823 9340 328
4733 3666 68
7339 1726 281
3111 7808 456
3002 4278 655
4146 658 799
7568 5889 332
5922 1779 938
5595 4649 134
2780 9969 187
3003 6014 391
5530 4785 224
6173 1743 415
9763 9287 564
8344 7184 175
1480 5520 599
2876 6213 391
5538 215 669
4291 5001 257
8023 7294 146
9279 8521 218
4304 6847 423
763 227 362
4978 6358 303
1228 4110 351
6327 584 101
6477 8209 518
1721 2650 825
9952 1484 202
8289 4648 526
5020 9769 360
168 7896 493
2334 2059 407
8111 6625 609
7060 2487 663
3919 2692 523
7360 8224 181
9539 8123 429
4803 870 681
833 6031 471
4980 3512 380
6615 1457 327
8073 8337 269
459 8025 550
6173 8748 452
9026 1194 502
4869 5546 268
5442 7203 736
7605 3554 1024
3829 4666 425
2393 4100 636
7358 6105 847
8676 3249 562
4229 3479 115
471 1414 416
9511 5452 290
4927 2478 502
3261 3000 419
815 73 406
7378 6989 150
8821 6404 705
4535 3691 230
8302 9977 125
894 5908 186
9883 1075 783
6926 2276 630
5176 4284 160
8382 3852 599
3885 8963 434
7332 4357 533
377 3195 181
6161 1656 117
5673 5774 596
4657 2841 224
5847 8387 620
9830 1021 403
1143 717 584
1064 9445 951
694 8310 684
5353 578 546
9386 2279 438
2854 4562 792
2915 7588 465
4766 3153 561
2903 8450 468
3862 9633 303
7997 6375 423
1289 3671 145
2149 2298 466
2864 4349 652
685 9046 176
5370 1828 168
9763 6434 534
7626 457 260
4744 2979 386
1035 482 242
1611 242 424
1396 878 490
4182 6163 363
383 7086 261
965 4245 371
6719 8963 127
6972 8008 805
8986 5474 184
6659 1850 509
9823 7344 186
7248 1545 242
5525 7011 316
4331 3151 585
7468 5427 459
2482 4856 755
5910 445 404
5098 3658 426
1324 9280 242
9821 1707 321
2718 7139 755
2305 9437 449
6102 9277 454
3798 1440 666
4751 457 542
9642 926 456
7801 6890 559
2471 9678 575
3901 3154 219
9181 7721 98
8582 1664 212
2577 844 208
2109 4027 283
4502 9785 853
9660 676 549
7845 2378 200
7815 150 695
1816 269 248
5779 1966 291
1709 6883 140
2423 1351 315
7809 6576 545
8241 6633 698
6255 8494 536
9787 1788 338
6215 4721 295
3452 5145 167
5565 1914 470
5524 6420 453
1699 1536 775
7096 5896 141
3915 1263 192
2398 2083 219
1532 8178 138
4049 3241 877
5061 2824 302
944 9222 439
9400 9185 485
5855 2007 370
4031 1995 349
3796 6598 383
6716 3600 522
8095 8634 386
5514 3620 557
1406 3566 286
