100 500
5887 5014 700
3820 6626 645
6946 6646 673
8358 1890 418
4784 9548 369
5703 9151 78
9106 2709 511
3371 8106 722
7588 8302 546
3090 8177 250
4200 4635 158
9939 4578 474
1135 9438 363
599 6986 750
5179 93 391
3278 1066 253
5107 3450 165
4044 8405 330
97 8755 375
6647 4881 738
4655 2350 648
384 3762 464
1412 107 233
1868 5352 675
8409 1310 323
9881 8961 663
5945 6173 430
3539 3433 410
5611 491 618
6771 7142 459
584 49 851
4560 2044 275
9852 8605 172
449 9949 427
7360 7097 578
1182 8367 481
5799 7918 152
2129 3563 708
8025 349 680
8916 6435 426
1660 8797 741
1748 3957 608
4970 5288 137
3742 6933 123
2131 513 620
4075 2715 358
6915 8636 636
1111 6767 236
3593 1561 413
3068 7305 353
5010 4250 648
5672 809 689
8520 7802 420
4373 6545 652
4503 9641 110
9332 2515 247
4790 1081 212
6473 6113 389
2721 6567 277
3046 4852 517
7081 7122 210
3919 3996 665
2110 5031 457
763 5703 549
6592 3831 436
3008 1602 322
4433 8680 238
8763 2953 243
2834 9488 472
5850 3690 95
5481 5183 649
6205 272 738
6264 9030 503
6385 8985 615
5598 5783 299
189 9031 571
9257 4108 340
3027 1367 875
9139 142 616
3422 2083 501
325 6430 45
37 1110 543
1463 8801 766
415 649 814
4641 6265 274
4339 123 198
1448 545 232
395 7712 470
9575 3132 436
3049 1525 380
5267 3238 870
556 4525 226
7347 3583 542
2244 2838 208
77 5667 672
4922 6754 303
8449 4959 366
7864 9912 394
112 8279 453
562 4754 270
4545 1253 252
4877 2345 317
1798 1624 300
58 7726 518
1108 9459 384
9251 6375 340
2698 9808 294
7252 6397 628
9743 9497 696
9235 6173 894
1516 4157 534
2927 9965 260
5469 7144 405
6230 5581 675
5423 3144 44
6687 6320 609
4397 7916 617
5018 2548 195
9540 1428 526
274 7000 536
887 9525 704
9728 9937 605
9333 6980 473
6334 5429 292
2829 1922 657
1602 697 554
2431 4529 236
663 7900 395
1673 3245 599
9834 3449 109
6389 6521 657
6121 7138 438
4438 1139 649
9686 330 364
2567 9960 376
7331 9807 503
5838 3411 443
