100 500
7268 9436 801
6722 5743 479
3395 9980 653
730 2728 449
5884 5896 298
5434 5698 177
2970 1767 423
2625 4668 480
670 218 186
3953 5853 772
4943 3870 299
3024 2672 549
4547 8291 452
1820 644 732
8051 77 233
1299 1672 140
5866 4373 220
3767 5613 187
4354 849 552
4693 6590 193
6746 127 49
2288 6068 857
1894 4913 727
736 8916 195
1484 1041 350
1121 2779 654
4912 4146 243
5452 5811 496
2437 3624 657
6455 6841 594
3701 4106 364
4865 5919 54
4832 4984 845
7884 9186 281
5833 2577 313
2128 2579 191
2704 768 112
8647 950 207
2033 9383 633
9867 3517 495
425 7340 133
6297 1689 828
7838 8101 759
3852 6628 237
1725 6659 802
3469 1778 393
766 4686 675
4050 5598 673
9670 1934 401
1136 1855 543
4512 9616 774
4435 3568 638
384 9434 712
4519 2417 432
5170 738 700
2287 5595 110
8078 4936 209
3636 5917 257
3037 7488 660
2545 1114 202
4147 2366 255
9244 1265 710
3404 3294 814
3215 9426 444
5229 4351 250
1281 6093 495
319 5716 612
9661 703 665
1503 4180 485
9473 6673 461
4918 1760 351
2268 2997 801
3048 2256 511
5266 2437 392
6096 4163 421
3551 6595 311
2881 2795 310
4213 2637 644
2442 7428 218
2063 7671 324
8132 3344 99
116 8451 680
5413 9777 693
5507 6916 216
3958 4980 391
3589 5228 725
3092 2209 786
4577 6140 911
4465 9843 753
4929 6913 762
358 8480 463
9860 3239 256
7627 4073 29
5876 6421 571
1502 4291 504
444 9634 190
7636 560 310
4437 3049 193
338 9944 255
6317 648 483
1276 9906 762
5876 720 417
2115 454 822
3212 2932 457
6649 8141 870
6197 7008 336
2973 6057 633
6599 6953 569
131 8828 646
3374 7985 849
9471 3819 271
7619 7107 491
4379 8408 982
6508 1069 295
4705 2825 780
1717 5981 146
9083 3946 552
3054 7550 507
752 6266 235
482 7401 334
4408 3031 117
761 3733 203
9089 3713 642
686 5572 206
8893 413 359
3557 8364 368
4232 7528 609
1824 4963 727
5936 8332 429
6033 641 187
7510 4102 432
2975 6593 215
4400 6029 551
4144 5152 461
8647 978 446
2554 9407 503
4010 9667 523
3141 9451 192
