100 500
2059 1065 506
2431 2634 228
5628 1447 327
6282 1511 156
883 7579 601
2357 2322 524
172 319 297
1844 5490 524
1154 7459 441
4346 8083 540
3057 5139 452
4457 4711 354
3699 3612 794
3750 8231 275
5055 5093 619
2564 7114 220
2510 1348 438
6101 8139 308
2795 8735 146
9650 30 441
6315 2008 522
2352 6487 319
8679 548 255
8329 6185 945
4359 2675 503
4269 7416 674
4167 5078 610
8480 7866 385
8690 8582 225
2450 98 542
3675 1366 546
3564 2538 184
9066 9665 769
677 1861 283
8401 6679 275
8244 1068 590
5039 596 158
3907 3718 419
1145 2237 1042
9904 5504 571
4912 4173 327
9273 9079 768
9251 4105 763
3298 4293 477
2687 2100 344
743 2714 484
3466 4308 625
5252 8885 639
325 2281 766
746 5078 820
8961 8990 676
6146 4000 738
5939 6406 388
4071 3436 456
8643 327 519
5292 9907 513
852 917 653
5339 6455 304
5022 8637 187
748 4061 603
7089 7844 151
6776 6907 445
8504 8380 156
5792 8829 812
662 6539 593
260 5975 554
1881 2758 579
6327 4172 172
9164 398 377
7608 4159 212
7077 2901 572
4067 7929 601
3818 9406 499
4384 5193 597
4395 1485 504
9254 1484 196
9329 6030 534
8391 7833 162
763 4184 475
3014 1425 439
7075 9626 219
3752 8956 896
2385 79 98
3129 1549 345
6830 7089 317
2061 3907 236
6342 6128 311
1837 161 623
5534 6221 200
5354 6281 538
7706 4608 80
7765 7035 511
6991 6156 412
1220 7754 764
6692 587 425
5531 3767 397
213 5635 797
9076 2598 869
5714 8557 352
500 2544 767
5646 2561 464
2804 1989 289
5041 4641 462
8502 6927 479
7214 208 500
3208 4921 119
1168 973 474
8308 8159 304
3481 5881 284
2265 174 409
6468 4148 738
3941 6681 226
9783 3017 184
9280 1850 778
7926 6132 520
746 3573 806
8693 3550 352
1914 86 709
8191 416 806
7013 1758 253
624 221 287
6679 8144 368
1194 1339 361
2656 4675 267
7220 4921 808
1201 3688 479
5422 5143 630
6722 1557 390
4512 2354 382
3407 2439 502
8486 4154 323
2364 3531 324
7704 4278 199
3617 2248 330
1046 630 843
4006 8022 624
851 7037 461
6166 8397 580
4728 8822 542
9424 1949 409
96 626 318
1989 5518 345
2121 8711 544
3427 2985 346
1065 6835 875
5424 5903 99
7341 4140 749
9434 1397 744
4770 3051 353
9997 5816 408
33 355 239
3838 7236 130
7392 6357 378
5633 2121 474
5179 5058 644
422 1627 284
2036 2411 273
3497 4157 260
7475 6925 423
7142 4892 452
112 8919 504
796 7453 143
9411 230 444
8850 4182 797
9634 8848 743
9998 6019 728
9203 189 128
3256 2948 484
6546 5241 334
1421 8077 424
6651 8195 119
6057 8687 274
606 9554 470
9196 4433 324
6479 2691 419
9326 2943 730
1610 6474 851
396 7373 465
3056 5599 453
1555 2690 456
4447 1554 448
5062 2 184
8095 8318 363
9302 993 744
9911 723 252
5422 6563 572
8918 1479 711
1602 5877 255
7386 799 302
6662 3865 185
3490 2340 533
3161 1452 435
8814 3557 347
8825 1871 527
9156 6733 423
913 9955 407
4639 5975 254
6310 2734 487
645 5612 334
79 557 194
2688 5501 440
7120 7958 320
3333 8722 390
187 719 320
5873 6850 313
936 5715 411
9190 4097 221
3519 4357 102
7655 2345 656
6228 3163 459
9078 3493 456
3119 3717 481
9469 9429 615
2803 114 349
1393 2882 82
7023 4081 588
4735 495 381
2040 8068 559
5570 2227 758
8787 1443 299
5429 9724 507
3511 972 352
3821 7030 207
5329 1476 447
5727 1557 670
4640 1157 335
5050 4111 743
1226 871 238
9892 4029 522
7338 1285 491
3263 4361 230
5367 7999 506
1209 3759 681
6067 6779 370
5986 1207 800
4574 7768 659
931 8085 528
