100 500
8600 399 348
7517 98 692
4438 2316 448
6390 3597 99
3298 9100 1015
974 502 261
3548 9356 694
8952 9863 411
2581 5761 154
8904 5691 776
6041 552 365
380 2026 189
7843 2459 431
2508 4602 528
7129 7197 912
8094 5729 722
7596 1964 575
2180 8387 224
4280 4922 765
8336 7578 647
4022 5662 545
4433 7571 764
5018 3385 190
3786 7600 79
9146 2691 502
9643 1539 289
3243 23 542
3566 7438 291
8834 2426 340
2040 5964 430
9624 6487 593
8045 3572 238
8451 225 642
1959 2731 645
5148 6647 415
6662 5522 375
2310 7447 465
3093 7328 792
832 6880 903
1280 6330 411
9571 923 165
7869 9166 534
7299 7787 446
2956 6133 627
214 4997 790
2097 6190 81
7836 6495 497
9762 6287 399
3072 8074 469
5370 4572 605
1073 8384 322
95 3383 709
5831 9540 803
7064 3015 261
6420 4696 572
9345 2343 525
5620 7215 420
7861 2919 561
1354 818 350
5404 7920 439
2167 3854 274
4110 3 488
349 225 669
2642 9773 472
4651 4364 439
4346 5724 562
2749 4441 700
5460 4932 532
3981 8876 244
7948 6754 450
3572 7293 189
5449 5544 343
860 9663 466
4815 2215 156
481 220 344
135 9000 801
4074 4246 584
5355 775 200
823 7997 619
548 5474 428
8713 1246 257
7550 1462 258
2039 9362 712
6395 6021 434
8238 4343 260
9127 1811 426
7988 928 479
7355 8849 21
591 8523 259
1064 7424 780
8743 1199 114
6424 9169 309
1797 1779 542
6296 8972 487
6128 3196 640
798 4842 671
4443 8349 71
2656 6482 722
4063 5403 789
8855 2302 740
9746 4334 469
465 7735 522
5263 4172 185
2936 5854 266
2695 4000 416
3279 7790 206
1551 6055 584
6959 9701 93
7835 9607 639
8673 315 628
2804 5824 625
1509 7247 298
4173 4166 479
81 4588 441
9569 5289 644
6890 5668 389
9623 3707 326
9755 4886 309
7880 2691 329
741 6927 307
3043 372 423
4718 946 296
6427 8029 264
647 614 766
7637 5673 298
7282 441 245
1497 8791 557
4040 2022 771
9309 473 505
6610 8879 702
5762 9853 235
899 5386 363
3560 654 106
272 7792 443
9697 7365 751
4720 9092 238
4089 9438 626
38 517 436
7467 7038 722
7483 5104 435
9063 4765 699
1897 6912 630
9909 2289 413
5286 9218 530
2763 8248 429
