100 500
4967 7075 412
6914 3643 725
9731 4269 174
1192 5164 267
3105 8645 484
4487 7960 518
647 964 721
4319 6491 343
6899 3810 489
6037 1491 305
9590 9133 431
3303 8249 498
5644 3390 218
9044 6591 708
6232 7048 493
3134 7551 121
475 48 495
1194 206 478
669 8738 769
5371 3775 731
3735 9858 619
1735 4383 313
7174 2406 466
874 425 430
6216 3263 657
1916 5807 591
8749 1571 275
408 745 603
4962 5804 709
7336 7546 389
2852 6822 568
1450 9680 283
3223 8996 668
9886 3892 642
7735 1609 398
4019 7822 218
7819 2107 389
2205 1345 759
4513 9431 214
1771 7082 851
2695 39 418
9241 1444 321
1611 9649 694
2189 2925 658
5453 5878 215
6823 4658 624
2700 8273 708
4338 5923 691
7270 576 761
6168 1357 793
8538 187 771
9179 2709 552
8646 7737 485
4055 3160 513
7168 2178 294
6594 9863 225
2217 5835 589
7659 180 770
1836 9849 473
9457 7289 428
5727 6281 567
8299 4779 602
4554 8989 546
703 8176 322
9566 3223 235
9533 4456 772
9762 5065 401
7165 8409 375
2802 7572 455
1569 9970 736
9750 4515 102
6186 8320 188
350 3845 798
4852 8538 691
46 4310 241
2179 2125 493
6943 479 857
6905 1497 683
9468 3960 631
6026 5386 452
7183 5559 390
9842 6945 920
624 3360 857
1706 9778 188
932 3275 173
6101 683 296
4142 2287 626
5355 844 768
2484 207 483
9382 2531 319
869 1562 698
1008 7812 593
8393 7913 585
5662 4213 481
8225 1688 660
5952 1760 629
3599 2146 797
5058 576 500
5506 6764 444
354 6439 282
6392 6455 610
3474 534 251
5094 8829 437
1379 7579 487
5388 761 701
110 2610 179
8675 1118 235
422 3420 570
5384 2436 280
7634 3609 447
4124 3586 178
5370 7724 135
5732 428 814
4652 7591 202
3544 5006 660
4030 9936 693
7814 3856 303
471 2908 433
9037 1850 318
487 4425 594
8963 6949 470
7035 3991 198
4420 3810 790
7411 9804 312
6246 1397 104
9765 6723 242
1335 1487 456
799 3420 474
8267 5451 385
1011 1812 123
457 1393 787
1748 4623 229
5249 2219 436
7532 4286 448
421 8019 594
5063 5737 587
1321 2099 519
9728 5741 566
2261 3491 154
1897 4859 527
4889 1662 159
1582 6224 436
3150 2381 88
9644 1417 307
7832 7007 927
9581 4642 589
8400 1330 203
9265 3649 374
9901 6797 291
4287 323 387
1169 9351 114
2412 8842 514
7802 2140 210
4583 6415 347
1983 6480 165
1274 6872 447
4494 2857 629
9449 7644 665
1590 9093 331
5414 5775 1036
2453 4995 618
417 853 526
2677 6034 461
855 2579 466
9184 5142 746
9254 353 41
845 1666 360
5547 8647 469
158 130 374
5062 2141 466
2962 2689 553
9014 7456 230
5546 4815 811
1453 3488 583
3908 3219 513
9263 6361 599
