100 500
5853 6766 522
2979 5955 602
803 7040 564
7282 334 174
2162 9771 595
3388 6514 269
6182 6879 949
5583 3176 171
6744 6024 449
9732 2201 190
2750 8550 433
4757 7409 930
8323 6081 239
7131 1368 700
4021 6385 302
6711 9874 668
9503 9690 65
2181 306 721
3083 9464 466
6992 5245 356
5587 381 738
8111 1769 167
3612 3694 204
4946 356 829
9718 1030 186
8910 8821 134
9580 3667 612
2582 4256 708
6100 9714 341
1976 121 614
2451 8688 68
6347 8306 220
4730 8529 651
8612 7813 240
4345 1957 834
9410 9932 246
2338 7521 351
1702 2302 160
7568 3000 670
9011 7286 170
4030 7921 453
2459 3611 789
7940 5042 638
4219 4040 324
1108 6195 104
4161 3559 274
1235 6860 724
1865 5966 601
5389 6829 519
131 9734 495
8786 5894 443
9667 7476 376
3415 7721 721
6131 983 336
721 5142 622
4622 4751 670
9415 7081 162
4714 7355 228
8475 8933 217
7747 9583 164
1481 8260 371
9494 2716 114
5120 7711 413
5034 510 286
4541 1518 237
6596 9679 237
7412 6263 365
3508 7179 578
336 5991 239
4515 1057 183
1133 9137 338
2161 6900 778
2570 6875 335
607 1046 634
5809 8354 489
629 7290 438
6614 124 921
6358 8086 307
4187 1393 607
8596 5080 461
9263 1545 500
1112 6675 325
7808 4620 287
206 4497 369
6963 4721 208
5554 4448 328
210 7715 317
1348 2781 755
943 1955 839
179 3104 915
309 7160 906
394 3275 1031
3636 3104 664
1361 7824 722
849 6310 279
2904 112 199
7855 4016 171
6787 2015 633
4988 6994 655
6512 1951 760
8067 8419 691
6399 8278 391
2486 7747 527
7411 3429 125
6054 7590 635
6533 6363 246
1102 3279 541
5990 4739 633
6384 7352 289
2563 7233 551
14 5467 527
3698 7869 75
5836 6837 550
6236 824 665
3831 9101 436
9128 8251 111
7520 5527 713
2881 6358 292
9627 292 773
6140 5681 525
4234 2673 572
8397 5336 573
2305 739 602
75 5041 309
4443 8990 610
8626 4457 676
810 2324 345
8678 6646 185
9162 4915 341
7470 9345 128
4016 2950 540
7596 7888 736
8478 477 717
4246 4457 294
7121 386 730
6490 7707 700
9412 1239 504
3044 8069 162
1979 9471 234
3110 6422 443
8462 1736 105
880 9272 391
413 5910 299
2270 9575 530
825 6092 555
5272 1193 688
9043 2869 336
5433 3873 521
9698 9680 505
8330 3172 455
6418 4820 339
879 2182 388
2412 275 213
251 4391 808
9747 9713 370
813 4561 353
1450 8045 892
3833 8215 746
3956 2455 834
7790 1133 671
8547 9414 418
8679 7590 342
8635 4112 250
1463 8334 700
144 6145 189
7858 2915 791
7318 8737 294
5097 9730 695
9013 5349 182
4121 5112 747
1414 1286 570
9673 2864 444
9332 9858 559
1079 9640 317
2313 5221 349
773 860 695
4636 5804 499
8451 3271 359
9917 6266 466
7957 61 223
2412 2167 216
2976 9730 122
905 4426 431
9460 6270 397
6127 9933 369
1382 7541 327
1219 1055 632
6758 6903 599
7265 4189 652
6543 9578 377
5763 3669 425
438 6751 278
9473 5241 741
6374 5742 643
7860 4332 515
2156 272 375
2851 1484 51
6354 3756 185
5910 5814 343
6378 2037 686
5747 4112 409
5931 3318 160
5167 2689 29
222 8784 454
3230 6765 266
8362 8993 98
6786 5153 436
5744 2612 705
6746 2119 399
8354 4606 433
2803 510 786
1230 5654 253
1995 7584 622
5763 7905 188
9750 2141 681
6295 1849 832
6254 8578 745
5168 7773 436
1267 5390 286
2910 4497 463
8507 1272 530
9843 1646 760
2777 5587 272
4258 9524 740
7706 2612 564
482 6861 427
9475 1713 504
2516 1470 601
5649 4631 345
5727 5400 383
3124 8374 502
3601 5730 296
3304 8769 959
9856 4571 539
511 2766 249
5421 5371 316
4038 1616 651
7017 3168 375
7203 7627 364
9044 1262 506
6591 9526 620
8123 6066 493
7591 6991 632
3888 3241 774
7974 5968 476
4993 1099 300
694 8594 643
6829 3999 479
3716 6685 508
4922 4227 706
5803 6695 30
5950 6194 588
8311 2967 427
9362 5515 857
6946 8406 426
3129 3538 475
4284 7604 513
9604 1876 180
948 9845 524
1469 8922 384
5813 2814 257
21 6507 221
7760 3203 213
6858 1476 421
6240 1781 350
2056 2044 601
8476 8006 758
8238 6788 178
7326 7600 299
8655 4272 180
2358 8136 603
7810 6642 213
5740 3767 436
4870 6688 906
9964 2691 703
5611 5777 570
5505 1984 584
8636 3266 355
5187 5495 238
1094 7780 211
3628 3150 705
9824 2104 64
7509 4414 654
5244 4835 389
2014 3899 607
5459 724 188
2035 9622 176
3718 4128 595
9741 8589 518
816 9705 697
1280 2779 554
5482 3138 408
4764 470 492
2756 6303 496
2317 3850 644
4083 5945 459
3353 259 174
4402 862 411
4673 9646 472
2049 3039 507
9898 7508 239
3763 8285 214
3482 3834 659
2413 3223 515
8775 9582 337
2928 6407 785
8713 4762 458
9545 3477 714
1585 2301 587
6133 3902 44
2504 6568 453
6200 5857 383
6828 602 793
3071 7853 196
248 1472 49
893 6498 539
5332 1008 470
4784 8815 597
4842 3549 682
2038 3617 832
9483 1319 361
25 8197 112
6081 5922 698
8026 7666 498
4576 4159 212
7921 7080 173
7080 4121 114
9289 3908 758
4723 8712 915
8113 1323 916
184 9006 811
4174 5516 645
6367 8958 712
683 7561 112
8859 2722 227
1179 8343 397
4041 7556 473
6540 6474 221
9830 4566 875
493 4406 498
5078 8414 448
7838 2158 739
2535 3479 668
2418 3610 409
2191 531 299
1285 8727 440
5890 5459 767
4244 2257 428
769 4927 580
9818 5981 293
4001 7349 263
4324 4394 604
1257 7216 153
7221 1088 315
8134 7714 590
1846 3212 544
6128 9685 402
1722 5015 308
3164 492 141
4977 1708 489
1024 2614 359
435 6914 412
8074 1031 618
5523 5195 293
5959 1693 462
1176 6312 405
9043 1852 548
707 6652 515
9068 7928 126
4092 7203 623
1994 5939 625
6767 4474 267
1976 4842 825
5841 1492 551
5334 7170 128
3200 2710 205
9784 3636 591
5976 7858 796
4667 1499 885
9406 6978 652
9545 582 689
9643 4940 618
2435 350 823
1592 7855 241
4630 5685 431
1410 2976 139
7976 8178 136
7450 9952 457
9372 3291 558
1444 1058 438
461 997 629
3769 6597 297
985 9745 952
808 2004 225
7597 214 516
8983 7142 216
7148 8626 233
2082 9583 921
5328 26 703
7439 6310 840
2063 8849 361
9286 39 453
3379 3088 548
6343 9103 489
2731 4140 610
162 9544 712
1489 3931 277
6141 2474 277
28 6949 545
4478 7625 162
7163 9813 444
1119 4312 400
4791 9553 389
247 6471 346
9580 4038 734
2781 1643 574
9240 8419 566
8035 8971 367
7859 730 555
8075 590 447
4870 8237 146
134 2711 322
8520 6276 391
5185 8548 726
9577 9664 610
2526 3093 611
5829 9997 230
7405 621 359
9551 4004 581
3444 9131 558
8043 6226 468
7126 3635 714
997 1513 705
2606 8857 573
2244 681 459
9447 3466 644
5270 5934 442
6178 142 460
8562 7715 213
5043 8139 525
3731 7569 606
1232 9561 640
7566 4989 520
6534 3469 557
5346 9978 330
8952 3389 464
