100 500
5803 9678 384
4284 8564 726
371 5473 479
7239 3119 600
155 3596 835
9799 1662 247
1194 2643 330
1239 4874 553
2568 1779 570
7322 5847 209
6728 9960 298
8740 5608 815
1234 2559 607
4327 7304 252
2462 5544 497
5088 4617 756
5223 9373 280
9534 5594 710
1198 6773 525
5065 1353 316
369 4865 752
9367 1564 744
3860 607 292
2790 6429 649
8738 6464 385
2276 5467 523
6424 7368 584
1075 7658 742
6279 1755 434
4962 5094 666
7299 50 156
9711 8874 145
5775 9245 388
820 6974 65
6019 5886 805
4679 2740 386
7103 4047 600
656 963 180
1006 3446 444
3744 9744 493
9910 2372 538
1563 6334 240
9741 8991 199
3992 6020 28
746 5306 318
7466 8045 167
5357 7178 471
6920 7484 344
2775 4092 315
4458 8794 479
9978 5490 669
7887 7081 426
5889 8543 388
4397 6895 501
1990 8141 243
2991 8252 469
514 4555 292
4587 6607 917
9898 4931 678
8979 644 458
238 6446 819
5041 1947 358
9976 8313 270
9431 2751 315
2406 242 817
7898 8736 709
2084 5785 339
2170 7973 512
4328 6567 711
1220 2670 106
1060 4211 321
923 1574 768
5118 1862 181
4533 5016 417
6793 3513 196
2012 3383 265
9959 7054 679
5330 9935 698
1719 1114 258
9038 4125 649
7708 6936 288
2862 9792 428
2721 5032 316
4117 3402 82
7951 1689 169
2424 9011 594
2252 9699 768
6938 7371 411
1561 1471 344
8739 4707 439
1336 7104 768
8090 1295 312
4158 9773 665
7582 2229 566
887 6621 119
6355 4947 426
9909 5569 726
1091 8983 207
6953 5208 359
2385 1256 218
3249 1161 194
267 5501 616
861 3557 237
2872 2422 826
5029 7964 526
7129 6365 315
5068 1572 229
4013 5578 629
1345 7947 409
7807 8584 340
4568 514 764
3531 4478 634
6083 4622 380
9813 9388 368
6182 2198 657
644 9431 468
9711 7264 497
4932 572 406
821 4157 678
9347 2202 142
8473 2828 306
4920 9893 518
4400 8933 478
5471 5745 130
6880 3278 327
681 7801 814
145 4212 500
8631 2580 446
5186 8444 812
1969 7720 528
6994 8965 476
3503 6705 772
2581 4788 409
3630 3403 240
5297 9329 508
5605 3770 186
2157 6877 409
3663 6558 484
5810 5486 869
8655 9043 457
5116 9337 627
3196 5261 771
9901 1827 177
7842 1440 832
6623 6163 1009
9160 9969 132
1480 9016 630
3026 4062 169
3804 6656 404
3817 9101 478
5985 9422 491
9223 4495 625
2652 9238 668
1053 8462 808
4724 6060 383
3857 6192 621
1749 7053 371
1454 1651 49
5232 5648 605
3091 1855 242
8163 8603 483
8176 9643 112
7619 1203 434
57 7775 871
7859 3874 713
6876 197 234
9649 2451 51
4692 2301 162
8041 2097 413
763 2765 272
4509 973 422
5310 6259 323
8026 3116 486
4262 9611 546
8764 3705 587
1466 3279 693
2308 5995 616
9274 6280 607
7198 9332 522
4055 5057 583
3206 7284 584
1606 2855 431
6087 2650 408
5156 4129 781
4747 2272 132
3246 9257 678
9597 8556 153
1868 7623 122
1672 6130 566
3586 6788 324
9835 1405 123
67 8495 724
7400 9342 322
1127 4598 576
8674 5183 438
6007 8232 455
8819 7614 157
1088 4906 56
264 2596 563
9035 1364 604
1220 2282 220
621 817 669
838 8841 326
4793 2511 318
1323 8379 537
9299 1158 152
9784 5719 310
6005 7184 207
5061 7133 623
1782 87 345
8668 4142 646
