100 500
5138 9841 496
7180 798 238
3262 2473 338
4806 9573 493
4209 4294 528
6727 9858 444
6621 1259 263
2701 9045 133
8753 8527 463
3550 6584 505
2274 5134 431
5439 5824 338
120 9792 353
3885 8055 475
4242 4723 630
6308 5732 462
4564 9840 679
6531 4178 360
2314 1337 436
3752 2875 247
1983 6831 149
2733 4956 474
8090 1786 442
4001 3195 498
313 3904 281
9780 2587 119
9038 1571 515
4764 5510 856
1363 8649 295
9917 1957 674
3372 2577 402
7690 4288 190
2418 4221 717
4819 1084 248
1910 8571 513
311 3893 483
5402 9397 212
8849 9844 612
1183 9202 704
9392 1497 835
3106 5524 475
436 2144 250
7095 1552 741
4007 4810 339
202 276 516
3119 9926 302
2854 809 363
567 1624 113
1382 5386 556
9060 3292 539
3957 9371 546
7185 5711 454
5120 2386 597
1907 6304 334
1589 1299 660
4153 4695 939
6823 4589 473
3192 270 549
6142 3551 587
5080 2696 710
3827 4552 320
2622 6681 396
5361 9541 410
8305 6744 374
4927 3717 594
6388 5236 644
9441 9926 179
7299 4561 601
2312 9207 735
865 253 751
506 1370 633
1301 3682 132
5960 4493 294
3952 8454 706
8044 5385 195
7502 8223 170
9937 6476 231
4905 1650 487
6018 9562 403
4746 7297 446
9632 1135 87
2534 9073 478
1061 9833 730
3634 9725 159
5392 852 387
6331 5899 617
2222 7632 432
5933 4534 272
8477 6237 444
9340 2873 779
1622 6842 107
1096 7911 577
3319 2353 611
9562 5689 700
1916 660 243
2986 1548 512
1795 1872 166
6973 9208 166
1706 6959 862
5286 7098 533
7811 1617 561
9349 6386 225
5601 1634 337
920 4078 884
7872 261 288
3303 5846 245
3455 4399 39
3758 3126 435
6753 9672 47
8815 5021 476
332 8154 879
2921 8480 137
26 6246 697
7688 8084 641
3205 9326 536
1535 1017 672
7295 7236 502
7403 2896 282
8871 4675 439
3326 6743 495
4936 6629 610
2589 4744 107
7381 2699 536
7870 486 388
2371 3038 291
1859 2704 761
1192 1132 702
1184 1218 565
7378 5224 455
5655 583 266
903 7190 719
1600 8198 360
4426 5355 662
7447 3297 914
31 773 226
6392 1319 433
3755 8982 566
2415 7488 627
8033 286 433
